Index,Time[d.s],IEs_T(15)_S(17)_EvLim(20),IEs_T(15)_S(33)_EvLim(20),IEs_T(30)_S(17)_EvLim(20),IEs_T(30)_S(33)_EvLim(20)
54465,737888.9817043004,1989.5376348638413,5809.895597062045,2872.6971148469806,8979.472463650012
54467,737889.000628683,2061.74841923275,5742.899818834232,2922.3880014098318,10174.392118104655
54480,737889.4802965333,2061.74841923275,5742.899818834232,2922.3880014098318,10174.392118104655
54484,737889.5654925304,22237.850308726473,24688.46362277573,17128.20787137507,21245.256644265402
54494,737889.7421541996,2113.763363435699,5667.008221963503,2917.855989839409,8713.828088996708
54510,737890.0752498226,2075.3928430215155,5517.730175830441,2769.5584412953285,8526.64664272456
54521,737890.3538381926,2139.41419674969,5468.1764859963205,2850.057640420407,9299.223611918143
54527,737890.7768785486,2181.485140391245,5405.551213875108,2818.0567581749024,8300.60620834516
54534,737891.1191760218,2181.485140391245,5405.551213875108,2818.0567581749024,8300.60620834516
54551,737891.7014779265,2154.438917139044,5286.065949336812,2861.9866086733764,8142.47998132761
54556,737891.9279831336,2153.8737257877983,5196.074144895737,2762.7565401524,8009.010488273646
54560,737892.0358132707,2153.8737257877983,5196.074144895737,2762.7565401524,8009.010488273646
54578,737892.3977238463,20600.75551196895,9902.491151797982,17123.789437681546,13563.123660315652
54611,737893.3991047442,2150.674809657408,5979.651143490105,2841.074680588099,8506.16955766164
54631,737893.6805444749,17593.863168461994,17754.162279915483,17593.863168461994,20371.808082392905
54637,737893.8961971576,17593.863168461994,17754.162279915483,17593.863168461994,20371.808082392905
54645,737894.1934053929,2174.8940944712713,6001.252127243009,2468.3274501175365,8204.79945643012
54693,737895.1079185526,16409.86653073011,8127.3850357257,16409.86653073011,10563.539925315958
54698,737895.2119682013,18878.15728633371,18851.979819088818,17508.220522968077,19240.978204623214
54715,737895.920805621,2294.534289641319,6059.38546500495,2347.52098282144,8648.504515565352
54758,737896.7550711872,2294.534289641319,6059.38546500495,2347.52098282144,8648.504515565352
54760,737896.7825785489,2294.534289641319,6059.38546500495,2347.52098282144,8648.504515565352
54793,737897.6765943726,2294.534289641319,6059.38546500495,2347.52098282144,8648.504515565352
54798,737897.8280698735,2294.534289641319,6059.38546500495,2347.52098282144,8648.504515565352
54812,737898.6809577491,2294.534289641319,6059.38546500495,2347.52098282144,8648.504515565352
54822,737898.9881218834,2294.534289641319,6059.38546500495,2347.52098282144,8648.504515565352
54848,737899.9985779527,2294.534289641319,6059.38546500495,2347.52098282144,8648.504515565352
54851,737900.0620602984,1991.3359073689849,4944.991000948771,2025.4456693738418,6255.964754133956
54853,737900.0838532234,1952.7360609924624,4791.332938539179,2001.1849791458192,6136.140909635701
54878,737900.906145252,1955.9433022869157,4794.283600530075,1974.984775148885,6018.941730400013
54879,737900.9118065827,1900.7725526841696,4743.526510895549,1998.875814275699,5950.312499507156
54895,737901.5076129484,1900.7725526841696,4743.526510895549,1998.875814275699,5950.312499507156
54905,737901.7919290396,1900.7725526841696,4743.526510895549,1998.875814275699,5950.312499507156
54914,737902.1455671685,2432.61378375909,5614.666806174303,1807.4386109003121,4797.583643277794
54919,737902.2314019781,2853.7549554290736,5860.836874985366,2477.0610497619564,6290.620281457266
54921,737902.2736848299,2837.748227160158,5720.868960757347,2477.6454755655514,6499.849463188412
54922,737902.2999669908,2878.634496011548,5643.159498756738,2507.88935777896,6159.339006068527
54971,737904.0528729699,2878.634496011548,5643.159498756738,2507.88935777896,6159.339006068527
54972,737904.0929286822,8195.865827002994,11220.232221793345,20056.758872799724,11707.754032111869
54973,737904.1599115718,10075.027110096784,10197.551051954426,18123.342556594092,8760.817787985217
54988,737904.5054525769,7615.735882741813,10671.431281033882,4402.027264888596,9768.903334927776
54998,737904.8388693556,10941.576680324264,11458.003715678995,4149.33364211359,9922.029745983193
55034,737905.9909869198,5214.956490385735,11582.650461262683,3394.690959349845,7543.332095121557
55035,737905.9973413263,5208.454384567667,11049.310377264312,3341.9496364125134,7420.600922643293
55042,737906.1785467737,5208.454384567667,11049.310377264312,3341.9496364125134,7420.600922643293
55057,737906.4663384226,16478.51686346131,18261.72325612799,17419.331301481237,18821.51904444597
55086,737907.5530718643,6817.355125281318,10514.474974422501,3284.127371828838,7295.980559256981
55118,737908.7399979439,16820.011709489172,15461.701899514603,5898.744777162335,10422.247082187507
55132,737909.1122304467,11370.819360777574,11270.181706458576,2880.0366401716838,7669.335818372479
55145,737909.8473723951,9832.81380229645,10440.301774137693,5251.777239354726,7762.65101384401
55146,737909.8501202377,9650.57758819644,9952.510536138321,4068.4547530591294,7631.573717553384
55148,737909.8538141762,8448.436585000823,9504.71387739206,5070.006714607816,7502.795662733629
55154,737910.0122164882,20744.372507679334,13871.224899695499,15902.850952266326,13508.875724699554
55156,737910.0679548597,6607.136934243528,11088.667452761087,3933.3232945901586,8212.177569098618
55169,737910.3455225931,16835.696085241914,13529.58502586909,17103.609534916523,12389.261021014438
55196,737911.2609122926,15838.405087887595,13540.659953386148,14047.722173663053,11981.129316967565
55214,737911.8332592405,15838.405087887595,13540.659953386148,14047.722173663053,11981.129316967565
55226,737912.214201089,4902.949377059595,11770.67096587597,3418.0847386876067,8668.18793478391
55264,737913.4958052939,6396.909113939978,11349.270718357866,4090.4110664916443,7975.624571786998
55276,737913.6852036872,4728.22320825275,10940.171652436497,3348.7728861862097,7838.5881648552095
55360,737916.017351519,4728.22320825275,10940.171652436497,3348.7728861862097,7838.5881648552095
55361,737916.0212684663,11264.316679140156,12540.089071332122,6561.455171102835,15596.917869068804
55374,737916.1689606372,11255.099814622472,11275.01127139573,6532.992164896199,15575.374128536925
55375,737916.1982424441,17572.710137168582,7346.3400354659625,17572.710137168582,5135.63803958009
55403,737917.1993081932,17572.710137168582,7346.3400354659625,17572.710137168582,5135.63803958009
55515,737918.1786397005,8335.025836179444,14101.224179753533,4811.899621184697,9677.216813503097
55516,737918.1812236385,8226.211756260345,13450.41061952956,4176.83839389524,9480.555592259418
55582,737919.5093256774,8471.480561607863,15666.163794212582,7440.300681192887,13229.657050346379
55589,737919.8627656844,8025.421818774722,11703.706451199452,5103.8779602791,11002.863125938746
55592,737920.0682462578,8025.421818774722,11703.706451199452,5103.8779602791,11002.863125938746
55593,737920.0699794163,16303.662680191937,14504.440322104578,16303.662680191937,17232.71596696251
55627,737921.1382091573,16303.662680191937,14504.440322104578,16303.662680191937,17232.71596696251
55648,737921.6490170235,16303.662680191937,14504.440322104578,16303.662680191937,17232.71596696251
55649,737921.6505713556,9441.50809800687,13593.777120262912,5155.713849736489,11346.578072207934
55654,737921.7593393892,9441.50809800687,13593.777120262912,5155.713849736489,11346.578072207934
55666,737922.1066535575,7673.581297712316,11655.77159194617,4208.684753408637,11085.123283184339
55677,737922.4412542906,15355.976498660708,14518.56028111587,15355.976498660708,17246.588413025547
55688,737922.8490534448,15266.722338060057,14545.976126064032,15266.722338060057,17128.55801651337
55689,737922.8711825854,15266.722338060057,14545.976126064032,15266.722338060057,17128.55801651337
55705,737923.2477617338,7641.317007888165,10782.035886478878,4083.661329378615,10577.617913933826
55706,737923.2511291802,7649.81689025135,10296.801419464722,3986.68343314691,10334.02121219695
55728,737923.8754128659,7649.81689025135,10296.801419464722,3986.68343314691,10334.02121219695
55732,737923.9586839915,7649.81689025135,10296.801419464722,3986.68343314691,10334.02121219695
55754,737924.683951325,19826.54474066831,15146.583533465557,19826.54474066831,18388.97666032429
55764,737925.0452822775,6673.654030575335,9736.019813036764,3489.5987649929366,10088.16079358723
55782,737925.3432630356,6673.654030575335,9736.019813036764,3489.5987649929366,10088.16079358723
55801,737925.8933588751,6673.654030575335,9736.019813036764,3489.5987649929366,10088.16079358723
55809,737926.0299552364,16318.698331040285,17092.168524812307,13596.002838374125,14975.480304493649
55877,737928.9440404498,16318.698331040285,17092.168524812307,13596.002838374125,14975.480304493649
55900,737929.8004454076,16318.698331040285,17092.168524812307,13596.002838374125,14975.480304493649
55931,737930.3965562449,16318.698331040285,17092.168524812307,13596.002838374125,14975.480304493649
55939,737930.5092702674,20146.541819385708,17726.478297876467,20146.541819385708,14629.129581255847
55958,737930.9776962382,26941.202772998906,16885.877266627733,26941.202772998906,16885.877266627733
55999,737931.8737771278,24873.28557582747,16897.276220913493,24873.28557582747,16897.276220913493
56007,737932.1182756076,18977.263937438285,21676.780460212198,18977.263937438285,14999.889129288467
56069,737934.639794976,18977.263937438285,21676.780460212198,18977.263937438285,14999.889129288467
56075,737934.8841465516,14294.073079786349,15962.47995894167,2032.1074070122108,10845.627858652322
56093,737935.4229441235,13096.750804846073,15963.901938698931,3434.1016358215593,10474.370335357171
56097,737935.5150504892,13120.349925554227,14834.883590089425,1941.2210580762578,10144.679980799778
56104,737936.1263474277,13120.349925554227,14834.883590089425,1941.2210580762578,10144.679980799778
56138,737937.8400914766,13120.349925554227,14834.883590089425,1941.2210580762578,10144.679980799778
56146,737938.1634507428,13120.349925554227,14834.883590089425,1941.2210580762578,10144.679980799778
56185,737940.348121089,23592.246782987,23339.18838690497,15491.304505743006,19200.253237452962
56206,737941.0454714983,25393.21582399741,25393.21582399741,5711.381904824227,8656.012035414242
56236,737941.719031307,30657.678537576645,24021.129568460285,30657.678537576645,20520.502017120023
56241,737942.0371593975,24839.378249099766,24839.378249099766,4251.29121695238,8616.054865538385
56248,737942.3114702044,24839.378249099766,24839.378249099766,4251.29121695238,8616.054865538385
56275,737943.016804561,34486.005058057104,24793.780173358366,23924.250352622385,20036.929600020976
56291,737943.5716995111,23843.830229710933,22554.6313340317,12524.698207178739,15079.452552445015
56409,737948.1741811697,27535.672125460405,29191.331929306354,24261.94498398808,25836.08605788902
56435,737949.7847473425,23492.671972031614,23492.671972031614,8676.71048521661,8676.71048521661
56440,737950.0667297589,23492.671972031614,23492.671972031614,8676.71048521661,8676.71048521661
56482,737951.6641042853,26139.457766880052,27418.52027585397,10928.706641952478,14026.687836293922
56544,737954.7209264861,25496.27461064024,27760.08769884016,15772.037627417643,23825.417861956375
56588,737956.311231203,33903.60181649638,33020.50552604153,21040.09069114356,26758.70188482491
56592,737956.3951734703,30667.077845167038,33786.04756094562,21191.87161523362,24282.04691266861
56611,737957.0497012449,30667.077845167038,33786.04756094562,21191.87161523362,24282.04691266861
56717,737961.6562586837,33367.63315413545,34795.77409285772,33367.63315413545,27661.96209555792
56771,737963.9180083921,30407.068497398508,30407.068497398508,24965.9528725447,28834.085427173377
56799,737965.1964665897,30407.068497398508,30407.068497398508,24965.9528725447,28834.085427173377
56808,737965.4740783987,29306.5102938802,29306.5102938802,20535.721313099293,25617.332430523973
56812,737965.6742775618,32194.027878374505,28964.691654164264,32194.027878374505,24783.21533457996
56836,737966.7536204219,32123.87959820306,32683.127286139712,32123.87959820306,25586.798929109944
56846,737967.041514462,32123.87959820306,32683.127286139712,32123.87959820306,25586.798929109944
56852,737967.3042708682,28256.334029082343,27532.993335445888,24074.857709498036,22759.138491995735
56895,737969.0292679177,28256.334029082343,27532.993335445888,24074.857709498036,22759.138491995735
56896,737969.0324193112,28256.334029082343,27532.993335445888,24074.857709498036,22759.138491995735
56897,737969.0340965907,28292.05712788481,30395.764695966376,25203.613295972005,28221.1247123693
56898,737969.0347943334,28292.05712788481,30395.764695966376,25203.613295972005,28221.1247123693
56909,737969.4551662294,28346.490550303126,31992.111099753878,25258.04671839032,29020.79515055576
56932,737969.9615491114,28346.490550303126,31992.111099753878,25258.04671839032,29020.79515055576
56978,737971.859766568,28568.152239250223,30239.73416829376,25499.77028367435,25725.732740980013
57082,737976.0647686946,28568.152239250223,30239.73416829376,25499.77028367435,25725.732740980013
57128,737978.3678747836,28568.152239250223,30239.73416829376,25499.77028367435,25725.732740980013
57177,737980.0157648744,28949.919590169233,32017.02380086237,26216.93862275969,26081.486521210314
57225,737982.9165588609,28949.919590169233,32017.02380086237,26216.93862275969,26081.486521210314
57252,737983.9013210464,33503.055753755376,28595.574091226812,30536.881770367625,30128.472667885642
57290,737985.6011523528,28353.350403186712,27910.330068911284,25943.227575414243,29146.98115060962
57298,737986.0996391304,26692.412329736948,27054.029794301932,26279.65862334264,28926.87195291381
57299,737986.1264961143,25466.735212949192,26010.009152559767,26224.53568814174,25208.032178793525
57327,737987.1188390746,25471.66527589164,25471.66527589164,32719.173991501168,22867.518169378483
57404,737989.8789980133,24765.54646224387,26296.816059406246,22612.587986853836,21445.274078107297
57406,737989.9196515734,25463.367230212527,27118.904355514813,30864.54088382021,29716.11657558041
57437,737991.2327114907,25463.367230212527,27118.904355514813,30864.54088382021,29716.11657558041
57445,737991.6204286707,22771.662360468043,25839.42086977902,18903.951376955218,20409.613711022568
57449,737991.9839403509,27097.812892154205,25777.69463139774,30520.179789957794,24161.229634836785
57453,737992.0558117491,27097.812892154205,25777.69463139774,30520.179789957794,24161.229634836785
57454,737992.0585427993,27097.812892154205,25777.69463139774,30520.179789957794,24161.229634836785
57455,737992.0593826834,27097.812892154205,25777.69463139774,30520.179789957794,24161.229634836785
57457,737992.2440845158,27097.812892154205,25777.69463139774,30520.179789957794,24161.229634836785
57472,737992.7682760023,25871.410695574945,25311.214087321572,28468.622915640535,23592.871243709018
57478,737993.1553345859,26331.839873237906,26331.839873237906,26331.839873237906,34563.999822879756
57480,737993.1729655428,25261.36021410565,24974.554950226273,25236.770534050404,23132.50352101949
57492,737994.1896057958,23756.82601947872,23418.187619079235,20720.671802347584,20141.968697120872
57494,737994.5338560814,21683.333595863318,21420.005637743336,19804.564998344005,19804.127070574796
57509,737995.0689529878,21683.333595863318,21420.005637743336,19804.564998344005,19804.127070574796
57512,737995.1557607341,24932.944322227293,21828.592297011433,23343.795190828532,22511.912542317157
57525,737995.96410044,24805.475019311263,27786.166816100656,26716.508988851925,25698.104278706334
57588,737998.4560794128,23403.555951921753,24331.92080685772,23403.555951921753,24331.92080685772
57591,737998.9732645671,23973.07852008266,20602.66772957728,22851.53940301458,20602.66772957728
57606,737999.856494843,19803.672761844566,21787.769385288717,22835.5139186137,21787.769385288717
57678,738003.6453697138,19349.94185251334,18042.046757487507,17397.564505693106,18042.046757487507
57679,738003.7204783078,19193.402357166713,16448.82173271358,17241.02501034648,16448.82173271358
57687,738003.9173179602,25695.445577479997,25426.906991342574,25695.445577479997,24044.185353544013
57698,738004.4663966576,25695.445577479997,25426.906991342574,25695.445577479997,24044.185353544013
57704,738004.547801519,25695.445577479997,25426.906991342574,25695.445577479997,24044.185353544013
57705,738004.5509704892,22973.19787715898,25101.55975936329,22973.19787715898,27811.20161156819
57727,738005.481762994,27986.22681717264,23232.925047413115,27986.22681717264,23232.925047413115
57728,738005.5043457695,27986.22681717264,23232.925047413115,27986.22681717264,23232.925047413115
57750,738006.4736800316,20225.65139841277,24279.920142831517,23740.19788815612,24130.2305715903
57781,738007.5260941056,19424.660479045604,21647.888962399593,20370.923224769715,21088.187009796024
57785,738007.6403903196,21570.935044606857,19283.99466059494,19842.367414490007,19046.64193096473
57786,738007.7318552291,20045.874277444935,20964.117782123598,16933.791934285062,17812.376189003942
57799,738008.2129654711,20045.874277444935,20964.117782123598,16933.791934285062,17812.376189003942
57820,738008.8667081884,19679.73596698417,22100.96691867042,15175.643709572078,17116.80328522836
57862,738010.0214530033,20885.710947285883,21910.8589350116,20285.923159718906,19683.409293623812
57879,738010.8528635202,22083.60155467028,26218.142676377192,21391.15250060323,19007.124640346276
57882,738010.9528819277,24017.781001607626,22540.906749042755,17123.513874792523,19972.495932512382
57925,738012.0498805922,24017.781001607626,22540.906749042755,17123.513874792523,19972.495932512382
57932,738012.2971139624,24067.37307756874,24688.863651426756,25477.671488476673,16609.32530795188
57949,738012.7762268025,22905.575195336132,19798.82814767157,14826.036851861258,20184.594897876992
57970,738013.624329775,22466.047695836103,18203.942202542246,15456.503505986986,16017.405779172876
57971,738013.6626408325,21040.627709149103,16992.644404376086,10936.67380300475,15478.456800895903
57972,738013.6946179427,19702.67429912095,16919.561251460207,8320.869329707122,14987.388899160343
57992,738014.8501169847,17793.27138659566,15638.327124502675,8066.882307444332,14134.825516965628
58011,738015.89665272,15965.963983523929,14256.480447237705,6337.934337920725,13896.432963485175
58015,738016.1087930893,15974.183972575454,11622.611674851069,5930.716102011728,13901.34342127622
58030,738016.7579654264,12251.88553158042,11956.677687178313,9774.945450447965,16100.721369344481
58076,738019.097416836,13069.681522868004,13989.942238742024,9386.537359253189,16462.65194623338
58082,738019.2788476455,26937.133257982816,23592.72837018591,20688.681162525994,24470.635728441604
58130,738022.0006738915,12935.449838626882,12248.078037539077,9967.43293821393,12428.636303156769
58131,738022.0075770182,12935.449838626882,12248.078037539077,9967.43293821393,12428.636303156769
58154,738022.8376580074,11998.460422401546,9586.987951070974,9981.986310507122,11841.158150384379
58155,738022.842107601,11861.210660643455,8511.212297282813,7780.023426701297,11427.955040236007
58156,738022.8426749848,10212.85792847381,6073.977702144168,3908.578607138084,11055.169123599053
58200,738025.2381078348,13659.439773789438,9924.315743461917,24168.481428890766,9764.357304537816
58210,738025.6144652048,9272.634617445161,10736.827183227777,8224.184066297696,16050.971170860992
58274,738028.1226320447,10916.752983634187,12555.957336543752,20464.771495911344,15031.890413157807
58283,738028.4570047086,10916.752983634187,12555.957336543752,20464.771495911344,15031.890413157807
58301,738029.0101803981,10916.752983634187,12555.957336543752,20464.771495911344,15031.890413157807
58307,738029.1189939484,10916.752983634187,12555.957336543752,20464.771495911344,15031.890413157807
58346,738030.39275643,10916.752983634187,12555.957336543752,20464.771495911344,15031.890413157807
58372,738031.6322623861,8975.9792292125,11102.120297871623,6240.544594974129,10672.996798111773
58385,738032.1015840374,9383.25893670398,10608.361607183326,7984.691065164416,11848.355502036962
58389,738032.140426981,9383.25893670398,10608.361607183326,7984.691065164416,11848.355502036962
58432,738034.1423670136,11933.405753683168,12697.73708962415,6295.311502449896,9507.5770308069
58477,738037.0096715352,10767.449921374628,11720.57567834518,5889.407540832976,8829.21209617764
58562,738040.4091379255,10767.449921374628,11720.57567834518,5889.407540832976,8829.21209617764
58571,738041.0190781032,10767.449921374628,11720.57567834518,5889.407540832976,8829.21209617764
58638,738044.1178562324,10767.449921374628,11720.57567834518,5889.407540832976,8829.21209617764
58651,738045.0710472466,12114.72030701969,12114.72030701969,7904.451321143136,6913.94829439569
58692,738047.0456498988,12114.72030701969,12114.72030701969,7904.451321143136,6913.94829439569
58694,738047.0561743771,13383.968118885741,13383.968118885741,13076.784828421547,8971.691061442063
58712,738047.8727432835,12509.024577078344,14247.315736068042,6630.823658741585,10507.406812574034
58721,738048.0691125304,16729.377548928427,16729.377548928427,16729.377548928427,13996.93699752719
58836,738053.9967665826,17621.48725046247,17621.48725046247,13172.279424442042,13474.773017691108
58840,738054.2278856965,18882.00142700845,18882.00142700845,18882.00142700845,18882.00142700845
58855,738054.443133849,20237.686590677735,17580.58356247328,12432.434824032187,17580.58356247328
58994,738061.694452174,20782.36034088219,14470.001176904882,20782.36034088219,14470.001176904882
59107,738065.3405567198,19443.40594765964,19443.40594765964,19443.40594765964,19443.40594765964
59185,738069.4011543716,26022.40222447487,26022.40222447487,15075.687074531093,15075.687074531093
59192,738069.721584967,26062.43835032932,20075.11401502238,15112.215997825358,17454.08820785892
59202,738070.0722080207,28486.913520018443,24117.649803124805,28486.913520018443,16261.9077300189
59203,738070.0819553315,28486.913520018443,24117.649803124805,28486.913520018443,16261.9077300189
59269,738072.7265250435,28486.913520018443,24117.649803124805,28486.913520018443,16261.9077300189
59376,738077.0874358434,26891.918639532556,26891.918639532556,15461.387476173972,17668.26045688416
59453,738080.6411796574,28287.068628413308,26672.76678441803,19007.288246940036,22159.213321862862
59457,738080.7658731136,26720.81762017838,26489.99898179428,26720.81762017838,26489.99898179428
59461,738081.1354991234,26720.81762017838,26489.99898179428,26720.81762017838,26489.99898179428
59634,738087.8658280248,32092.908955748495,32092.908955748495,32092.908955748495,23760.569032103278
59692,738090.9835380693,28396.740373652025,29432.842124557472,26158.424114875757,21590.265101959572
59761,738093.0033774951,37495.70782713842,32963.12169647138,37495.70782713842,32963.12169647138
59774,738093.547527751,37549.749477293895,32321.2136029087,37549.749477293895,32321.2136029087
59805,738095.0092286081,37549.749477293895,32321.2136029087,37549.749477293895,32321.2136029087
59806,738095.0147842501,38675.529871372535,32515.59601748533,27622.431175179576,29069.947073094754
59827,738096.0974359162,38675.529871372535,32515.59601748533,27622.431175179576,29069.947073094754
59911,738099.9238552253,37411.074656490586,38796.00413691034,37411.074656490586,38796.00413691034
59918,738100.1057859795,37411.074656490586,38796.00413691034,37411.074656490586,38796.00413691034
59935,738100.9296497857,37411.074656490586,38796.00413691034,37411.074656490586,38796.00413691034
59966,738102.2965459259,37411.074656490586,38796.00413691034,37411.074656490586,38796.00413691034
59972,738102.3745313383,40761.31493374122,40761.31493374122,40761.31493374122,28752.5442575262
60037,738104.0453863057,40761.31493374122,40761.31493374122,40761.31493374122,28752.5442575262
60038,738104.107054022,36750.047950284505,38551.91836866896,36750.047950284505,34215.29567496661
60079,738105.7176208086,36657.42361126211,36657.42361126211,36657.42361126211,30529.393904679815
60080,738105.7206083998,35771.18958688518,35771.18958688518,35771.18958688518,30110.139349344303
60094,738106.381919339,35155.07127138691,34329.7096619139,35155.07127138691,29107.58595818123
60159,738106.7115143612,35155.07127138691,34329.7096619139,35155.07127138691,29107.58595818123
60259,738108.6497745854,37515.73453026137,37515.73453026137,37515.73453026137,28867.19199417244
60287,738109.0049383069,37515.73453026137,37515.73453026137,37515.73453026137,28867.19199417244
60308,738109.6834821642,35101.98643519211,38639.41810907502,29060.21587264786,30724.889857991777
60309,738109.686480877,35101.98643519211,38639.41810907502,29060.21587264786,30724.889857991777
60313,738109.7709349114,37783.70609142335,33326.39842326601,37783.70609142335,29245.114309850658
60315,738109.8919716999,36538.050344928575,34039.532894049815,36316.61870438868,30205.89268977847
60378,738111.59287096,36251.11738583629,32220.1574702531,34441.714019521816,32220.1574702531
60450,738114.0060286473,36251.11738583629,32220.1574702531,34441.714019521816,32220.1574702531
60462,738114.3912765179,31997.249042402324,36747.98224891103,31997.249042402324,34938.57888259656
60504,738116.4067347059,37786.37333803281,31324.24709434762,33778.97890237862,26896.75938970419
60514,738116.9410024236,37786.37333803281,31324.24709434762,33778.97890237862,26896.75938970419
60532,738117.9144318488,37786.37333803281,31324.24709434762,33778.97890237862,26896.75938970419
60541,738118.1295110664,37786.37333803281,31324.24709434762,33778.97890237862,26896.75938970419
60567,738119.1110519913,31767.20180865311,31511.737060195577,33385.19591788581,33810.44885450639
60646,738122.0703299601,31158.841498460897,31158.841498460897,36312.757825812616,32194.79437430511
60833,738130.7669997038,29148.05947063838,26452.1491469759,32067.578004574334,28925.359539254092
60850,738131.4021736094,30676.76074280428,29250.81313327167,30145.913444098256,29670.004109511152
60878,738132.3437049035,25001.586917750006,25025.774836288678,29307.03025192821,29591.099818695766
60888,738132.5958609651,22180.41831821063,25045.899126071996,28137.81384557114,28421.883412338702
60897,738133.0964106577,25555.870169307487,25555.870169307487,35806.571975540544,23713.50022355608
60898,738133.123808355,22742.34830473038,22742.34830473038,35275.73261389362,23420.145685766547
60940,738133.7202109556,22156.051415574246,21606.72483750448,26518.909295318696,21510.174943759317
60945,738134.1963495996,22156.051415574246,21606.72483750448,26518.909295318696,21510.174943759317
60950,738134.3862784691,24005.73115733969,24665.59668587189,30273.446993727157,22537.06764751301
60971,738135.1658983617,19251.79965162226,19924.431515554876,18895.36810964821,21760.848917509575
60972,738135.168084717,24541.772935095807,21637.507467659274,28641.330755444073,21663.7168112647
61187,738144.9172307883,25217.13150246581,23051.99762803147,27171.85736247134,24737.10487948409
61194,738145.205566232,25214.06092460606,22192.705848227575,25585.125356335022,21549.205586603006
61249,738147.9811290419,21247.93013769565,24436.98502339304,21247.93013769565,22688.025611942256
61292,738150.811248841,24862.355882820124,24862.355882820124,20178.823316013553,19253.287095766387
61298,738150.9894062865,24360.6795126937,24360.6795126937,17417.370242033954,19350.911790924598
61300,738151.0640328442,24360.6795126937,24360.6795126937,17417.370242033954,19350.911790924598
61320,738151.8531493916,23859.24812765434,23859.24812765434,21762.896622351134,25701.170566555695
61375,738153.6226869953,23649.19645728184,23649.19645728184,20297.190601052753,20004.068672617388
61484,738160.5957819797,27425.654985097113,27425.654985097113,27425.654985097113,27425.654985097113
61556,738163.7517128048,24738.80205557712,24738.80205557712,23198.316304352375,24738.80205557712
61595,738165.912078272,24875.165497875492,24875.165497875492,23786.04163490531,24319.56762384079
61597,738165.9798395896,22973.030088375563,22739.095975810767,22973.030088375563,22739.095975810767
61659,738169.1712282114,28898.49835943838,28246.523121274084,23300.038489615654,24628.033129325027
61702,738171.9495042288,28508.064345130617,29329.04376718925,28508.064345130617,22912.71346965721
61705,738172.235132188,28791.049113520243,28807.518298793228,23402.215276213225,23796.40898497131
61707,738172.2607519688,29054.08924282735,28708.344577734377,23699.295191067824,26774.765934606832
61728,738173.0092832193,29054.08924282735,28708.344577734377,23699.295191067824,26774.765934606832
61729,738173.0121783403,29054.08924282735,28708.344577734377,23699.295191067824,26774.765934606832
61746,738173.820364313,27242.653197227195,31007.721645940175,21914.893838285498,23041.773387648183
61761,738175.4478193186,27221.31249559683,29848.464667121058,20484.877766459293,21959.82372509912
61822,738178.3636300889,28178.95510491314,30248.233249246026,23358.70351130741,23771.706342125093
61839,738179.7488550274,30018.87593033693,30024.728829240008,30018.87593033693,23625.50923838912
61853,738180.0658619525,26466.90732269541,28378.66272166264,18531.422891405604,24276.519800118313
61876,738181.3867075437,27345.79801568293,28816.333704205084,22686.460396009916,23625.099670187643
61903,738182.567400451,30397.192796013398,30397.192796013398,30397.192796013398,30397.192796013398
61904,738182.5691709525,28831.958858553364,28831.958858553364,28831.958858553364,28831.958858553364
61906,738182.6309425057,28810.16674301588,26010.39436057217,28810.16674301588,26010.39436057217
61918,738183.1884573074,28298.89825597735,29350.166800099112,28298.89825597735,29371.088504822837
61950,738184.4855736861,26685.00704216995,30581.971127064666,26685.00704216995,29573.77477274982
61985,738186.0073855858,26685.00704216995,30581.971127064666,26685.00704216995,29573.77477274982
61989,738186.0874774957,27167.059825724493,27167.059825724493,27167.059825724493,27167.059825724493
62014,738186.8954580321,26656.065278826543,26230.249286982504,26968.328981039187,27407.403799595442
62032,738187.6149373646,26656.065278826543,26230.249286982504,26968.328981039187,27407.403799595442
62033,738187.8752183381,26656.065278826543,26230.249286982504,26968.328981039187,27407.403799595442
62048,738188.6315677776,26656.065278826543,26230.249286982504,26968.328981039187,27407.403799595442
62131,738193.1092458803,26656.065278826543,26230.249286982504,26968.328981039187,27407.403799595442
62180,738195.108989137,27731.296395394515,29447.901882638267,28719.482829685196,29447.901882638267
62184,738195.4701023166,29343.04876102352,29343.04876102352,29343.04876102352,28774.308798482416
62192,738195.9476142806,23907.733205867127,27298.658691532484,25157.136980377243,27363.30076781514
62194,738196.0642128661,23907.733205867127,27298.658691532484,25157.136980377243,27363.30076781514
62238,738197.8757964774,26646.48936657104,27737.966163054254,26069.24202135151,28295.36205327718
62290,738199.604266899,26646.48936657104,27737.966163054254,26069.24202135151,28295.36205327718
62298,738199.9633839038,29565.330910752356,26426.955925587932,23650.433162736892,26118.367429711718
62326,738200.8864395507,25790.031315030716,26308.476433456966,24517.88419745033,25348.42439008839
62349,738201.3180961935,25790.031315030716,26308.476433456966,24517.88419745033,25348.42439008839
62413,738203.2620055642,25790.031315030716,26308.476433456966,24517.88419745033,25348.42439008839
62443,738204.0894031439,29084.550323154483,25257.734672338847,23027.682555501862,25079.42960351349
62468,738204.9439517894,29084.550323154483,25257.734672338847,23027.682555501862,25079.42960351349
62477,738205.1952468099,28446.15670023674,25398.84657607857,23413.76425019294,24587.13976070105
62496,738205.9148110584,33158.94735784319,32551.35159727281,33158.94735784319,32551.35159727281
