Index,Time[d.s],logKs_T(15)_S(17)_EvLim(20),logKs_T(15)_S(33)_EvLim(20),logKs_T(30)_S(17)_EvLim(20),logKs_T(30)_S(33)_EvLim(20)
1430,736746.0620077248,4.144420090969105,4.282619950450739,4.387275631353917,4.283876789307352
1431,736746.0672211448,4.140739091215607,4.302389411141692,3.839709095551625,4.395600588928235
1434,736746.1426296578,4.140739091215607,4.302389411141692,3.839709095551625,4.395600588928235
1454,736746.820714994,4.277283586600326,4.133958513612231,4.330908981704222,4.040277540638673
1512,736748.8760335962,4.277283586600326,4.133958513612231,4.330908981704222,4.040277540638673
1517,736749.0544919606,4.406803063849449,4.3079284403614295,4.350713939566884,4.002582685790087
1520,736749.096416601,4.135424915309062,4.135562919959571,4.402043437051802,4.237361994717454
1528,736749.3404934036,4.137625216578348,4.328089777997813,3.8365952209143663,4.082397563841036
1529,736749.3444576167,4.823890798658045,4.865346498161374,4.522860802994064,4.5815082816849
1530,736749.3480963397,4.820154196557779,4.875253017652886,4.637276491590848,4.56820014184178
1537,736749.5778034584,4.817274197005467,4.885678896565889,4.516244201341486,4.563224067975142
1539,736749.6147821718,4.817442344676421,4.89106088841881,4.51641234901244,4.571345406747921
1540,736749.776622114,4.295801926839422,4.280663149822434,4.001417781168237,4.038770343618058
1586,736752.337293991,4.819143851765705,4.867079632604756,4.518113856101723,4.5927803762377595
1593,736752.5502128828,4.282788612249144,4.306378573708558,4.2545091409495654,4.032953666183747
1600,736752.8121224252,4.570509428758121,4.635629127056131,4.456511920520164,4.353820633379925
1601,736752.813405917,4.569792370031582,4.636499249582097,4.455519021150183,4.357234371403054
1605,736753.0479006169,4.319924249882684,4.97401267884998,4.026921783148725,4.714469492586933
1635,736754.3789322505,4.881647574898241,4.85763661146,4.605803046558016,4.60220469959568
1663,736755.8856405263,4.341154473815389,4.981436767254614,4.0455427584979855,4.72332598903907
1670,736756.1553249018,4.340300260194595,4.988454784977031,4.054183797477893,4.724257841922003
1675,736756.2172598612,4.340300260194595,4.988454784977031,4.054183797477893,4.724257841922003
1680,736756.3011942953,4.191382997768562,4.605960479957416,4.248299575277619,4.3988207616731705
1704,736757.8925674387,4.228557699042704,4.989476267672633,4.091784808425436,4.726431271304028
1705,736757.9420193671,4.228557699042704,4.989476267672633,4.091784808425436,4.726431271304028
1719,736758.5330760543,4.978606201135322,4.547160222536208,4.677576205471341,4.2807231132754335
1723,736758.7180191244,4.336238426874587,5.012643578952446,4.180077986073467,4.74737957780758
1725,736758.741266698,4.336238426874587,5.012643578952446,4.180077986073467,4.74737957780758
1729,736758.8903669409,4.978258051386664,4.5486977581521755,4.677228055722683,4.277264836751359
1760,736759.7689335758,4.970479999641152,4.8231207226601205,4.669450003977171,4.53064702350323
1804,736760.8841354011,4.962592420340332,4.487522479797217,4.272440962094263,4.200569315706875
1871,736763.4966825705,4.611402567091329,4.581397055405818,4.007041915498142,4.2767681034635485
1877,736763.7426277266,4.608012199057548,4.319665029756763,3.8637399259535434,3.910429341307791
1892,736764.4615040696,4.8300962002225205,4.89380095035069,4.521859559392808,4.651657743271581
1900,736764.8265019119,4.8300962002225205,4.89380095035069,4.521859559392808,4.651657743271581
1929,736765.9938140605,4.613899036736158,4.971688749568476,3.9512223543190004,4.297932022196635
1966,736767.1859252846,4.624525617237807,4.977895393476441,4.323495621573826,3.842524884395457
2008,736769.1139677181,4.596372646269526,4.612941532146794,4.6616303993331565,4.382783156006625
2072,736771.8676389836,4.728936429846735,4.706445801671828,4.724908074261184,4.3707396688930515
2095,736772.6148999507,4.729734776264854,4.7475170538229134,4.725422774048241,4.448543215441137
2096,736772.6196020863,4.729734776264854,4.7475170538229134,4.725422774048241,4.448543215441137
2102,736773.0629928993,4.622732658724865,4.949102680993196,4.321702663060884,3.8245045993627236
2103,736773.1230880957,4.970847618274433,4.605622354536363,4.033594250594837,4.705957116924633
2142,736774.9409691931,4.970847618274433,4.605622354536363,4.033594250594837,4.705957116924633
2149,736775.231653162,4.624631161256026,4.285090078160591,4.3046589554060395,4.597865061649133
2194,736776.9171069425,4.619540502509118,4.618914952069594,4.016572383070565,4.591637655024221
2213,736777.9383165571,4.487834097907208,4.244922851316602,4.024782981134087,4.713134247335644
2214,736777.9569947177,4.487834097907208,4.244922851316602,4.024782981134087,4.713134247335644
2226,736778.9083191054,4.4888831141494405,4.2145843776095,4.681491907427735,4.383785214397071
2264,736779.9622654979,4.4888831141494405,4.2145843776095,4.681491907427735,4.383785214397071
2276,736780.4052408708,4.491847369713216,4.247639053320344,4.6893645052218105,4.315921769554428
2279,736780.4851198059,4.506070744841669,4.501012153133628,4.694689169103285,4.298130015202815
2293,736781.1394401732,4.623196432453694,4.236927305221121,4.304499016542024,4.316927636157382
2308,736781.5629076044,4.457434652804925,4.317049694323831,4.684267837971526,4.660553889870094
2359,736784.1416613744,4.457434652804925,4.317049694323831,4.684267837971526,4.660553889870094
2386,736785.2635115742,4.457434652804925,4.317049694323831,4.684267837971526,4.660553889870094
2387,736785.2650416065,4.457434652804925,4.317049694323831,4.684267837971526,4.660553889870094
2389,736785.2723883479,4.457434652804925,4.317049694323831,4.684267837971526,4.660553889870094
2397,736785.660641164,4.457434652804925,4.317049694323831,4.684267837971526,4.660553889870094
2399,736785.784680458,4.457434652804925,4.317049694323831,4.684267837971526,4.660553889870094
2401,736785.8778224883,4.457434652804925,4.317049694323831,4.684267837971526,4.660553889870094
2491,736789.758888465,4.457434652804925,4.317049694323831,4.684267837971526,4.660553889870094
2494,736789.8308053411,4.456878853758157,4.456878853758157,4.31540794222151,4.23411996527982
2496,736789.9108525867,4.456878853758157,4.456878853758157,4.31540794222151,4.23411996527982
2516,736790.4572197654,4.450866593860069,4.458944673645112,4.208130762359105,3.9761906655119668
2525,736790.880593327,4.450866593860069,4.458944673645112,4.208130762359105,3.9761906655119668
2653,736795.7634432189,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2772,736796.8591857594,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2814,736797.418011555,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2883,736799.1707974476,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2904,736799.7362738324,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2906,736799.744627032,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2907,736799.7453510765,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2908,736799.7459379926,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2910,736799.7481007886,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2912,736799.7530436021,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2913,736799.7535368212,4.475573203538457,4.477501924905748,4.245120333849191,4.225682322242667
2947,736801.0700048455,4.486336978475798,4.474446164882445,4.2370506192071105,4.242702550616593
2949,736801.1511413852,4.486336978475798,4.474446164882445,4.2370506192071105,4.242702550616593
2989,736802.4299311154,4.48124397739591,4.48124397739591,4.180213981731929,4.200065653070027
3005,736803.1751668935,4.513147568766347,4.513147568766347,4.212117573102366,4.198172014595935
3006,736803.2659663088,4.513147568766347,4.513147568766347,4.212117573102366,4.198172014595935
3076,736806.2496210369,4.513147568766347,4.513147568766347,4.212117573102366,4.198172014595935
3612,736811.1238992646,4.513147568766347,4.513147568766347,4.212117573102366,4.198172014595935
3659,736811.5777758555,4.513147568766347,4.513147568766347,4.212117573102366,4.198172014595935
3769,736813.0912988893,4.513147568766347,4.513147568766347,4.212117573102366,4.198172014595935
3778,736813.2157514676,4.513147568766347,4.513147568766347,4.212117573102366,4.198172014595935
4025,736817.8818554026,4.486795992019421,4.486795992019421,4.200445344687714,4.200445344687714
4082,736819.3272730346,4.483015131466719,4.483015131466719,4.151694785569327,4.141559509329855
4092,736819.6126469916,4.483015131466719,4.483015131466719,4.151694785569327,4.141559509329855
4095,736819.6312271084,4.483015131466719,4.483015131466719,4.151694785569327,4.141559509329855
4101,736819.881221302,4.218171794933904,4.218171794933904,3.9171417992699236,4.163131659340923
4133,736820.7617043257,4.220721393708937,4.220721393708937,3.9196913980449555,4.147842599522082
4157,736821.8925490396,4.22436313809474,4.215482528884066,4.16784640769392,4.184191526654442
4186,736822.5470007921,4.22436313809474,4.215482528884066,4.16784640769392,4.184191526654442
4195,736822.8369438696,4.22436313809474,4.215482528884066,4.16784640769392,4.184191526654442
4200,736822.9436173924,4.22436313809474,4.215482528884066,4.16784640769392,4.184191526654442
4318,736825.3397470207,4.2230415154781555,4.2230415154781555,3.9220115198141747,4.148255443080059
4348,736825.8515769177,4.223482771169822,4.2016959845067925,4.182940926937544,4.188837911266267
4350,736825.8671120126,4.223482771169822,4.2016959845067925,4.182940926937544,4.188837911266267
4354,736825.9538504663,4.223482771169822,4.2016959845067925,4.182940926937544,4.188837911266267
4363,736826.1139435326,4.486897117665826,4.200517534670201,4.185867122001845,4.1878336887312
4369,736826.2454962061,4.387836444903194,4.381966402698345,4.086806449239213,4.080936407034364
4395,736826.8362321479,4.236334264672916,4.235942659421306,3.935304269008935,3.9369527598132006
4544,736830.0313164161,4.223014206610009,4.3801372665104426,4.161447410486225,4.081480195839061
4576,736830.8081785135,4.2017043844416175,4.19815462800341,3.900674388777636,3.896597722304325
4860,736838.8269817987,4.2017043844416175,4.19815462800341,3.900674388777636,3.896597722304325
4894,736839.9850027009,4.2017043844416175,4.19815462800341,3.900674388777636,3.896597722304325
4898,736840.0964485278,4.21152113390182,4.2020324506694,3.910491138237838,3.9135442555485174
4941,736841.7220836063,4.21152113390182,4.2020324506694,3.910491138237838,3.9135442555485174
5011,736843.7144555199,4.21152113390182,4.2020324506694,3.910491138237838,3.9135442555485174
5094,736845.8023805865,4.336950680918353,4.336950680918353,3.9115044508135814,4.060880102716146
5115,736846.3914312493,4.345026672028447,4.342107175801304,3.9212968174545275,3.8983659779658812
5152,736847.2028023215,4.335304682258498,4.3205029580552,3.9162258083282335,4.075057816853428
5200,736848.430508306,4.335304682258498,4.3205029580552,3.9162258083282335,4.075057816853428
5237,736849.8240146696,4.335304682258498,4.3205029580552,3.9162258083282335,4.075057816853428
5238,736849.8248445435,4.290483570523464,4.290483570523464,3.9361117517478954,3.911267932462972
5239,736849.8636655475,4.290483570523464,4.290483570523464,3.9361117517478954,3.911267932462972
5241,736849.897304794,4.290483570523464,4.290483570523464,3.9361117517478954,3.911267932462972
5242,736849.9006765365,4.270319861504429,4.270319861504429,3.9227095149088527,3.9239346675527673
5243,736849.9018800388,4.270319861504429,4.270319861504429,3.9227095149088527,3.9239346675527673
5276,736850.5949023024,4.288070053794866,4.288070053794866,3.987040058130885,3.944268705240597
5281,736850.7381469153,4.239686463764947,4.239686463764947,3.938656468100966,3.938656468100966
5296,736851.8552522883,4.289371543102547,4.289371543102547,4.100968832376333,4.10819617541259
5295,736851.8552581115,4.349067206552841,4.381080102843548,4.142147647340402,4.142803913062087
5304,736852.0141781771,4.349067206552841,4.381080102843548,4.142147647340402,4.142803913062087
5309,736852.334773336,5.314900672543007,5.321143910988739,5.022080493220519,5.022811124963102
5310,736852.3617588381,5.314900672543007,5.321143910988739,5.022080493220519,5.022811124963102
5335,736853.1133746039,5.314900672543007,5.321143910988739,5.022080493220519,5.022811124963102
5353,736853.5624709704,5.314900672543007,5.321143910988739,5.022080493220519,5.022811124963102
5361,736853.716687638,5.314900672543007,5.321143910988739,5.022080493220519,5.022811124963102
5362,736853.7259084295,5.314900672543007,5.321143910988739,5.022080493220519,5.022811124963102
5365,736853.8683231621,5.314900672543007,5.321143910988739,5.022080493220519,5.022811124963102
5377,736854.4117472345,5.314900672543007,5.321143910988739,5.022080493220519,5.022811124963102
5383,736854.7679201605,5.314353051940209,5.324075661344927,4.0646854423317835,5.0185125874716725
5391,736855.2525330675,5.12831735765278,5.124280821590252,4.813245983908865,4.810084420343545
5427,736856.499051587,4.252922205012459,4.252815121986368,3.9518922093484785,4.061650523788922
5478,736858.5766326222,4.252922205012459,4.252815121986368,3.9518922093484785,4.061650523788922
5486,736859.0125266548,4.32857146088207,5.513205072424083,4.080117294059559,5.214668250419277
5538,736860.7974789707,4.32857146088207,5.513205072424083,4.080117294059559,5.214668250419277
5549,736861.2344277094,4.32857146088207,5.513205072424083,4.080117294059559,5.214668250419277
5646,736864.5068876889,5.5022699255320555,4.25200185446724,5.201239929868074,3.9509718588032583
5694,736865.5748503775,5.486854888509398,5.12507671806839,4.01680123651935,4.8230694282317765
5823,736868.9608702582,5.486854888509398,5.12507671806839,4.01680123651935,4.8230694282317765
5913,736871.5227477485,5.486143346100639,5.486143346100639,3.968652941299266,3.930957233167607
5943,736872.671296879,5.488286658524111,5.490641743621022,5.017099602141548,5.020075816091736
5993,736875.0151571633,5.495021123824309,5.495021123824309,4.0624136958356525,4.115919711135904
6049,736878.1171477019,5.491935705991746,5.500192687593255,5.1909057103277645,5.02586747679126
6080,736878.6587907488,5.494976110870114,5.487502458624564,3.9680632818821167,3.9471904219758884
6102,736879.6388932064,5.494976110870114,5.487502458624564,3.9680632818821167,3.9471904219758884
6116,736880.117940676,5.494976110870114,5.487502458624564,3.9680632818821167,3.9471904219758884
6231,736883.9565180864,5.494976110870114,5.487502458624564,3.9680632818821167,3.9471904219758884
6303,736886.905389403,5.501498097258782,5.501498097258782,5.198419249693217,5.203457339762463
6382,736891.66116843,5.499885456298461,5.499885456298461,5.19885546063448,5.201214780391913
6383,736891.6632616991,5.50041281943149,5.50041281943149,5.199382823767508,5.20440922116912
6386,736891.8730438292,5.5000794693843265,5.5000794693843265,5.199049473720345,5.204448529440092
6448,736893.6306074971,5.499366068334679,5.499366068334679,5.189235213739329,5.191217693904145
6458,736894.001773209,5.528357559539327,5.522602676138829,5.221555571356403,5.233283732110587
6459,736894.0080167146,5.528357559539327,5.522602676138829,5.221555571356403,5.233283732110587
6527,736895.7590074835,5.525419532813071,5.525419532813071,5.188939724466734,5.188939724466734
6530,736895.9126100499,5.523530729481644,5.5284619348207364,5.222724047759188,5.225923992436199
6546,736896.5207283454,5.500105701713638,5.524604832671484,5.199075706049657,5.228365791522546
6547,736896.5220888157,5.509291545824752,5.190289673117547,5.2082615501607705,5.2360886479611715
6574,736897.5384653956,5.509291545824752,5.190289673117547,5.2082615501607705,5.2360886479611715
6577,736897.7356935954,5.526190657912137,5.5250207528883575,5.190989406141322,5.232053078424695
6708,736904.6500548259,5.54421009313038,4.758894796221759,5.247179810331253,4.934736093822848
6719,736905.3502435408,5.54421009313038,4.758894796221759,5.247179810331253,4.934736093822848
6765,736907.3879280741,5.5250400634961085,5.219478625343779,5.224010067832127,5.239126404626517
6773,736907.9444805181,5.5250400634961085,5.219478625343779,5.224010067832127,5.239126404626517
6787,736908.8652175264,5.5250400634961085,5.219478625343779,5.224010067832127,5.239126404626517
6799,736909.5300821769,5.221155577270619,4.778658109578075,5.239900706041263,4.473287673992117
6801,736909.9576731521,5.221155577270619,4.778658109578075,5.239900706041263,4.473287673992117
6802,736909.9645505417,5.221155577270619,4.778658109578075,5.239900706041263,4.473287673992117
6818,736910.702349969,4.7947204174217735,4.7727678247212575,5.206176419367044,4.471737829057276
6840,736913.0804206206,4.7947204174217735,4.7727678247212575,5.206176419367044,4.471737829057276
6850,736913.3751927494,4.844842017845431,4.857150806828424,4.54381202218145,5.24085469869386
6854,736913.508277298,4.857421487888151,4.848318182161587,4.5563914922241695,4.547288186497606
6857,736913.5558628433,4.826583052226103,4.826583052226103,4.355874734509822,4.884732175628139
6945,736919.0117913424,4.826583052226103,4.826583052226103,4.355874734509822,4.884732175628139
7014,736921.8390458352,4.796471733698114,4.796471733698114,5.203589297426821,4.881343016952315
7019,736922.0236717669,4.796471733698114,4.796471733698114,5.203589297426821,4.881343016952315
7025,736922.2350012854,4.796471733698114,4.796471733698114,5.203589297426821,4.881343016952315
7041,736922.593787368,4.8368444494697584,4.804237562457478,4.535814453805778,4.467404684573395
7069,736923.3568015319,4.856258437980494,4.846957604411504,4.546274212292359,4.4201431740766255
7078,736923.5928814624,4.800656997920027,4.762078347365369,4.477306265056101,4.461048351701388
7091,736924.1228159587,4.815735438653718,4.821437959627348,4.514705442989737,4.420876467675852
7199,736925.9070853634,4.815735438653718,4.821437959627348,4.514705442989737,4.420876467675852
7409,736928.1421171317,4.815735438653718,4.821437959627348,4.514705442989737,4.420876467675852
7411,736928.1613015026,4.8242795538181396,4.8161517831459015,4.480276773369105,4.481216293341886
7412,736928.2056343456,4.8242795538181396,4.8161517831459015,4.480276773369105,4.481216293341886
7423,736928.7891528399,4.8159820697944165,4.8159820697944165,4.468796640265347,4.500628996079171
7480,736930.1713705354,4.810570757046657,4.810570757046657,4.5095407613826755,4.428838328090362
7504,736930.8717007448,4.810570757046657,4.810570757046657,4.5095407613826755,4.428838328090362
7547,736932.1115346509,4.810570757046657,4.810570757046657,4.5095407613826755,4.428838328090362
7558,736932.66021259,4.761776445119484,4.876507274542849,4.534111546306203,4.512704122107034
7562,736932.7444309421,4.767908969141955,4.888914165230886,4.466878973477974,4.535790572746298
7575,736932.8603806335,4.814857594284327,4.811350337297927,4.476593298361602,4.501360003024545
7578,736932.9522906431,4.818172049165038,4.770279250395956,4.43422519159867,4.4852546490311385
7605,736934.0608856382,4.818172049165038,4.770279250395956,4.43422519159867,4.4852546490311385
7668,736936.1428895305,4.728681829269823,4.817378449480994,4.427651833605842,4.544100094377979
7690,736936.4364977571,4.811681860031688,4.6701586987696295,4.402928321130036,4.484937057298877
7693,736936.5706995276,4.811681860031688,4.6701586987696295,4.402928321130036,4.484937057298877
7762,736938.5437245552,4.727553627288098,4.743384296569779,4.548249733123682,4.460299773299294
7809,736941.0349220616,4.773365825385411,4.773365825385411,4.588498919013524,4.590329106651523
7858,736942.1477656581,4.773365825385411,4.773365825385411,4.588498919013524,4.590329106651523
7877,736942.5847229777,4.773365825385411,4.773365825385411,4.588498919013524,4.590329106651523
7885,736943.0208834152,4.559532089233717,4.74104741164113,4.258502093569736,4.440017415977149
7937,736944.6632398121,4.605893069268735,4.588537999952135,4.520662439852085,4.357488782713953
7942,736944.9064994955,4.605893069268735,4.588537999952135,4.520662439852085,4.357488782713953
7945,736945.12201516,4.601484029551399,4.585712396158004,4.350208981166176,4.3146783781661835
8017,736948.3029130786,4.601484029551399,4.585712396158004,4.350208981166176,4.3146783781661835
8052,736950.0047377901,4.899973001589376,4.899973001589376,4.785231064370535,4.71282380908107
8054,736950.0109775739,4.600624453492249,4.612850976079364,4.332194890222834,4.3578588697060185
8081,736950.5148803302,4.586400511365011,4.428706053504115,4.3809282067972415,4.480925754766574
8126,736952.2959784113,4.930811362291561,4.905077902846882,4.629781366627579,4.716689875309848
8145,736952.8462833177,4.445882415386579,4.921353691438364,4.312365318016797,4.681556503648345
8182,736954.3404016211,4.899161851537562,4.913358935618094,4.67429280921149,4.626566315107588
8196,736954.6959207894,4.891822306905452,4.9167449870020805,4.673033848039762,4.623291497100997
8221,736955.9453817296,4.405801613627734,4.405801613627734,4.286320860047558,4.365595261697922
8244,736956.8104740977,4.43223743088041,4.4160023663689785,4.196102549792409,3.8958391799213445
8258,736957.2961945086,4.4413695221241225,4.427070465605336,4.21437102624219,3.88134931931329
8341,736960.6342143664,4.915011739332286,4.9140130261220065,4.1347474751588615,4.613682841353118
8348,736960.9238714436,4.915011739332286,4.9140130261220065,4.1347474751588615,4.613682841353118
8350,736960.9791398305,4.915011739332286,4.9140130261220065,4.1347474751588615,4.613682841353118
8426,736962.5898665525,4.9342648614535465,4.90687716814735,4.633234865789565,4.605847172483369
8548,736966.2657435605,4.9342648614535465,4.90687716814735,4.633234865789565,4.605847172483369
8571,736967.0172678061,4.9342648614535465,4.90687716814735,4.633234865789565,4.605847172483369
8589,736967.751925373,4.9342648614535465,4.90687716814735,4.633234865789565,4.605847172483369
8740,736970.0065470936,4.9342648614535465,4.90687716814735,4.633234865789565,4.605847172483369
8754,736970.1105939114,4.865080563208718,4.865080563208718,4.591026525699517,4.622871037616865
8788,736970.41421259,4.865080563208718,4.865080563208718,4.591026525699517,4.622871037616865
8789,736970.4226458335,4.860603415593683,4.857956377990249,4.136161420408407,4.138070499191817
8836,736971.2066139679,4.864767817920153,4.859361676466043,4.58838879582504,4.5484139655730464
8875,736971.8932685002,4.864767817920153,4.859361676466043,4.58838879582504,4.5484139655730464
8899,736972.412382014,4.864767817920153,4.859361676466043,4.58838879582504,4.5484139655730464
8911,736972.6370488394,4.86532524299066,4.864394630720735,4.564295247326679,4.067020712818004
8912,736972.6375302022,4.86053791652566,4.86053791652566,4.559507920861678,4.06484743882653
8925,736973.1253394019,4.875248190584685,4.875248190584685,4.635232190767813,4.635232190767813
8933,736973.4635538998,4.875248190584685,4.875248190584685,4.635232190767813,4.635232190767813
8934,736973.4695479622,4.875248190584685,4.875248190584685,4.635232190767813,4.635232190767813
8955,736973.9910661146,4.860763751137882,4.856059093129267,4.143485600563342,4.542450844896894
8964,736974.2839578395,4.864986671724149,4.8643578569755155,4.588857393392773,4.55498825971353
8987,736974.8862689319,4.864986671724149,4.8643578569755155,4.588857393392773,4.55498825971353
9046,736976.1574088108,4.327410892005204,4.327410892005204,4.026380896341223,4.626556722266539
9168,736978.7663721207,4.979457140993042,4.985259505225266,4.678427145329061,4.6693261791925575
9182,736979.658156459,4.873646382755056,4.872309447325394,4.62572121526269,4.548159638181628
9187,736979.86484603,4.978315242443223,4.642386152112491,4.6756258754554505,4.695371764879854
9193,736980.1012685031,4.9825903570520795,4.601500079778337,4.673209261900385,4.695953753808553
9242,736981.6835195122,4.9825903570520795,4.601500079778337,4.673209261900385,4.695953753808553
9294,736982.8489845303,4.9825903570520795,4.601500079778337,4.673209261900385,4.695953753808553
9303,736982.9957563272,4.2478353873738515,4.877409210293239,3.94680539170987,4.572697160801935
9363,736984.8673198418,4.2478353873738515,4.877409210293239,3.94680539170987,4.572697160801935
9392,736986.3837680295,4.2478353873738515,4.877409210293239,3.94680539170987,4.572697160801935
9400,736986.4979899334,4.28133785020459,4.553438400617197,4.555494930550681,4.298548936072689
9405,736986.5879244673,4.539554898754865,4.570240723057194,4.676850698683036,4.250410035174837
9451,736987.8185696682,4.5490571813953435,4.541831547988798,4.678485000824019,4.278675797744653
9482,736988.8842450465,4.5490571813953435,4.541831547988798,4.678485000824019,4.278675797744653
9483,736988.8868029857,4.151863945587519,4.579531078355062,4.5616938490796555,4.241290013788661
9484,736988.8916162625,4.151863945587519,4.579531078355062,4.5616938490796555,4.241290013788661
9485,736988.8980814584,4.151863945587519,4.579531078355062,4.5616938490796555,4.241290013788661
9521,736990.1341952087,4.607030800664107,4.6044797468764,4.306000805000126,3.805835428454662
9534,736990.4720965339,4.638387326207524,4.636216573487545,3.985284192973207,3.91968537575639
9542,736990.8059022693,4.634874912630411,4.632652338361623,4.33384491696643,3.9556679493830194
9569,736992.2790432805,4.634874912630411,4.632652338361623,4.33384491696643,3.9556679493830194
9582,736993.1594325472,4.596455639643546,4.600852926151985,3.922219890870871,4.577519094251847
9591,736993.8129410145,4.611382906823973,4.6056430691904975,3.914774287168232,4.0325282542536405
9602,736994.3482343022,4.571615022819522,4.638580191589866,4.569442178225725,3.9482692067115486
9633,736995.515507049,4.58804754393421,4.5938336951155785,4.307268667573804,4.258128738961144
9637,736995.6021467294,4.58804754393421,4.5938336951155785,4.307268667573804,4.258128738961144
9642,736995.8744426988,4.743671734047769,4.740528865925629,4.626882166515396,4.198049743830925
9646,736996.0293799578,4.743671734047769,4.740528865925629,4.626882166515396,4.198049743830925
9668,736996.5215816841,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
9700,736997.2158498481,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
9794,736999.9104303173,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
9897,737002.9905232812,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
9899,737002.99896987,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
9907,737003.0986855294,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
10034,737007.2574225854,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
10051,737007.7492307681,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
10053,737007.8082436123,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
10081,737008.5826254747,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
10100,737009.3396402573,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
10110,737009.5695132432,4.638754708473066,4.73489387357882,4.01544998942788,4.149388578844292
10167,737012.0585946633,4.745074401437255,4.745074401437255,4.281190138168531,4.283290863707707
10177,737012.4424060729,4.7273201789848,4.7273201789848,4.392669821935166,4.42987628488527
10186,737013.0466165999,4.4767706412314245,4.724104204309572,4.175740645567443,4.267179324116403
10187,737013.2112979315,5.037752006233466,5.037752006233466,4.8034080152347,4.823368398813038
10189,737013.336869225,5.0345354162731,5.0345354162731,4.80289738510668,4.821502024050833
10191,737013.3726677924,5.033069235757698,5.033069235757698,4.802970305059405,4.819639763475346
10193,737013.3928906093,5.049297369471205,5.049297369471205,4.815533803512373,4.832956689066787
10194,737013.4036319586,5.049297369471205,5.049297369471205,4.815533803512373,4.832956689066787
10195,737013.4087289849,5.069833707725592,5.069833707725592,4.839554339959662,4.844959358527888
10198,737013.5521895352,5.071113742742884,5.071113742742884,4.840081392874882,4.772008828118891
10199,737013.598983059,5.071539056169006,5.071539056169006,4.8388084680535,4.770537173053936
10200,737013.604165442,5.067459540362769,5.067185041013836,4.355200281644313,4.764108302094342
10202,737013.6755874564,5.067459540362769,5.067185041013836,4.355200281644313,4.764108302094342
10209,737013.8631689118,5.067459540362769,5.067185041013836,4.355200281644313,4.764108302094342
10229,737014.540670835,5.067459540362769,5.067185041013836,4.355200281644313,4.764108302094342
10231,737014.6704916754,5.065396755234994,5.074378479641792,4.299167184070443,4.72553967053254
10236,737014.8486763018,5.065396755234994,5.074378479641792,4.299167184070443,4.72553967053254
10237,737015.099724363,5.061369606220733,5.077941418508154,4.760339610556752,4.764330164504115
10240,737015.2866873223,5.061369606220733,5.077941418508154,4.760339610556752,4.764330164504115
10268,737016.1694962257,5.061369606220733,5.077941418508154,4.760339610556752,4.764330164504115
10273,737016.3254574301,5.061369606220733,5.077941418508154,4.760339610556752,4.764330164504115
10279,737016.7939281112,5.070000429990956,5.06128377127868,4.752263041512424,4.771878787803971
10281,737016.8036304523,5.052250401661892,5.0789153751470115,4.751220405997911,4.75803868914211
10283,737016.8501242572,5.052250401661892,5.0789153751470115,4.751220405997911,4.75803868914211
10286,737016.8744384139,5.0568115745428575,5.0646691869077936,4.294241479640834,4.778435772109854
10290,737017.0064843345,5.0568115745428575,5.0646691869077936,4.294241479640834,4.778435772109854
10350,737018.9101604215,5.0568115745428575,5.0646691869077936,4.294241479640834,4.778435772109854
10352,737018.9598718497,5.0568115745428575,5.0646691869077936,4.294241479640834,4.778435772109854
10359,737019.3608348075,5.0568115745428575,5.0646691869077936,4.294241479640834,4.778435772109854
10361,737019.374054987,5.098891478549594,5.082254243485072,4.786130945987353,4.789610447297897
10362,737019.3740752462,5.096087761188296,5.105588619168946,4.505187006315655,4.821634345826202
10411,737021.6351444984,5.2233372723342155,5.233345421356262,4.934950305596416,4.939776187422045
10419,737021.8848963602,5.203398881307178,5.240230634427824,4.906526903966323,4.946407709326054
10429,737022.2452856216,5.2365684979780225,5.242608491564865,4.955116742466708,4.945707218348965
10442,737022.5836810328,5.2365684979780225,5.242608491564865,4.955116742466708,4.945707218348965
10444,737022.7982352487,5.2365684979780225,5.242608491564865,4.955116742466708,4.945707218348965
10454,737023.0751646596,5.2365684979780225,5.242608491564865,4.955116742466708,4.945707218348965
