Index,Time[d.s],logKs_T(15)_S(17)_EvLim(20),logKs_T(15)_S(33)_EvLim(20),logKs_T(30)_S(17)_EvLim(20),logKs_T(30)_S(33)_EvLim(20)
80129,736388.2270279784,4.785932560279357,4.796731176869946,4.484902564615376,4.495701181205964
81754,736392.808184974,4.805063039839723,4.812030372839018,4.533521898801089,4.509376798672229
82889,736396.5206712282,5.0067174551677756,5.0067174551677756,4.722669358804874,4.727113269843396
83382,736399.3214619871,4.7499672896662855,4.24014038665933,4.448937294002304,4.510322571634369
83542,736400.1788471275,4.251361501775388,4.753789918753661,4.528217588266129,4.7359111521357455
84051,736403.9798852889,4.74533982806376,4.747336608092778,4.5231233896199985,4.721918001077626
84206,736405.2172648703,4.74533982806376,4.747336608092778,4.5231233896199985,4.721918001077626
84259,736405.6927815959,4.74533982806376,4.747336608092778,4.5231233896199985,4.721918001077626
84260,736405.6943377539,4.750248821849866,4.735118541439447,4.720963774152422,4.708249335401251
84302,736406.2053082178,4.750248821849866,4.735118541439447,4.720963774152422,4.708249335401251
84342,736406.8073902237,4.220262661844613,4.743059894518799,4.50836960853487,4.46989760645573
84506,736409.4114442819,4.753406584094848,4.755085616473718,4.529367151377573,4.006121752040626
84615,736411.0301297993,4.753406584094848,4.755085616473718,4.529367151377573,4.006121752040626
84616,736411.0358808687,4.753406584094848,4.755085616473718,4.529367151377573,4.006121752040626
84617,736411.0361628748,4.75128808857235,4.735234171040884,4.473373401225622,4.701010809661619
84660,736411.7344468365,4.750053163191587,4.760188387740467,3.96766690707471,4.473124963023972
84744,736413.0346659237,4.750053163191587,4.760188387740467,3.96766690707471,4.473124963023972
84796,736413.8770996481,4.750053163191587,4.760188387740467,3.96766690707471,4.473124963023972
84889,736415.6531676596,4.751138704647621,4.76222121391826,3.8958771729393034,4.463002550766646
84918,736416.0591277172,4.751138704647621,4.76222121391826,3.8958771729393034,4.463002550766646
84966,736416.9249881544,4.749050398504793,4.75581687052581,3.891567271869589,4.461848291355475
85013,736417.5895696637,4.754144794233477,4.758548271529175,3.903040354714062,4.461578576462488
85017,736417.6677688587,4.749188772246861,4.75643057625967,3.9013469119188584,4.459655850478607
85085,736418.8662566455,4.749487875963004,4.749487875963004,4.4484578802990224,4.4484578802990224
85094,736418.980096847,4.744882117971029,4.75954104928429,4.449034942555054,4.456923490944482
85121,736419.5695053007,4.744882117971029,4.75954104928429,4.449034942555054,4.456923490944482
85129,736419.8824112739,4.744882117971029,4.75954104928429,4.449034942555054,4.456923490944482
85162,736420.4753203047,4.743594735164555,4.7476563668484815,3.922863585700125,3.895725217638168
85169,736420.6046937226,4.747205079382427,4.745895640411339,4.446175083718446,4.43914086936011
85222,736421.5890243981,4.747205079382427,4.745895640411339,4.446175083718446,4.43914086936011
85298,736423.5219607478,4.7378232421373845,4.746274824315498,4.438540583316022,4.449145669441924
85395,736425.4954203919,5.365053513109233,5.369417149359099,5.060707184593578,5.064525625939827
85514,736428.8661635749,5.365053513109233,5.369417149359099,5.060707184593578,5.064525625939827
85553,736429.8949614189,4.7464408143942665,4.7464408143942665,4.454803800712121,4.454803800712121
85582,736430.457789359,4.75913052161031,4.767099833411664,4.458228858725458,4.466069837747683
85609,736430.9630623359,4.749711275541829,5.3761240537732915,4.444845904591387,5.070857734407605
85610,736430.9654603208,4.741434073136568,5.3760884537642495,4.452626648723602,5.080732290455109
85617,736431.0194263319,4.741434073136568,5.3760884537642495,4.452626648723602,5.080732290455109
85624,736431.1813445565,5.285797929193499,4.767664560902344,4.440584884520461,4.462318320150615
85758,736433.7673682701,5.286023755501577,5.368001461327308,4.450019259145432,5.070621663024669
85775,736433.9940583762,5.286023755501577,5.368001461327308,4.450019259145432,5.070621663024669
85796,736434.2966482104,5.286023755501577,5.368001461327308,4.450019259145432,5.070621663024669
85856,736435.3743735303,5.367273801845636,5.282340279991379,5.071226190993302,5.073220393874889
85875,736435.8750407825,5.288296320204087,4.265504755024087,4.456972409759101,4.466119752861054
85950,736437.418688408,5.288296320204087,4.265504755024087,4.456972409759101,4.466119752861054
85972,736437.9878239571,5.288296320204087,4.265504755024087,4.456972409759101,4.466119752861054
85999,736438.4781176616,5.288296320204087,4.265504755024087,4.456972409759101,4.466119752861054
86086,736440.1748110827,5.294996123202036,5.290146259085642,4.4793973210430895,4.994605207496073
86140,736441.047356516,5.294996123202036,5.290146259085642,4.4793973210430895,4.994605207496073
86205,736442.7546663126,5.294996123202036,5.290146259085642,4.4793973210430895,4.994605207496073
86310,736445.4466078234,5.288973439711122,5.2871223983550815,4.454041639595371,4.469509327206515
86411,736446.7019615702,5.288973439711122,5.2871223983550815,4.454041639595371,4.469509327206515
86461,736447.4914611196,5.291866079886205,5.291264234330905,4.487826321822019,4.034086357027144
86503,736448.3912684021,5.287663119146033,5.284171668069154,4.982313224615978,4.45344374269703
86505,736448.3931699167,5.289981557399718,5.2883159549883745,4.986045566108742,4.458023871005865
86577,736449.8439159422,5.290901267772234,5.290901267772234,4.02941703166056,4.993197738703389
86587,736450.1064885663,5.290901267772234,5.290901267772234,4.02941703166056,4.993197738703389
86690,736452.1868877016,5.291396747926899,5.29018653842277,4.029856865978131,4.001327873125049
86722,736452.748121311,5.290811867794763,5.290015447447241,4.98483892255196,4.990015778129459
86735,736453.0113888994,5.290811867794763,5.290015447447241,4.98483892255196,4.990015778129459
86737,736453.0416733748,5.290811867794763,5.290015447447241,4.98483892255196,4.990015778129459
86835,736454.6887224431,5.290811867794763,5.290015447447241,4.98483892255196,4.990015778129459
86858,736455.3413526501,5.290811867794763,5.290015447447241,4.98483892255196,4.990015778129459
86872,736455.5298389825,5.2906564546999855,5.2906564546999855,4.989626459036004,4.985829053812236
86903,736456.0070090202,5.2906564546999855,5.2906564546999855,4.989626459036004,4.985829053812236
86936,736456.8171144929,5.28968339037713,5.290644312243273,4.993257935018112,4.991167457176505
86981,736457.6590609616,5.28968339037713,5.290644312243273,4.993257935018112,4.991167457176505
87010,736458.4040822939,5.290979641205202,5.290644312243273,4.996156049657651,4.989294391539441
87025,736458.8119854907,5.290979641205202,5.290644312243273,4.996156049657651,4.989294391539441
87072,736459.9835299482,5.290979641205202,5.290644312243273,4.996156049657651,4.989294391539441
87102,736460.8914842231,5.290979641205202,5.290644312243273,4.996156049657651,4.989294391539441
87340,736467.058445922,5.290979641205202,5.290644312243273,4.996156049657651,4.989294391539441
87357,736467.5327648005,4.344443635052927,5.290721158197416,4.991148584852564,4.993559016595948
87376,736468.1047825807,4.344443635052927,5.290721158197416,4.991148584852564,4.993559016595948
