Index,Time[d.s],C-r(6)_T(15)_S(17)_EvLim(20),C-r(11)_T(15)_S(17)_EvLim(20),C-r(17)_T(15)_S(17)_EvLim(20),C-r(11)_T(15)_S(33)_EvLim(20),C-r(22)_T(15)_S(33)_EvLim(20),C-r(33)_T(15)_S(33)_EvLim(20),C-r(6)_T(30)_S(17)_EvLim(20),C-r(11)_T(30)_S(17)_EvLim(20),C-r(17)_T(30)_S(17)_EvLim(20),C-r(11)_T(30)_S(33)_EvLim(20),C-r(22)_T(30)_S(33)_EvLim(20),C-r(33)_T(30)_S(33)_EvLim(20)
79717,736371.7193502259,0.058823529411764705,0.09803921568627451,0.17647058823529413,0.09803921568627451,0.20915032679738563,0.5163398692810458,0.054945054945054944,0.0989010989010989,0.14285714285714285,0.11029411764705882,0.23529411764705882,0.5514705882352942
79746,736372.5010638057,0.0661764705882353,0.13970588235294118,0.19852941176470587,0.13071895424836602,0.22875816993464052,0.5424836601307189,0.11538461538461539,0.24358974358974358,0.3076923076923077,0.16666666666666666,0.26666666666666666,0.6083333333333333
79759,736372.824233219,0.06535947712418301,0.16993464052287582,0.2222222222222222,0.15789473684210525,0.24561403508771928,0.5555555555555556,0.10989010989010989,0.2857142857142857,0.34065934065934067,0.19852941176470587,0.2867647058823529,0.625
79760,736372.8249402477,0.07602339181286549,0.1871345029239766,0.24561403508771928,0.1736842105263158,0.26842105263157895,0.5684210526315789,0.12380952380952381,0.3047619047619048,0.37142857142857144,0.21568627450980393,0.3137254901960784,0.6405228758169934
79761,736372.8315747085,0.09473684210526316,0.20526315789473684,0.26842105263157895,0.20526315789473684,0.3157894736842105,0.6105263157894737,0.15,0.325,0.4,0.23391812865497075,0.3391812865497076,0.6549707602339181
79788,736373.7391788458,0.09473684210526316,0.20526315789473684,0.26842105263157895,0.20526315789473684,0.3157894736842105,0.6105263157894737,0.15,0.325,0.4,0.23391812865497075,0.3391812865497076,0.6549707602339181
79826,736375.0299575755,0.08947368421052632,0.20526315789473684,0.2894736842105263,0.08771929824561403,0.19883040935672514,0.47953216374269003,0.0641025641025641,0.10256410256410256,0.1282051282051282,0.08571428571428572,0.18095238095238095,0.4857142857142857
79836,736375.9561327159,0.08947368421052632,0.20526315789473684,0.2894736842105263,0.08771929824561403,0.19883040935672514,0.47953216374269003,0.0641025641025641,0.10256410256410256,0.1282051282051282,0.08571428571428572,0.18095238095238095,0.4857142857142857
79845,736376.9179841441,0.08947368421052632,0.20526315789473684,0.2894736842105263,0.08771929824561403,0.19883040935672514,0.47953216374269003,0.0641025641025641,0.10256410256410256,0.1282051282051282,0.08571428571428572,0.18095238095238095,0.4857142857142857
79880,736378.337519875,0.05263157894736842,0.09473684210526316,0.16842105263157894,0.16842105263157894,0.30526315789473685,0.5894736842105263,0.05,0.1,0.15,0.13157894736842105,0.23684210526315788,0.5157894736842106
79896,736378.8573860006,0.06315789473684211,0.17894736842105263,0.25263157894736843,0.20526315789473684,0.29473684210526313,0.6052631578947368,0.06315789473684211,0.17894736842105263,0.25263157894736843,0.2679738562091503,0.35294117647058826,0.6405228758169934
79966,736381.0981808496,0.10526315789473684,0.25263157894736843,0.3157894736842105,0.25263157894736843,0.3736842105263158,0.7052631578947368,0.10526315789473684,0.25263157894736843,0.3157894736842105,0.2578947368421053,0.38421052631578945,0.7
79969,736381.3049713935,0.06315789473684211,0.14736842105263157,0.21052631578947367,0.14210526315789473,0.26842105263157895,0.5526315789473685,0.06315789473684211,0.14736842105263157,0.21052631578947367,0.075,0.175,0.4583333333333333
79993,736382.1916868547,0.04736842105263158,0.07894736842105263,0.15789473684210525,0.17894736842105263,0.3263157894736842,0.6210526315789474,0.04736842105263158,0.07894736842105263,0.15789473684210525,0.24210526315789474,0.3684210526315789,0.6842105263157895
79995,736382.2109098262,0.06315789473684211,0.16842105263157894,0.25263157894736843,0.14736842105263157,0.3105263157894737,0.6105263157894737,0.06315789473684211,0.16842105263157894,0.25263157894736843,0.24736842105263157,0.3894736842105263,0.7473684210526316
80093,736386.6214556714,0.06842105263157895,0.12631578947368421,0.19473684210526315,0.1368421052631579,0.30526315789473685,0.6421052631578947,0.058823529411764705,0.09558823529411764,0.19117647058823528,0.20526315789473684,0.35789473684210527,0.7157894736842105
80098,736386.9389379278,0.06315789473684211,0.12105263157894737,0.18421052631578946,0.1368421052631579,0.2578947368421053,0.5473684210526316,0.06315789473684211,0.12105263157894737,0.18421052631578946,0.1368421052631579,0.2578947368421053,0.5473684210526316
80129,736388.2270279784,0.06315789473684211,0.12105263157894737,0.18421052631578946,0.1368421052631579,0.2578947368421053,0.5473684210526316,0.06315789473684211,0.12105263157894737,0.18421052631578946,0.1368421052631579,0.2578947368421053,0.5473684210526316
81754,736392.808184974,0.06315789473684211,0.19473684210526315,0.2736842105263158,0.12631578947368421,0.3,0.6105263157894737,0.05263157894736842,0.10526315789473684,0.17894736842105263,0.12105263157894737,0.3,0.6105263157894737
82889,736396.5206712282,0.06842105263157895,0.15263157894736842,0.22631578947368422,0.14736842105263157,0.3105263157894737,0.6052631578947368,0.08947368421052632,0.2578947368421053,0.3526315789473684,0.1736842105263158,0.33157894736842103,0.6736842105263158
83382,736399.3214619871,0.06315789473684211,0.14736842105263157,0.2,0.11052631578947368,0.24736842105263157,0.5,0.06315789473684211,0.14736842105263157,0.2,0.18421052631578946,0.3105263157894737,0.6210526315789474
83542,736400.1788471275,0.06842105263157895,0.13157894736842105,0.17894736842105263,0.15789473684210525,0.3157894736842105,0.5736842105263158,0.06315789473684211,0.12631578947368421,0.21578947368421053,0.18947368421052632,0.35789473684210527,0.6684210526315789
84051,736403.9798852889,0.05789473684210526,0.14210526315789473,0.17894736842105263,0.16842105263157894,0.3157894736842105,0.5894736842105263,0.06842105263157895,0.15789473684210525,0.25263157894736843,0.21052631578947367,0.38421052631578945,0.7157894736842105
84206,736405.2172648703,0.05789473684210526,0.14210526315789473,0.17894736842105263,0.16842105263157894,0.3157894736842105,0.5894736842105263,0.06842105263157895,0.15789473684210525,0.25263157894736843,0.21052631578947367,0.38421052631578945,0.7157894736842105
84259,736405.6927815959,0.05789473684210526,0.14210526315789473,0.17894736842105263,0.16842105263157894,0.3157894736842105,0.5894736842105263,0.06842105263157895,0.15789473684210525,0.25263157894736843,0.21052631578947367,0.38421052631578945,0.7157894736842105
84260,736405.6943377539,0.07368421052631578,0.18421052631578946,0.24210526315789474,0.15789473684210525,0.29473684210526313,0.5473684210526316,0.08421052631578947,0.22631578947368422,0.29473684210526313,0.17894736842105263,0.3368421052631579,0.6368421052631579
84302,736406.2053082178,0.07368421052631578,0.18421052631578946,0.24210526315789474,0.15789473684210525,0.29473684210526313,0.5473684210526316,0.08421052631578947,0.22631578947368422,0.29473684210526313,0.17894736842105263,0.3368421052631579,0.6368421052631579
84342,736406.8073902237,0.06842105263157895,0.14210526315789473,0.21052631578947367,0.15263157894736842,0.3157894736842105,0.6,0.06315789473684211,0.1631578947368421,0.26842105263157895,0.22631578947368422,0.42105263157894735,0.7368421052631579
84506,736409.4114442819,0.03684210526315789,0.13157894736842105,0.18947368421052632,0.1368421052631579,0.2894736842105263,0.5789473684210527,0.06842105263157895,0.12631578947368421,0.2,0.14210526315789473,0.3,0.5736842105263158
84615,736411.0301297993,0.03684210526315789,0.13157894736842105,0.18947368421052632,0.1368421052631579,0.2894736842105263,0.5789473684210527,0.06842105263157895,0.12631578947368421,0.2,0.14210526315789473,0.3,0.5736842105263158
84616,736411.0358808687,0.03684210526315789,0.13157894736842105,0.18947368421052632,0.1368421052631579,0.2894736842105263,0.5789473684210527,0.06842105263157895,0.12631578947368421,0.2,0.14210526315789473,0.3,0.5736842105263158
84617,736411.0361628748,0.021052631578947368,0.11052631578947368,0.1736842105263158,0.1631578947368421,0.3105263157894737,0.5578947368421052,0.05789473684210526,0.11578947368421053,0.1736842105263158,0.18421052631578946,0.33157894736842103,0.5842105263157895
84660,736411.7344468365,0.06315789473684211,0.14736842105263157,0.22105263157894736,0.11052631578947368,0.3,0.5736842105263158,0.07894736842105263,0.18947368421052632,0.28421052631578947,0.1631578947368421,0.3684210526315789,0.6736842105263158
84744,736413.0346659237,0.06315789473684211,0.14736842105263157,0.22105263157894736,0.11052631578947368,0.3,0.5736842105263158,0.07894736842105263,0.18947368421052632,0.28421052631578947,0.1631578947368421,0.3684210526315789,0.6736842105263158
84796,736413.8770996481,0.06315789473684211,0.14736842105263157,0.22105263157894736,0.11052631578947368,0.3,0.5736842105263158,0.07894736842105263,0.18947368421052632,0.28421052631578947,0.1631578947368421,0.3684210526315789,0.6736842105263158
84889,736415.6531676596,0.05263157894736842,0.14736842105263157,0.24210526315789474,0.11578947368421053,0.32105263157894737,0.5473684210526316,0.08421052631578947,0.17894736842105263,0.2789473684210526,0.1368421052631579,0.35789473684210527,0.5947368421052631
84918,736416.0591277172,0.05263157894736842,0.14736842105263157,0.24210526315789474,0.11578947368421053,0.32105263157894737,0.5473684210526316,0.08421052631578947,0.17894736842105263,0.2789473684210526,0.1368421052631579,0.35789473684210527,0.5947368421052631
84966,736416.9249881544,0.05263157894736842,0.15789473684210525,0.2736842105263158,0.13157894736842105,0.34210526315789475,0.5421052631578948,0.08947368421052632,0.17894736842105263,0.2894736842105263,0.14736842105263157,0.37894736842105264,0.5947368421052631
85013,736417.5895696637,0.06315789473684211,0.17894736842105263,0.30526315789473685,0.1631578947368421,0.34210526315789475,0.5578947368421052,0.08421052631578947,0.19473684210526315,0.32105263157894737,0.16842105263157894,0.4,0.5947368421052631
85017,736417.6677688587,0.08947368421052632,0.21052631578947367,0.3526315789473684,0.16842105263157894,0.34210526315789475,0.5736842105263158,0.09473684210526316,0.22105263157894736,0.3684210526315789,0.20526315789473684,0.4,0.6105263157894737
85085,736418.8662566455,0.021052631578947368,0.09473684210526316,0.15789473684210525,0.08421052631578947,0.2578947368421053,0.4631578947368421,0.021052631578947368,0.09473684210526316,0.15789473684210525,0.08421052631578947,0.2578947368421053,0.4631578947368421
