Index,Time[d.s],logM_T(15)_S(17)_EvLim(20),logM_T(15)_S(33)_EvLim(20),logM_T(30)_S(17)_EvLim(20),logM_T(30)_S(33)_EvLim(20)
83542,736400.1788471275,1.1515713164875407,1.1847531708853274,0.5949402998714284,0.6015284184875249
84051,736403.9798852889,1.1837343474347826,1.1837632657646349,0.5945370094176464,0.6010193257081112
84206,736405.2172648703,1.1837343474347826,1.1837632657646349,0.5945370094176464,0.6010193257081112
84259,736405.6927815959,1.1837343474347826,1.1837632657646349,0.5945370094176464,0.6010193257081112
84260,736405.6943377539,1.184517097758408,1.183052928326495,0.601241396424865,0.6007983662304056
84302,736406.2053082178,1.184517097758408,1.183052928326495,0.601241396424865,0.6007983662304056
84342,736406.8073902237,1.149184687091391,1.183455785868582,0.5941956284473929,0.592396372123968
84506,736409.4114442819,1.1843518534793203,1.184463788971245,0.5950818571711962,0.5775507123092514
84615,736411.0301297993,1.1843518534793203,1.184463788971245,0.5950818571711962,0.5775507123092514
84616,736411.0358808687,1.1843518534793203,1.184463788971245,0.5950818571711962,0.5775507123092514
84617,736411.0361628748,1.1843204221147587,1.183074748486534,0.5932317529512879,0.6006130052874027
84660,736411.7344468365,1.1839220037801013,1.1848039737223615,0.5760097170941763,0.5925859460515963
84744,736413.0346659237,1.1839220037801013,1.1848039737223615,0.5760097170941763,0.5925859460515963
84796,736413.8770996481,1.1839220037801013,1.1848039737223615,0.5760097170941763,0.5925859460515963
84889,736415.6531676596,1.1839943732105036,1.1849394954675476,0.5734469772343924,0.5924665675892288
84918,736416.0591277172,1.1839943732105036,1.1849394954675476,0.5734469772343924,0.5924665675892288
84966,736416.9249881544,1.1838551528009815,1.1845125392413844,0.573303313865402,0.5924280922755231
85013,736417.5895696637,1.1841947791828937,1.184579253211289,0.5736857499602178,0.5924191017790902
85017,736417.6677688587,1.1838643777171194,1.1844106971318173,0.5736293018670443,0.5922999766322093
85085,736418.8662566455,1.1842347024182802,1.1842347024182802,0.5921173512091401,0.5921173512091401
85094,736418.980096847,1.1833385352806627,1.1843636158932045,0.592252419424843,0.5921959563960068
85121,736419.5695053007,1.1833385352806627,1.1843636158932045,0.592252419424843,0.5921959563960068
85129,736419.8824112739,1.1833385352806627,1.1843636158932045,0.592252419424843,0.5921959563960068
85162,736420.4753203047,1.1836720466178998,1.1837322867960391,0.5747555276051484,0.5736080392468696
85169,736420.6046937226,1.1836970118007908,1.1838403411893366,0.5918485059003954,0.5916549441939091
85222,736421.5890243981,1.1836970118007908,1.1838403411893366,0.5918485059003954,0.5916549441939091
85298,736423.5219607478,1.1828679435584197,1.1836122686036217,0.5916227652452248,0.5918307218728925
85395,736425.4954203919,1.225023220503271,1.224938255353101,0.6124408426841835,0.6124628696574431
85514,736428.8661635749,1.225023220503271,1.224938255353101,0.6124408426841835,0.6124628696574431
85553,736429.8949614189,1.1836953186433803,1.1836953186433803,0.5923171219022897,0.5923171219022897
85582,736430.457789359,1.1844184846167383,1.1851244660732827,0.5924673769039174,0.5925622330366414
85609,736430.9630623359,1.1834551806983908,1.2251956105295234,0.5917013492093702,0.6125944672270397
85610,736430.9654603208,1.1829033672047067,1.2251726546849935,0.591985661116712,0.6126138800627727
85617,736431.0194263319,1.1829033672047067,1.2251726546849935,0.591985661116712,0.6126138800627727
85624,736431.1813445565,1.2197058368573226,1.1852825201152484,0.5917408048875412,0.592588027865498
