Index,Time[d.s],n_T(15)_S(17)_EvLim(20),n_T(15)_S(33)_EvLim(20),n_T(30)_S(17)_EvLim(20),n_T(30)_S(33)_EvLim(20)
85017,736417.6678,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85085,736418.8663,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85094,736418.9801,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85121,736419.5695,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85129,736419.8824,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85162,736420.4753,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85169,736420.6047,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85222,736421.589,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85298,736423.522,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85395,736425.4954,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85514,736428.8662,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85553,736429.895,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85582,736430.4578,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85609,736430.9631,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85610,736430.9655,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85617,736431.0194,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85624,736431.1813,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85758,736433.7674,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85775,736433.9941,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85796,736434.2966,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85856,736435.3744,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85875,736435.875,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85950,736437.4187,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85972,736437.9878,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
85999,736438.4781,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86086,736440.1748,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86140,736441.0474,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86205,736442.7547,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86310,736445.4466,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86411,736446.702,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86461,736447.4915,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86503,736448.3913,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86505,736448.3932,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86577,736449.8439,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86587,736450.1065,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86690,736452.1869,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86722,736452.7481,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86735,736453.0114,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86737,736453.0417,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86835,736454.6887,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86858,736455.3414,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86872,736455.5298,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86903,736456.007,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86936,736456.8171,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
86981,736457.6591,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87010,736458.4041,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87025,736458.812,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87072,736459.9835,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87102,736460.8915,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87340,736467.0584,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87357,736467.5328,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87376,736468.1048,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87380,736468.1983,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87445,736470.3821,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87461,736470.8698,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87550,736473.5567,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87554,736473.5976,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87568,736474.2223,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87614,736475.3005,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87681,736476.751,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87799,736480.8958,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87843,736482.8511,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87846,736482.8683,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87917,736484.3836,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87968,736485.935,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87986,736486.1723,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
87999,736486.4052,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88091,736487.9738,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88147,736489.2821,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88160,736489.6877,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88282,736493.962,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88304,736494.947,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88326,736495.8791,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88336,736496.155,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88351,736496.4807,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88382,736497.6619,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88390,736498.2192,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88399,736498.5724,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88482,736501.3429,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88536,736503.1057,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88564,736503.8824,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88683,736509.0386,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88719,736510.0396,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88720,736510.0541,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88729,736510.3829,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88738,736510.707,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88749,736511.2657,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88774,736512.1398,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88791,736512.964,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88818,736514.4286,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88819,736514.4292,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88831,736514.7896,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88835,736515.0352,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88861,736515.9391,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88891,736517.0549,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88895,736517.1308,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88898,736517.3837,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88908,736517.6194,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
88967,736520.0908,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89009,736521.4639,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89021,736521.8138,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89026,736521.9534,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89039,736522.5078,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89043,736522.7212,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89050,736523.1675,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89105,736524.9426,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89111,736525.1753,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89112,736525.1757,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89123,736525.5205,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89125,736525.5603,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89132,736525.7554,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89138,736525.9883,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89145,736526.1254,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89170,736527.1425,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89172,736527.162,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.7333333333333333
89258,736530.71,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.7333333333333333
89264,736530.9997,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.7333333333333333
89267,736531.0617,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.7333333333333333
89270,736531.0782,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.7333333333333333
89271,736531.0844,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.8
89272,736531.0882,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.8333333333333334
89274,736531.1403,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89283,736531.3897,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89284,736531.4272,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89285,736531.428,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89287,736531.4496,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89290,736531.5049,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89297,736531.6188,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.9
89300,736531.6332,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.8666666666666667
89301,736531.6345,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.8666666666666667
89304,736531.6391,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.9333333333333333
89305,736531.6594,1.3333333333333333,1.4,0.6666666666666666,0.9666666666666667
89306,736531.6602,1.3333333333333333,1.4666666666666666,0.6666666666666666,1.0
89307,736531.6616,1.3333333333333333,1.5333333333333334,0.7,1.0333333333333334
89310,736531.7739,1.3333333333333333,1.7333333333333334,0.9,1.1333333333333333
89312,736531.7771,1.3333333333333333,1.7333333333333334,0.9,1.1333333333333333
89314,736531.7863,1.3333333333333333,1.8,0.9333333333333333,1.1666666666666667
89316,736531.8166,1.3333333333333333,1.8,0.9333333333333333,1.1666666666666667
89317,736531.8203,1.4,1.8666666666666667,0.9666666666666667,1.2
89320,736532.0521,1.3333333333333333,1.4,0.6666666666666666,0.9333333333333333
89332,736532.4729,1.3333333333333333,1.7333333333333334,0.8666666666666667,1.2
89335,736532.586,1.3333333333333333,1.4666666666666666,0.7333333333333333,1.0333333333333334
89336,736532.5921,1.3333333333333333,1.8666666666666667,0.9333333333333333,1.2666666666666666
89337,736532.5985,1.3333333333333333,1.8666666666666667,0.9333333333333333,1.2666666666666666
89338,736532.6045,1.4,2.0,0.9666666666666667,1.3333333333333333
89339,736532.6831,1.4,1.9333333333333333,1.0,1.3333333333333333
89341,736532.7816,1.4,2.066666666666667,1.0,1.3666666666666667
89342,736532.9425,1.4,2.066666666666667,1.0,1.3666666666666667
89345,736532.9984,1.4666666666666666,2.0,1.0333333333333334,1.3666666666666667
89346,736533.0011,1.6,2.066666666666667,1.1,1.4
89347,736533.0066,1.6,2.066666666666667,1.1,1.4
89348,736533.0086,1.6666666666666667,2.2,1.1333333333333333,1.4666666666666666
89349,736533.0125,1.7333333333333334,2.2,1.1666666666666667,1.4666666666666666
89351,736533.0299,1.7333333333333334,2.2,1.1666666666666667,1.4666666666666666
89353,736533.1137,1.8,2.3333333333333335,1.2,1.5333333333333334
89357,736533.2664,1.8666666666666667,2.4,1.2333333333333334,1.5666666666666667
89358,736533.2691,1.8666666666666667,2.4,1.2333333333333334,1.5666666666666667
89359,736533.2696,1.9333333333333333,2.466666666666667,1.2666666666666666,1.6
89364,736533.3798,2.0,2.533333333333333,1.3,1.6333333333333333
89365,736533.3807,2.066666666666667,2.6,1.3333333333333333,1.6666666666666667
89366,736533.4032,2.066666666666667,2.6,1.3333333333333333,1.6666666666666667
89367,736533.446,2.1333333333333333,2.6666666666666665,1.3666666666666667,1.7
89369,736533.4747,2.2,2.8,1.4,1.7666666666666666
89372,736533.5196,2.2666666666666666,2.7333333333333334,1.4333333333333333,1.7333333333333334
89375,736533.5532,2.2666666666666666,2.7333333333333334,1.4333333333333333,1.7333333333333334
89376,736533.555,2.2666666666666666,2.7333333333333334,1.4333333333333333,1.7333333333333334
89378,736533.6672,2.2666666666666666,2.7333333333333334,1.4333333333333333,1.7333333333333334
89380,736533.7265,2.2666666666666666,2.7333333333333334,1.4333333333333333,1.7333333333333334
89381,736533.754,2.3333333333333335,2.8666666666666667,1.4666666666666666,1.8
89382,736533.7699,2.066666666666667,2.8666666666666667,1.3,1.8
89388,736533.9265,2.466666666666667,3.0,1.5333333333333334,1.8666666666666667
89391,736533.9426,2.466666666666667,3.0,1.5333333333333334,1.8666666666666667
89396,736534.0327,2.533333333333333,3.0,1.5666666666666667,1.8666666666666667
89398,736534.0748,2.6,3.1333333333333333,1.6,1.9333333333333333
89400,736534.1568,2.6666666666666665,3.2,1.6333333333333333,1.9666666666666666
89401,736534.1658,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89404,736534.2697,2.7333333333333334,3.3333333333333335,1.6666666666666667,2.033333333333333
89418,736534.627,2.8,3.3333333333333335,1.7,2.033333333333333
89419,736534.6359,2.8666666666666667,3.466666666666667,1.7333333333333334,2.1
89421,736534.6428,2.933333333333333,3.466666666666667,1.7666666666666666,2.1
89428,736534.9419,2.933333333333333,3.466666666666667,1.7666666666666666,2.1
89433,736535.0968,2.933333333333333,3.466666666666667,1.7666666666666666,2.1
89434,736535.1026,2.933333333333333,3.466666666666667,1.7666666666666666,2.1
89437,736535.1953,3.0,3.533333333333333,1.8,2.1333333333333333
89438,736535.1982,3.066666666666667,3.533333333333333,1.8333333333333333,2.1333333333333333
89450,736535.3796,3.1333333333333333,3.6,1.8666666666666667,2.1666666666666665
89464,736535.7508,3.0,3.6666666666666665,1.8,2.2
89465,736535.9662,3.2666666666666666,3.8,1.9333333333333333,2.2666666666666666
89473,736536.2429,3.2666666666666666,3.8,1.9333333333333333,2.2666666666666666
89481,736536.3866,1.3333333333333333,3.2666666666666666,0.6666666666666666,1.9666666666666666
89496,736536.8791,3.3333333333333335,3.8,1.9666666666666666,2.3
89535,736537.9893,3.3333333333333335,3.8,1.9666666666666666,2.3
89539,736538.0651,3.4,3.8666666666666667,2.0,2.3666666666666667
89541,736538.2624,3.4,3.8666666666666667,2.033333333333333,2.4
89543,736538.2785,3.466666666666667,3.933333333333333,2.066666666666667,2.466666666666667
89561,736538.8618,3.533333333333333,4.0,2.1,2.433333333333333
89564,736539.1632,3.533333333333333,4.0,2.1,2.433333333333333
89584,736539.9972,3.533333333333333,4.0,2.1,2.433333333333333
89607,736541.1525,3.533333333333333,4.0,2.1,2.433333333333333
89661,736542.9454,3.533333333333333,4.0,2.1,2.433333333333333
89667,736543.1489,3.533333333333333,4.0,2.1,2.433333333333333
89669,736543.1719,3.533333333333333,4.0,2.1,2.433333333333333
89700,736544.4867,1.3333333333333333,3.533333333333333,0.6666666666666666,2.1666666666666665
89740,736546.3921,1.3333333333333333,3.533333333333333,0.6666666666666666,2.1666666666666665
89741,736546.3941,3.2666666666666666,3.4,1.9333333333333333,2.2666666666666666
89742,736546.4013,3.3333333333333335,3.466666666666667,1.9666666666666666,2.3
89754,736546.8765,3.3333333333333335,3.466666666666667,1.9666666666666666,2.3
89762,736547.2235,1.3333333333333333,2.8,0.6666666666666666,2.3
89764,736547.3531,1.3333333333333333,2.8,0.6666666666666666,2.3
89766,736547.3875,1.3333333333333333,2.8,0.6666666666666666,2.3
89769,736547.4406,2.7333333333333334,2.933333333333333,1.9333333333333333,2.3
89774,736547.6755,2.7333333333333334,2.933333333333333,1.9333333333333333,2.3
89776,736547.7327,2.7333333333333334,2.933333333333333,1.9333333333333333,2.3
89846,736550.0932,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89848,736550.0957,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89866,736550.493,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
89877,736550.9711,1.3333333333333333,1.3333333333333333,1.9333333333333333,2.3
89891,736551.4563,1.3333333333333333,1.3333333333333333,1.9666666666666666,2.3
89892,736551.461,1.3333333333333333,1.3333333333333333,2.0,2.3666666666666667
89893,736551.4612,1.3333333333333333,1.3333333333333333,2.033333333333333,2.4
89898,736551.6488,1.3333333333333333,1.3333333333333333,2.033333333333333,2.4
89903,736551.9613,1.3333333333333333,1.3333333333333333,2.033333333333333,2.4
89906,736552.0374,1.3333333333333333,1.3333333333333333,2.033333333333333,2.4
89928,736553.0216,1.3333333333333333,1.3333333333333333,2.033333333333333,2.4
89944,736553.487,1.3333333333333333,1.3333333333333333,2.033333333333333,2.3333333333333335
89991,736556.4515,1.3333333333333333,1.3333333333333333,1.9666666666666666,2.1666666666666665
89994,736556.6005,1.3333333333333333,1.3333333333333333,2.1,2.2
90001,736556.9022,1.3333333333333333,1.3333333333333333,2.1333333333333333,2.2333333333333334
90002,736556.9769,1.3333333333333333,1.3333333333333333,2.1333333333333333,2.2333333333333334
90038,736558.5567,1.3333333333333333,1.3333333333333333,2.1333333333333333,2.2333333333333334
90046,736558.7681,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90129,736561.7067,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90130,736561.71,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90145,736562.4954,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.7666666666666666
90146,736562.5022,1.3333333333333333,1.3333333333333333,1.7,1.7666666666666666
90247,736565.6858,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90252,736566.0291,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90271,736567.0046,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90274,736567.0568,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90298,736568.2207,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90307,736568.6487,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90308,736568.7014,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90313,736568.7979,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90340,736569.8747,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90345,736570.0908,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90361,736570.7018,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90371,736571.1284,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90433,736573.0358,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90447,736573.2865,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90460,736573.6989,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90466,736573.7733,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.7333333333333333
90472,736574.3568,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90498,736575.9058,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90515,736576.6961,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90521,736577.1037,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90580,736580.1041,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90583,736580.2604,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90669,736583.66,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90674,736584.0201,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90768,736587.1076,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90786,736587.8323,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90816,736588.8837,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90844,736589.9525,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90878,736591.3618,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
90938,736593.8418,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
91086,736600.5284,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
91098,736601.3675,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
91135,736602.4285,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
91136,736602.4303,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
91153,736603.0517,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
91155,736603.1914,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
91283,736608.6497,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
91286,736608.7415,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
91287,736608.7422,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666
