Index,Time[d.s],IEt_T(15)_S(17)_EvLim(20),IEt_T(15)_S(33)_EvLim(20),IEt_T(30)_S(17)_EvLim(20),IEt_T(30)_S(33)_EvLim(20)
85950,736437.418688408,5.417251423466951,6.935828611254692,11.477692511980422,6.935828611254692
85972,736437.9878239571,5.417251423466951,6.935828611254692,11.477692511980422,6.935828611254692
85999,736438.4781176616,5.417251423466951,6.935828611254692,11.477692511980422,6.935828611254692
86086,736440.1748110827,9.717021723627113,4.962368967127986,9.717021723627113,4.962368967127986
86140,736441.047356516,9.717021723627113,4.962368967127986,9.717021723627113,4.962368967127986
86205,736442.7546663126,9.717021723627113,4.962368967127986,9.717021723627113,4.962368967127986
86310,736445.4466078234,5.271796740707941,14.265263266861439,15.551646404433995,14.265263266861439
86411,736446.7019615702,5.271796740707941,14.265263266861439,15.551646404433995,14.265263266861439
86461,736447.4914611196,7.316650036955252,5.271796740707941,7.316650036955252,6.935828611254692
86503,736448.3912684021,5.271796740707941,5.271796740707941,17.209923845599405,14.265263266861439
86505,736448.3931699167,5.271796740707941,5.271796740707941,17.209923845599405,14.265263266861439
86577,736449.8439159422,7.316650036955252,7.316650036955252,9.211748746805824,7.316650036955252
86587,736450.1064885663,7.316650036955252,7.316650036955252,9.211748746805824,7.316650036955252
86690,736452.1868877016,7.316650036955252,5.271796740707941,9.717021723627113,6.935828611254692
86722,736452.748121311,5.271796740707941,7.316650036955252,17.373747780686244,7.316650036955252
86735,736453.0113888994,5.271796740707941,7.316650036955252,17.373747780686244,7.316650036955252
86737,736453.0416733748,5.271796740707941,7.316650036955252,17.373747780686244,7.316650036955252
86835,736454.6887224431,5.271796740707941,7.316650036955252,17.373747780686244,7.316650036955252
86858,736455.3413526501,5.271796740707941,7.316650036955252,17.373747780686244,7.316650036955252
86872,736455.5298389825,5.271796740707941,5.271796740707941,5.271796740707941,17.373747780686244
86903,736456.0070090202,5.271796740707941,5.271796740707941,5.271796740707941,17.373747780686244
86936,736456.8171144929,5.271796740707941,5.271796740707941,7.316650036955252,5.271796740707941
86981,736457.6590609616,5.271796740707941,5.271796740707941,7.316650036955252,5.271796740707941
87010,736458.4040822939,5.65596098289825,5.271796740707941,9.209350761841051,7.316650036955252
87025,736458.8119854907,5.65596098289825,5.271796740707941,9.209350761841051,7.316650036955252
87072,736459.9835299482,5.65596098289825,5.271796740707941,9.209350761841051,7.316650036955252
87102,736460.8914842231,5.65596098289825,5.271796740707941,9.209350761841051,7.316650036955252
87340,736467.058445922,5.65596098289825,5.271796740707941,9.209350761841051,7.316650036955252
87357,736467.5327648005,9.128682506619953,10.715650307596661,22.08615697710775,10.715650307596661
87376,736468.1047825807,9.128682506619953,10.715650307596661,22.08615697710775,10.715650307596661
87380,736468.1982527536,9.128682506619953,9.128682506619953,16.011365051963367,9.128682506619953
87445,736470.3820840215,9.128682506619953,9.128682506619953,16.011365051963367,9.128682506619953
87461,736470.8697845849,12.465702290995978,9.794170459732413,12.465702290995978,9.794170459732413
87550,736473.5567323213,12.465702290995978,9.794170459732413,12.465702290995978,9.794170459732413
87554,736473.5975869038,12.465702290995978,9.794170459732413,12.465702290995978,9.794170459732413
87568,736474.2223289666,12.465702290995978,9.794170459732413,12.465702290995978,9.794170459732413
87614,736475.300525995,9.128682506619953,9.128682506619953,9.128682506619953,9.128682506619953
87681,736476.7510027162,9.128682506619953,9.128682506619953,9.128682506619953,9.128682506619953
87799,736480.8957777733,9.128682506619953,9.128682506619953,22.491695479489863,12.465702290995978
87843,736482.8510954143,9.128682506619953,9.128682506619953,9.128682506619953,19.770687012467533
87846,736482.8682994661,9.128682506619953,9.128682506619953,9.128682506619953,19.770687012467533
87917,736484.3835923877,9.128682506619953,9.128682506619953,9.128682506619953,19.770687012467533
87968,736485.9350469727,9.128682506619953,9.128682506619953,9.128682506619953,19.770687012467533
87986,736486.1722589106,9.128682506619953,9.128682506619953,9.128682506619953,19.770687012467533
87999,736486.4052327774,9.128682506619953,11.104706782381982,18.206980023765936,11.104706782381982
88091,736487.9738153875,9.128682506619953,11.104706782381982,18.206980023765936,11.104706782381982
88147,736489.2820873555,9.128682506619953,9.128682506619953,21.749322555027902,18.412302770651877
88160,736489.6877414532,9.128682506619953,9.128682506619953,21.749322555027902,18.412302770651877
88282,736493.9619593289,9.128682506619953,9.128682506619953,21.749322555027902,18.412302770651877
88304,736494.9470456415,14.051267868140712,14.051267868140712,14.051267868140712,14.051267868140712
88326,736495.8790748728,14.051267868140712,14.051267868140712,14.051267868140712,14.051267868140712
88336,736496.1550135624,14.051267868140712,14.051267868140712,14.051267868140712,14.051267868140712
88351,736496.480736277,14.051267868140712,14.051267868140712,14.051267868140712,14.051267868140712
88382,736497.6618780275,9.128682506619953,9.128682506619953,9.128682506619953,21.08383460191544
88390,736498.2192494282,9.128682506619953,9.128682506619953,27.34946484339889,10.025993188493885
88399,736498.5724484586,9.128682506619953,9.128682506619953,9.128682506619953,12.095950227230787
88482,736501.3428934601,9.128682506619953,9.128682506619953,9.128682506619953,12.095950227230787
88536,736503.1056744078,9.128682506619953,9.128682506619953,9.128682506619953,12.095950227230787
88564,736503.882392948,9.128682506619953,9.128682506619953,9.128682506619953,12.095950227230787
88683,736509.0385553177,9.128682506619953,9.128682506619953,9.128682506619953,12.095950227230787
88719,736510.0396047777,11.467156319064088,11.467156319064088,14.051267868140712,11.467156319064088
88720,736510.0540690928,11.467156319064088,11.467156319064088,14.051267868140712,11.467156319064088
88729,736510.3829276747,12.163678246433847,11.820355349453166,12.163678246433847,11.820355349453166
88738,736510.7070188278,12.163678246433847,11.820355349453166,12.163678246433847,11.820355349453166
88749,736511.2657459968,12.163678246433847,11.820355349453166,12.163678246433847,11.820355349453166
88774,736512.1397826882,11.467156319064088,11.467156319064088,15.09255913621746,11.467156319064088
88791,736512.9639626238,11.467156319064088,11.467156319064088,15.09255913621746,11.467156319064088
88818,736514.428647577,11.467156319064088,11.467156319064088,12.163678246433847,11.820355349453166
88819,736514.4292483274,11.467156319064088,11.467156319064088,12.163678246433847,11.820355349453166
88831,736514.7895584878,11.467156319064088,11.467156319064088,11.467156319064088,28.384325710474513
88835,736515.0352045733,11.467156319064088,11.467156319064088,11.467156319064088,28.384325710474513
88861,736515.9391275949,11.467156319064088,11.467156319064088,12.163678246433847,11.820355349453166
88891,736517.054936807,11.467156319064088,11.467156319064088,16.2093981486978,12.163678246433847
88895,736517.130847869,11.467156319064088,11.467156319064088,16.2093981486978,12.163678246433847
88898,736517.3837417592,11.467156319064088,11.467156319064088,16.2093981486978,12.163678246433847
88908,736517.619385023,11.467156319064088,11.467156319064088,19.164492330979556,12.163678246433847
88967,736520.0908094575,11.467156319064088,11.467156319064088,22.428931429982185,19.95750699553173
89009,736521.4639314775,11.467156319064088,11.467156319064088,11.467156319064088,12.163678246433847
89021,736521.8137933289,11.467156319064088,11.467156319064088,11.467156319064088,11.467156319064088
89026,736521.9533529107,11.467156319064088,11.467156319064088,11.467156319064088,11.467156319064088
89039,736522.5078261271,12.46822134940885,11.467156319064088,12.46822134940885,11.467156319064088
89043,736522.7212418765,11.467156319064088,11.467156319064088,11.467156319064088,11.467156319064088
89050,736523.1675381766,11.467156319064088,11.467156319064088,12.163678246433847,11.820355349453166
89105,736524.9425618487,11.467156319064088,11.467156319064088,11.467156319064088,11.467156319064088
89111,736525.1752902973,12.802779160439968,11.467156319064088,12.802779160439968,11.467156319064088
89112,736525.1756720291,12.802779160439968,11.467156319064088,12.802779160439968,11.467156319064088
89123,736525.5204627361,12.802779160439968,11.467156319064088,12.802779160439968,11.467156319064088
89125,736525.560331676,12.802779160439968,11.467156319064088,12.802779160439968,11.467156319064088
89132,736525.7554356907,12.802779160439968,11.467156319064088,12.802779160439968,11.467156319064088
89138,736525.9882629773,12.802779160439968,11.467156319064088,12.802779160439968,11.467156319064088
89145,736526.1254452915,12.802779160439968,11.467156319064088,12.802779160439968,11.467156319064088
89170,736527.1424619737,12.802779160439968,11.467156319064088,12.802779160439968,11.467156319064088
89172,736527.1619856302,11.467156319064088,3.8445464544929564,12.163678246433847,11.820355349453166
89258,736530.7100049923,11.467156319064088,3.8445464544929564,12.163678246433847,11.820355349453166
89264,736530.9996887255,11.467156319064088,3.8445464544929564,11.467156319064088,3.8445464544929564
89267,736531.0617183,11.467156319064088,3.8445464544929564,11.467156319064088,3.8445464544929564
89270,736531.0781621075,11.467156319064088,3.8445464544929564,11.467156319064088,3.8445464544929564
89271,736531.0844113867,11.467156319064088,3.8445464544929564,11.467156319064088,3.8445464544929564
89272,736531.0882375385,11.467156319064088,3.8445464544929564,11.467156319064088,3.8445464544929564
89274,736531.1402654202,5.38482972944621,5.38482972944621,12.46822134940885,11.467156319064088
89283,736531.3896900871,5.38482972944621,5.38482972944621,12.46822134940885,11.467156319064088
89284,736531.427248794,5.38482972944621,5.38482972944621,12.46822134940885,11.467156319064088
89285,736531.4279774594,5.38482972944621,5.38482972944621,12.46822134940885,11.467156319064088
89287,736531.4495728661,5.38482972944621,5.38482972944621,12.46822134940885,11.467156319064088
89290,736531.5049262152,5.38482972944621,5.38482972944621,12.46822134940885,11.467156319064088
89297,736531.618806706,11.467156319064088,3.8377030952833593,11.467156319064088,3.8377030952833593
89300,736531.633205841,5.54815315362066,3.8445464544929564,11.467156319064088,3.8445464544929564
89301,736531.634466834,5.54815315362066,3.8445464544929564,11.467156319064088,3.8445464544929564
89304,736531.6390862837,5.54815315362066,3.8445464544929564,11.467156319064088,3.8445464544929564
89305,736531.6594342384,5.54815315362066,3.8445464544929564,5.54815315362066,3.8445464544929564
89306,736531.6601880488,5.54815315362066,3.8377030952833593,5.54815315362066,3.8377030952833593
89307,736531.6615943122,5.54815315362066,3.8445464544929564,5.54815315362066,3.8445464544929564
89310,736531.7738507763,3.8377030952833593,4.1944083059206605,7.228410581708886,4.1944083059206605
89312,736531.7771046906,3.8377030952833593,4.1944083059206605,7.228410581708886,4.1944083059206605
89314,736531.7862564953,3.8377030952833593,4.1944083059206605,7.228410581708886,4.1944083059206605
89316,736531.8166269195,3.8377030952833593,4.1944083059206605,7.228410581708886,4.1944083059206605
89317,736531.8202881927,3.8377030952833593,4.1944083059206605,7.228410581708886,4.1944083059206605
89320,736532.0520941163,13.380303702433594,3.994447453529574,13.380303702433594,3.994447453529574
89332,736532.4729395615,5.54815315362066,3.8377030952833593,5.54815315362066,3.8377030952833593
89335,736532.5860459295,5.54815315362066,3.8377030952833593,5.54815315362066,3.8377030952833593
89336,736532.5920842444,5.54815315362066,3.8445464544929564,5.54815315362066,3.8445464544929564
89337,736532.598546194,5.54815315362066,3.8445464544929564,5.54815315362066,3.8445464544929564
89338,736532.6044601053,5.54815315362066,3.8377030952833593,5.54815315362066,3.8377030952833593
