Index,Time[d.s],bp_T(15)_S(17)_EvLim(20),bp_T(15)_S(33)_EvLim(20),bp_T(30)_S(17)_EvLim(20),bp_T(30)_S(33)_EvLim(20)
79896,736378.8573860006,1.5510517210830415,1.154271048247845,1.5200306866613804,1.0857362047581294
79966,736381.0981808496,1.030966129147185,0.9650988486738928,1.236425571254809,0.7772608177239405
79969,736381.3049713935,1.4181044307044952,1.4181044307044952,1.4181044307044952,1.2307940782683247
79993,736382.1916868547,1.3340103539690322,1.0566775715407588,1.1564054251861726,0.8827123615919752
79995,736382.2109098262,1.5033270527420248,1.0566775715407588,1.5033270527420248,0.8827123615919752
80093,736386.6214556714,1.225282237344597,1.3160438845553089,0.9898449729988643,1.0395346641301242
80098,736386.9389379278,2.592802877034338,1.5510517210830415,2.592802877034338,1.5510517210830415
80129,736388.2270279784,5.066768955537934,1.1100178451201321,5.066768955537934,1.1100178451201321
81754,736392.808184974,1.52681653794112,1.4805493701247212,1.3959465489747385,1.3160438845553077
82889,736396.5206712282,1.5388387154052228,1.5721067218217257,0.8311856112980895,0.9373262199350757
83382,736399.3214619871,2.0680689614440553,4.8254942433694605,2.0680689614440553,1.729491299614719
83542,736400.1788471275,4.8254942433694605,2.0680689614440553,1.2726578224271117,1.2447931009965818
84051,736403.9798852889,2.2082770266267033,2.2208240551870824,1.692056422999682,1.2373062162485806
84206,736405.2172648703,2.2082770266267033,2.0680689614440553,1.1953059134951878,1.1737688700087887
84259,736405.6927815959,2.1594753243808094,2.0199743344337286,0.9971046778390984,1.321047853698104
84260,736405.6943377539,1.8974030762763425,1.8974030762763425,1.132942126704135,1.0232068945364572
84302,736406.2053082178,1.8001843809461207,1.8974030762763425,1.0979354879576588,1.0371211508137355
84342,736406.8073902237,4.405886048293855,1.645054855694135,1.418104430704496,1.0340344807220283
84506,736409.4114442819,1.4286002694185918,2.3731938901817022,1.8882368778402245,5.36166027041051
84615,736411.0301297993,2.035755383921492,1.768620062049441,4.512150461332482,1.3311708257570933
84616,736411.0358808687,2.2386313500167607,1.9562814500146468,4.632474473634681,1.5510517210830423
84617,736411.0361628748,1.5165839050589747,1.998844895789024,4.632474473634681,1.628604307137194
84660,736411.7344468365,1.9942093556781963,1.8264721201538623,3.277694203043408,1.6235307734700997
84744,736413.0346659237,1.5388387154052232,1.6703633919355831,1.5388387154052232,1.6703633919355831
84796,736413.8770996481,1.9160050672202278,1.7371779276130062,1.703115615306869,1.5400513542668495
84889,736415.6531676596,1.9942093556781963,1.1623453286948346,3.9481316536659232,1.1135755946237227
84918,736416.0591277172,1.9942093556781963,1.1519747530590234,3.576542792144424,1.1135755946237227
84966,736416.9249881544,2.0044360703227,1.1795652594903134,3.373161024491274,1.1309752132897182
85013,736417.5895696637,1.6940564896935348,1.0906939043232349,2.285760431069745,1.116177406760694
85017,736417.6677688587,1.8964824537259897,1.0906939043232349,2.944369368835604,1.0414735777056399
85085,736418.8662566455,1.5165839050589747,2.2502304761826504,1.5165839050589747,2.2502304761826504
85094,736418.980096847,1.3657059179347542,1.107894086487887,2.0680689614440553,1.0258924769368152
85121,736419.5695053007,1.308115909347144,1.3344243857362486,3.0211790045443583,2.285760431069745
85129,736419.8824112739,1.8095603412635493,1.5977388966340362,1.8095603412635493,1.5238402873798307
85162,736420.4753203047,1.2942550785196247,0.9629589399185186,2.4127471216847307,1.4639139839435449
85169,736420.6046937226,1.3927811372990584,1.8814201382090323,1.3927811372990584,1.6964628199345764
85222,736421.5890243981,1.2661646702718712,1.3445649594527922,1.7686200620494417,1.2030318058261822
