Event_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude
2906,319251.23,4143328.77,5.83,736799.7446,0.36
2907,319275.05,4143059.16,7.27,736799.7454,0.42
2908,319498.57,4143621.04,5.39,736799.7459,0.25
2910,320031.93,4142989.51,5.22,736799.7481,0.71
2912,320318.52,4143049.72,5.4,736799.753,0.31
2913,320133.47,4142918.94,5.96,736799.7535,0.36
2947,315942.76,4109497.5,4.72,736801.07,1.71
2949,332201.38,4134631.85,4.93,736801.1511,0.76
2989,330112.24,4169018.37,6.39,736802.4299,1.25
3005,328300.16,4102032.74,6.57,736803.1752,1.82
3006,327541.51,4137433.81,7.01,736803.266,0.82
3076,323424.73,4143562.63,5.32,736806.2496,0.94
3612,315607.6,4147526.75,4.3,736811.1239,0.1
3659,305040.13,4123364.02,5.2,736811.5778,0.55
3769,336489.87,4130585.32,5.33,736813.0913,0.96
3778,330883.31,4146074.34,5.22,736813.2158,0.61
4025,323476.18,4094939.18,8.45,736817.8819,1.26
4082,340884.67,4141773.62,1.23,736819.3273,1.37
4092,338481.42,4129690.23,6.29,736819.6126,0.88
4095,336803.95,4129745.5,6.1,736819.6312,0.97
4101,326742.77,4138312.29,5.41,736819.8812,1.56
4133,332887.6,4140997.32,6.88,736820.7617,1.39
4157,300282.16,4127277.43,6.6,736821.8925,1.25
4186,342452.75,4140142.88,6.29,736822.547,1.02
4195,315795.65,4149430.28,6.57,736822.8369,0.39
4200,331914.25,4152937.59,4.25,736822.9436,0.66
4318,332406.38,4140083.43,5.18,736825.3397,1.2
4348,309616.51,4106242.62,5.85,736825.8516,1.15
4350,332367.45,4135020.24,5.94,736825.8671,0.94
4354,331720.18,4134853.31,4.87,736825.9539,0.77
4363,326835.93,4092590.3,6.58,736826.1139,1.23
4369,297703.65,4142563.41,9.36,736826.2455,2.18
4395,331442.16,4131987.98,5.62,736826.8362,1.48
4544,308246.8,4120781.63,6.73,736830.0313,1.18
4576,324206.62,4094543.48,7.71,736830.8082,1.2
4860,337127.13,4132355.72,4.83,736838.827,0.73
4894,330264.41,4138030.53,4.87,736839.985,0.54
4898,295108.66,4108620.92,7.21,736840.0964,1.51
4941,336549.21,4120697.99,6.61,736841.7221,1.05
5011,298203.17,4121334.94,5.8,736843.7145,1.07
5094,299610.51,4116142.66,5.07,736845.8024,1.19
5115,307811.95,4098563.65,8.26,736846.3914,1.47
5152,297723.05,4119146.3,4.37,736847.2028,1.32
5200,324843.79,4140919.03,7.19,736848.4305,0.47
5237,335460.04,4128665.92,6.85,736849.824,0.88
5238,334539.44,4128811.14,5.32,736849.8248,1.29
5239,334447.56,4128721.05,5.99,736849.8637,0.86
5241,324024.41,4153264.69,2.14,736849.8973,0.77
5242,334541.27,4128697.33,5.42,736849.9007,1.47
5243,337642.15,4129804.46,6.53,736849.9019,0.82
5276,356638.38,4155552.43,5.56,736850.5949,1.62
5281,365927.81,4116585.43,4.73,736850.7381,1.35
5296,303282.68,4152803.35,8.34,736851.8553,1.84
5295,303710.34,4145393.39,11.1,736851.8553,1.92
5304,308112.74,4150263.65,10.01,736852.0142,0.25
5309,303161.28,4150483.66,9.29,736852.3348,3.09
5310,303382.56,4150460.89,10.37,736852.3618,0.73
5335,308100.85,4150147.24,10.17,736853.1134,0.17
5353,324220.46,4155032.82,2.7,736853.5625,0.53
5361,330135.92,4133584.51,4.94,736853.7167,1.01
5362,330424.74,4133713.85,6.07,736853.7259,0.99
5365,307837.09,4150392.36,10.46,736853.8683,0.61
5377,314258.91,4120729.17,5.99,736854.4117,1.03
5383,315404.92,4124354.17,5.17,736854.7679,1.19
5391,306374.56,4107949.06,6.54,736855.2525,2.95
5427,359229.76,4148428.55,6.73,736856.4991,1.55
5478,329843.96,4137503.94,6.19,736858.5766,0.92
5486,310569.38,4133475.77,3.99,736859.0125,1.18
5538,319161.45,4151350.72,3.99,736860.7975,0.78
5549,331946.25,4141616.96,4.73,736861.2344,0.29
5646,333176.11,4167721.73,7.34,736864.5069,1.29
5694,289226.28,4115887.72,0.95,736865.5749,1.55
5823,332272.9,4149624.66,4.32,736868.9609,0.47
5913,342721.3,4125440.48,5.53,736871.5227,1.11
5943,294182.5,4142462.56,8.4,736872.6713,1.81
5993,333224.74,4133197.36,5.12,736875.0152,2.13
6049,333182.93,4161382.63,6.49,736878.1171,1.18
6080,359329.86,4154674.02,0.8,736878.6588,1.6
6102,321307.4,4150025.16,3.94,736879.6389,0.59
6116,321727.72,4149913.9,3.97,736880.1179,0.32
6231,315553.04,4141790.48,4.57,736883.9565,0.22
6303,338019.85,4124863.42,4.98,736886.9054,1.81
6382,314032.38,4119403.26,5.75,736891.6612,1.52
6383,313828.37,4119088.62,5.12,736891.6633,1.5
6386,313331.24,4120411.58,5.22,736891.873,1.34
6448,300675.51,4113012.76,5.83,736893.6306,1.42
6458,328586.86,4141873.78,6.99,736894.0018,2.42
6459,328363.75,4142439.16,5.7,736894.008,1.02
6527,287893.92,4145172.61,8.72,736895.759,1.5
6530,331387.3,4136644.92,9.78,736895.9126,1.75
6546,321683.31,4113179.94,5.77,736896.5207,1.6
6547,321260.43,4113766.24,6.05,736896.5221,1.92
6574,319626.5,4151552.43,2.68,736897.5385,0.44
6577,304194.2,4148663.46,7.23,736897.7357,1.76
6708,318847.1,4130576.94,5.82,736904.6501,2.34
6719,312775.1,4124502.13,5.38,736905.3502,1.07
6765,343386.81,4146015.1,7.23,736907.3879,1.64
6773,321259.49,4156246.53,0.53,736907.9445,0.55
6787,335929.99,4134452.76,6.19,736908.8652,1.08
6799,332740.6,4132363.76,5.2,736909.5301,1.76
6801,332866.62,4132419.74,5.85,736909.9577,0.78
6802,335205.29,4134023.57,4.48,736909.9646,1.05
6818,300091.02,4127399.23,5.79,736910.7023,1.79
6840,324451.66,4152964.48,2.38,736913.0804,1
6850,352079.71,4134952.67,11.74,736913.3752,2.31
6854,361657.79,4153203.01,2.38,736913.5083,1.39
6857,307829.89,4162045.77,6.48,736913.5559,1.79
6945,333529.74,4141073.95,2.6,736919.0118,0.52
7014,299658.1,4113714.69,6.21,736921.839,1.28
7019,343038.35,4134066.95,5.26,736922.0237,0.59
7025,311978.34,4133657.25,4.66,736922.235,1.07
7041,319870.68,4158345.05,6.1,736922.5938,1.72
7069,352773,4138379.7,4.81,736923.3568,1.22
7078,311551.96,4137481.26,6.65,736923.5929,1.55
7091,348566.57,4163923.19,7.36,736924.1228,1.33
7199,338026.84,4120786.91,5.34,736925.9071,0.89
7409,336714.16,4109421.48,5.66,736928.1421,0.53
7411,299749.86,4118737.73,4.73,736928.1613,1.2
7412,303412.44,4139952.1,9.47,736928.2056,0.67
7423,340566.95,4152653.83,7.76,736928.7892,1.21
7480,295477.69,4105014.99,4.88,736930.1714,1.15
7504,341642.44,4125890.54,4.55,736930.8717,0.98
7547,341059.49,4144010.51,9.24,736932.1115,0.89
7558,318902.76,4113958.47,5.46,736932.6602,2.28
7562,318210.39,4113483.74,4.93,736932.7444,1.86
7575,332853.95,4152271.6,12.26,736932.8604,1.2
7578,326879.63,4144778.86,6.59,736932.9523,1.51
7605,334975.49,4133826.2,6.41,736934.0609,1.01
7668,354896.07,4112320.01,1.25,736936.1429,1.58
7690,357086.25,4152856.26,5.15,736936.4365,1.19
7693,330126.56,4137926.1,5.46,736936.5707,1.01
7762,336077.07,4130649.22,5.81,736938.5437,1.19
7809,306098.47,4107868.81,6,736941.0349,1.59
7858,333389.42,4146587.53,5.03,736942.1478,0.54
7877,317468.78,4144926.22,5.37,736942.5847,0.93
7885,327874.77,4092876.39,8.17,736943.0209,1.22
7937,355718.1,4142911.36,3.42,736944.6632,1.68
7942,318830.93,4146412.71,7.52,736944.9065,0.78
7945,333096.2,4139985.37,4.76,736945.122,1.25
8017,325585.03,4151821.22,4.68,736948.3029,0.64
8052,301863.59,4143392.2,12.73,736950.0047,2.75
8054,332300.76,4129540.4,3.97,736950.011,2
8081,301860.68,4093559.68,7.99,736950.5149,1.86
8126,285702.83,4135671.12,7.12,736952.296,1.72
8145,333296.98,4133807.08,0.68,736952.8463,1.14
8182,317581.24,4142940.62,6.84,736954.3404,1.12
8196,312813.75,4136602.08,3.42,736954.6959,1.18
8221,368189.24,4153369.22,4.36,736955.9454,1.19
8244,341072.73,4144008.37,4.95,736956.8105,1.55
8258,345496,4139608.51,14.17,736957.2962,1.63
8341,330766.29,4132497.57,5.17,736960.6342,1.42
8348,330653.87,4133022.22,5.32,736960.9239,0.82
8350,330941.96,4134162.92,6.27,736960.9791,0.71
8426,278978.44,4128495.11,6.76,736962.5899,1.74
8548,341669.74,4126471.84,5.53,736966.2657,0.63
8571,299805.27,4142673.6,8.2,736967.0173,0.71
8589,337255.59,4153844.08,7.04,736967.7519,0.69
8740,309130.91,4129392.7,5.48,736970.0065,1.01
8754,308537.65,4129301.21,4.6,736970.1106,1.26
8788,313104.39,4150441.91,5.54,736970.4142,0.3
8789,333584.01,4132980.08,6.82,736970.4226,1.29
8836,312033.66,4133795.56,4.35,736971.2066,1.33
8875,301313.86,4118820.64,6.69,736971.8933,0.81
8899,308143.36,4130303.62,4.88,736972.4124,1.01
8911,348367.45,4162060.24,9.62,736972.637,1.44
8912,348257.77,4162851.64,10.78,736972.6375,1.19
8925,297899.91,4096415.03,7.75,736973.1253,1.81
8933,323278.07,4150239.51,4.69,736973.4636,0.87
8934,321847.64,4150510.9,3.81,736973.4695,0.85
8955,332536.82,4139363.08,5.75,736973.9911,1.52
8964,309582.47,4128448.11,4.17,736974.284,1.19
8987,317749.54,4146749.58,4.85,736974.8863,0.13
9046,335287.39,4099567.21,7.55,736976.1574,1.86
9168,299474.33,4116680.6,4.43,736978.7664,2.49
9182,345921.27,4133062.49,5.52,736979.6582,1.65
9187,314389.76,4120157.34,5.67,736979.8648,1.44
9193,313170.53,4120535.27,7.31,736980.1013,1.18
9242,324155.15,4135878.36,7.49,736981.6835,0.87
9294,321463.62,4126069.47,8.09,736982.849,1.05
9303,332797.85,4100057.35,6.24,736982.9958,1.45
9363,330079.56,4121169.44,6.19,736984.8673,0.93
9392,320261.67,4138129.62,6.74,736986.3838,0.85
9400,322874.82,4135886.96,7.35,736986.498,1.15
9405,313351.72,4121113.61,7.9,736986.5879,1.24
9451,297925.32,4118087.14,5.07,736987.8186,1.51
9482,317623.03,4137596,11.29,736988.8842,0.92
9483,320385.58,4136437.83,12.01,736988.8868,1.71
9484,320202.5,4136363.4,11.79,736988.8916,0.94
9485,319933.58,4136792.35,10.57,736988.8981,0.69
9521,320642.64,4151871.38,2.78,736990.1342,1.77
9534,320829.81,4151576.27,2.72,736990.4721,1.98
9542,320716.95,4151625.99,2.39,736990.8059,1.19
9569,337360.69,4132391.25,5.52,736992.279,0.77
9582,332795.88,4101060.67,6.03,736993.1594,1.72
9591,332490.07,4100692.11,5.75,736993.8129,1.66
9602,343191.18,4143561.03,2.49,736994.3482,1.37
9633,301705.3,4121535.21,5.32,736995.5155,1.5
9637,300476.5,4123266.62,5.54,736995.6021,0.84
9642,341665.53,4126460.38,5.13,736995.8744,2.28
9646,322434.17,4150424.65,3.71,736996.0294,0.34
9668,324180.34,4140753.82,5.47,736996.5216,1.69
9700,323525.52,4143785.95,5.7,736997.2158,0.25
9794,296389.97,4137632.76,8.58,736999.9104,0.8
9897,336941.43,4129797.54,5.32,737002.9905,0.7
9899,332334.88,4129579.34,4.67,737002.999,0.57
9907,336800.88,4130493.56,5.31,737003.0987,0.99
10034,322185.97,4148947.85,4.39,737007.2574,0.79
10051,341292.35,4155933.48,6.89,737007.7492,0.76
10053,328540.41,4135242.25,6.83,737007.8082,0.8
10081,339445.94,4153302.32,5.49,737008.5826,0.95
10100,323606.57,4138277.24,5.73,737009.3396,0.42
10110,369538.75,4140016.17,5.67,737009.5695,1.03
10167,288860.68,4109040.13,6.46,737012.0586,1.2
10177,335299.42,4140352.98,2.42,737012.4424,1.19
10186,278718.75,4134558.78,9.05,737013.0466,1.4
10187,336023.86,4136012.88,6.16,737013.2113,2.84
10189,335569.19,4137582.68,5.67,737013.3369,1.14
10191,335769.27,4136299.82,5.95,737013.3727,1.19
10193,335649.22,4135835.87,5.65,737013.3929,2
10194,335909.95,4137986.23,5.5,737013.4036,0.7
10195,335702.5,4135900.76,5.53,737013.4087,2.09
10198,335718.52,4136787.99,6.36,737013.5522,1.42
10199,335658.64,4136324.08,6.14,737013.599,1.33
10200,357159.85,4152668.32,4.82,737013.6042,1.5
10202,335617.68,4137066.47,6.02,737013.6756,1.06
10209,335366.42,4137313.5,5.51,737013.8632,0.76
10229,334342.08,4137486.04,4.37,737014.5407,0.81
10231,307146.03,4132428.34,4.88,737014.6705,1.67
10236,335053.92,4136983.89,5.29,737014.8487,1.08
10237,358850.87,4153263.62,5.12,737015.0997,1.36
10240,335660.79,4138357.31,6.5,737015.2867,0.68
10268,335280.75,4137569.6,5.39,737016.1695,0.75
10273,310420.48,4135581.81,6.04,737016.3255,0.69
10279,334758.39,4137043.67,4.96,737016.7939,1.13
10281,318946.6,4116046.12,5.61,737016.8036,1.32
10283,312890.46,4122355.23,6.56,737016.8501,0.92
10286,313245.74,4121993.19,5.38,737016.8744,1.21
10290,322222.03,4140789.41,6.05,737017.0065,0.66
10350,326551.51,4155670.64,4.06,737018.9102,0.95
10352,357149.66,4112475.05,3.98,737018.9599,0.82
10359,335237.25,4134467.27,5.56,737019.3608,1.07
10361,344909.71,4132219.44,4.43,737019.3741,2.06
10362,354279.78,4137728.65,5.03,737019.3741,2.14
10411,351997.02,4135266.34,6.4,737021.6351,2.67
10419,352735.78,4137021.88,5.3,737021.8849,1.1
10429,351427.15,4135357.47,6.02,737022.2453,1.61
10442,326765.76,4145066.74,6.8,737022.5837,0.44
10444,314612.51,4121870.21,7.63,737022.7982,0.96
10454,297087.92,4148811.62,6.29,737023.0752,1.07
10455,297672.79,4148383.25,7.6,737023.0769,1.1
10468,297930.75,4148826.66,7.22,737023.3128,1.33
10489,347775.67,4152056.78,6.31,737023.9967,1.64
10537,319010.36,4124825.02,5.46,737025.5744,1.92
10538,318724.15,4124847.96,6.13,737025.5746,1.47
10540,319202.35,4124922.12,6.87,737025.5808,1.42
10545,317090.93,4125007.18,5.22,737025.7485,1.02
10555,335086.34,4138469.42,4.76,737026.1813,0.93
10571,318810.45,4116240.99,7.87,737026.5009,1.22
10583,318968.12,4124985.23,6.97,737027.6766,1.28
10611,333591.43,4168279.27,7.71,737028.7357,1.14
10619,344476.99,4116994.18,3.73,737029.0455,1.03
10630,321040.95,4153610.58,1.88,737029.3807,1.93
10659,320706.83,4153703.48,0.37,737030.7245,1.44
10708,349852.63,4162781.41,11.19,737032.1504,1.61
10729,341463.1,4139372.11,6.71,737033.0826,1.14
10738,328539.61,4135268.24,6.26,737033.5133,1.43
10863,309580.81,4120658.04,6.24,737038.8692,1.14
10868,310749.17,4120633.64,5.09,737038.9098,1.25
10915,317930.6,4115477.15,5.44,737041.047,2.53
10920,320887.24,4149769.31,4.17,737041.1626,0.33
10956,352872.95,4133771.44,11.98,737042.3756,1.56
10972,313501.08,4123856.41,7.82,737042.6615,1.13
10975,314698.78,4123032.04,5.75,737042.6833,2.07
10987,305681.33,4091449.14,6.94,737043.0823,1.18
11011,314014.65,4123462.47,5.24,737043.6851,1.89
11039,313591.28,4121842.97,6.56,737045.2427,1.35
11043,324300.58,4156805.63,13.98,737045.393,2.12
11080,335764.09,4136225.88,5.75,737047.0703,1.18
11130,322356.21,4141151.44,8.03,737049.4271,1.51
11257,336154.09,4137087.57,5.88,737053.9328,0.66
11278,321885.81,4149500,4.19,737055.8146,1.24
11386,314533.29,4112522.53,6.25,737060.8421,1.32
11415,281521.37,4136031.06,7.98,737062.4813,1.96
11467,298062.87,4117619.09,5.08,737064.3997,1.72
11512,312858.94,4102272.69,5.96,737066.1102,2.18
11533,340072.5,4099370.95,4.11,737066.99,1.59
11547,315910.71,4172061.92,5.57,737067.8849,1.64
11559,336810.03,4125520.09,4.68,737068.4284,1.3
11574,335684.65,4137178.7,6.11,737068.9279,0.86
11583,365713.17,4098181.06,10.43,737069.1423,3.57
11585,366571.52,4099705.45,7.02,737069.1516,0.42
11586,365391.86,4098450.06,7.27,737069.1524,1.07
11588,314671.73,4169506.83,5.3,737069.1869,1.62
11645,314588.23,4175321.87,6.41,737071.8064,1.62
11646,321099.51,4153931.92,1.49,737071.8296,1.78
11649,322748.73,4153204.65,0.89,737072.0176,1.51
11720,313511.75,4173962.45,6.24,737076.2347,2.22
11726,324913.56,4141732.81,5.79,737076.5784,1.18
11758,335527.03,4136286.49,6.1,737080.6248,1.13
11779,334762.96,4124297.69,7.13,737081.6431,0.93
11791,335926.8,4136701.2,4.58,737082.1697,0.78
11852,323094.6,4094738.45,9.11,737084.6968,1.1
11875,313950.27,4174301.83,7.16,737085.6381,1.25
11899,319865.79,4130121.92,7.4,737086.9064,1.12
11946,339622.87,4151647.14,4.16,737088.4238,1.53
11950,295584.56,4119945.13,7.32,737088.4729,2.31
12059,311086.72,4131372.3,4.27,737092.8427,0.69
12068,330705.55,4127762.73,5.7,737093.3949,1.92
12072,328024.15,4134524.44,5.24,737093.612,0.97
12077,335170.22,4133948.45,6.94,737094.0078,0.54
12099,334018.36,4145841.47,5.36,737095.0481,0.32
12205,349105.66,4161203.11,8.72,737096.1502,1.23
12362,322746.62,4143724.21,8.67,737099.6905,0.82
12365,309440.18,4134094.25,6.02,737099.7447,1.42
12557,314499.87,4134132.61,4.63,737102.8773,1.12
12612,335218.64,4128309.48,9.04,737104.7412,0.84
12653,316925.8,4140420.98,4.31,737105.987,1.52
12654,342371.67,4150780.54,7.64,737106.0096,0.89
12666,309012.78,4136180.81,4.47,737106.4495,1
12678,339386.8,4133209.9,5.46,737106.9151,1.06
12748,300322.22,4106734.68,6.23,737109.852,1.78
12769,308485,4108139.8,6.89,737110.5482,1.7
12775,306431.24,4091962.52,8.62,737110.6387,1.05
12777,298638.94,4123873.61,4.82,737110.6653,1.2
12787,329487.1,4133014.5,3.85,737111.0011,1.14
12806,325130.81,4126095.67,10.39,737111.3841,1.08
12841,331467.95,4145820.18,4.75,737112.3086,0.83
12843,332698.48,4146972.9,6.01,737112.3346,0.98
12876,307141.87,4137740.64,7.43,737114.019,1.12
12930,341266.14,4161096.07,7,737116.0709,1.47
12931,316527.16,4125874.39,5.43,737116.1392,1.2
12951,339704.05,4132859.84,7.83,737117.1761,1.04
12977,312633.9,4133668.74,1.81,737118.5174,1.17
12991,335043.66,4138824.46,5.03,737119.3115,0.83
13002,314352.69,4121505.4,7.55,737120.0737,1.16
13017,281495.82,4149296.29,7.94,737121.0012,1.4
13019,306954.26,4127733.76,5.46,737121.0302,0.21
13086,332132.93,4136849.91,4.73,737123.5606,1.59
13091,332343.43,4137105.76,5.31,737123.7224,1.04
13093,313428.42,4133392.33,5.27,737123.9025,0.97
13117,326795.9,4150294.2,3.88,737124.5762,1.09
13138,341999.87,4127266.31,4.59,737126.0164,1.16
13151,332895.25,4137094.04,6.27,737126.8417,1.01
13155,341580.59,4119328.1,6.95,737127.1448,0.91
13170,335179.18,4136817.03,5.45,737127.6461,0.98
13176,333590.88,4132853.41,5.31,737127.9455,1.18
13191,335688.41,4149263.71,5.45,737128.3592,0.96
13208,333360.37,4134755.31,6.32,737129.0207,0.64
13273,325859.82,4140560.32,5.69,737130.9548,0.6
13293,337867.31,4140076.61,6.33,737131.6519,0.59
13298,335718.08,4130604.64,6.04,737131.79,0.96
13311,336590.59,4130512.65,6.23,737132.3904,1.14
13359,309155.34,4104876.59,6.35,737134.1288,1.71
13374,296879.69,4138277.7,7.48,737135.0313,1
13375,336100,4130914.72,7.19,737135.0424,0.92
13381,313103.96,4119278.31,5.57,737135.8183,1.18
13382,313007.34,4120004.6,7.34,737135.8239,1.24
13383,312912.95,4118903.23,6.23,737135.9405,1.18
13724,301392.77,4138397.35,7.86,737140.1379,1.28
13756,313189.63,4124230.57,5.07,737140.4195,3.87
13889,317372.66,4152627.72,0.55,737142.0877,-0.02
13921,328832.9,4141440.03,5.4,737142.7815,0.49
13930,337023.77,4132341.97,5.37,737142.9285,0.93
13931,335809.98,4134749.82,5.17,737142.9326,0.66
13958,320308.87,4145625.28,4.57,737143.1589,0.51
14073,334476.69,4134928.39,6.56,737143.6957,1.13
14424,347190.61,4111758.49,4.57,737145.1454,1.37
14490,343900.07,4144862.34,7.93,737145.6664,1.12
14518,352527.11,4108893.39,8.42,737145.8819,0.64
14781,341176.68,4145064.96,7.06,737147.3552,0.94
14849,336639.2,4117087.58,3.83,737147.8649,0.73
14862,339241.29,4130372.33,6.54,737147.9434,0.81
15098,335308.99,4126407.55,4.56,737152.1446,0.94
15137,330745.72,4128144.32,6.25,737152.751,1.21
15145,331191.3,4127831.41,6.01,737152.8601,0.97
15268,316983.88,4122290.44,6.07,737154.0906,1.43
15355,301064.71,4098696.58,8.24,737155.0484,0.7
15423,319367.75,4123400.41,6.8,737155.9457,1.02
15467,364867.14,4098639.64,7.8,737156.608,1.43
15746,306838.82,4144729.33,6.42,737158.7276,0.71
15762,341021.48,4153302.12,4.46,737158.8382,1.24
15899,334888.97,4081920.26,5.67,737160.3595,2.29
15905,336766.07,4086849.98,8.18,737160.5098,1.45
16036,319682.09,4153992.85,2.19,737162.5794,1.01
17094,331904.07,4124290.64,6.87,737170.0097,0.92
17249,327765.55,4112049.82,5.26,737172.9368,1.06
17307,338669.49,4140960.48,6.86,737173.7655,0.85
17388,334129.14,4082324.5,5.78,737175.1575,1.24
17396,325964.7,4137559.86,6.44,737175.2098,3.16
17397,326518,4138285.65,5.92,737175.2111,1.66
17398,325672.93,4137278.77,5.88,737175.2165,2.59
17399,327613.14,4140525.81,6.93,737175.2169,1.33
17400,320445.73,4153476.1,2.59,737175.2304,0.13
17401,325619.57,4137298.75,5.9,737175.2329,1.64
17404,329359.7,4142942,6.63,737175.2388,0.82
17420,341532.67,4125235.76,5.18,737175.3762,1.44
17421,326009.29,4137527.18,6.39,737175.3909,1.78
17459,326998.48,4139349.44,7.94,737175.93,0.73
17461,329449.02,4142148.83,6.31,737175.9406,0.36
17472,301569.94,4146000.09,9.28,737176.0238,0.92
17565,326916.2,4138897.02,7.52,737177.5177,1.22
17573,327640.33,4140882.24,6.46,737177.689,0.81
17588,290716.06,4138456.69,8.22,737177.8935,1.03
17656,334542.12,4138649.01,4.41,737179.0015,0.7
17658,331691.22,4143626.47,3.99,737179.0456,1.23
17728,328120.52,4141450.56,7.42,737180.191,0.48
17729,290815.56,4163518.74,6.86,737180.1935,1.15
17859,332575.99,4115147.89,1.94,737183.1442,1.96
17884,326613.77,4138874.99,7.36,737183.9455,1.27
17902,317755.2,4124654.93,6.86,737184.7164,1.26
17916,327922.41,4140844.12,6.96,737185.0557,0.67
17923,326179.89,4138500.48,5.66,737185.1166,1.33
17939,322814.44,4117200.6,5.73,737185.7524,1.31
17953,341477.94,4145124.38,7.38,737186.3349,1.23
17967,326306.54,4150210.05,4.37,737186.892,2.47
17998,288027.21,4097242.61,6.6,737187.6824,1.36
18000,328633.12,4141474.32,7.02,737187.7252,0.8
18016,327288.16,4095602.52,7.92,737188.2044,1.29
18041,295913.8,4135748.66,6.6,737188.7833,2.14
18045,348007.88,4150914.52,6.16,737188.8896,1.11
18064,348200.98,4151377.16,7.67,737189.1767,1.04
18223,336902.29,4113202.7,3.73,737194.139,0.95
18244,372428.78,4132170.61,3.5,737194.8227,1.12
18264,326150.97,4136773.95,6.21,737195.3002,1.71
18276,292775.82,4112191.38,5.08,737195.7325,1.68
18356,327139.94,4142800.33,6.74,737199.3843,1.17
18400,366195.51,4099337.52,5.99,737201.4751,1.71
18410,297566.83,4089357.55,7.12,737201.6186,1.85
18415,330419.56,4142461.94,8.29,737202.0851,0.91
18459,332197.55,4145128.23,7.12,737204.4062,1.06
18561,298353.05,4089091.6,6.48,737209.737,2.95
18593,300376.65,4089905.38,6.37,737210.9349,1.94
18605,335188.09,4147742.01,5.85,737211.4087,0.75
18608,326396.64,4151551.69,4.41,737211.4829,0.76
18621,337739.13,4111104.09,2.96,737212.0969,0.74
18629,292904.98,4116046.88,3.13,737212.3646,1.66
18646,326388.36,4150692.89,4.18,737213.1096,1.79
18648,325852.51,4152227.67,3.19,737213.1273,0.54
18660,298366.78,4087522.47,5.48,737213.3932,1.65
18674,299043.08,4089158.51,7.76,737213.8118,1.9
18675,320009.26,4153804.37,1.31,737213.9239,-0.46
18676,293856.87,4093485.19,7.48,737213.9266,1.43
18679,319712.54,4155392.41,1.95,737213.9687,1.01
18686,299762.36,4089211.45,8.54,737214.1483,1.54
18708,301214.18,4090954.48,7.55,737215.244,1.52
18745,314063.58,4149257.19,4.74,737216.7163,0.53
18752,298756.35,4089342.59,6.32,737217,1.09
18786,331671.23,4177302.33,5.86,737218.7493,2.29
18802,305157.97,4106728.91,6.63,737219.8607,1.15
18812,326877.23,4139516.57,7.07,737220.6705,1.43
18843,357139.19,4148188.8,6.67,737222.0882,1.22
18880,352556.58,4171029.45,5.83,737224.1735,1.65
18897,316968.57,4146101.5,5.91,737225.0254,0.41
18899,336143.99,4140414.94,4.11,737225.2735,1.42
18902,360407.7,4150809.54,4.92,737225.6544,1.41
18925,334485.03,4127798.36,7.7,737227.917,0.88
18940,298476.53,4141343.16,6.63,737229.1137,1.24
18952,327788.05,4138043.02,5.79,737229.7179,0.97
19014,357932.71,4148516.73,6.09,737232.8731,1.94
19015,357217.95,4151334.81,5.37,737232.8759,1.48
19090,317300.55,4151225.3,4.38,737236.5912,1.69
19092,297058.62,4134605.51,6.91,737236.7239,3.23
19101,340547.24,4120821.72,10.26,737237.3723,1.31
19116,321408.56,4126921.4,6.71,737238.2762,2.52
19163,338747.08,4145714.22,5.34,737241.0144,0.83
19182,331720.8,4127751.06,7.13,737242.0235,1.02
19302,336912.94,4135858.97,5.63,737247.3392,1.41
19342,318854.16,4128721.04,7.77,737248.9967,1.31
19430,319868.65,4149041.3,6.99,737253.9866,1.37
19531,337087.61,4127067.3,3.63,737259.4931,1.97
19571,331001.28,4145375.74,6.37,737260.4073,1.35
19574,279709.68,4132925.71,8.76,737260.5714,3.18
19637,307343.92,4108695.54,6.81,737263.1475,1.21
19723,329831.19,4145363.8,8.73,737266.2686,1.17
19750,338454.68,4138553.78,4.97,737267.0972,1.48
19768,277513.18,4132425.47,7.26,737267.8923,1.27
19843,352629.64,4118838.89,2.34,737272.1496,1.25
19873,302148.21,4115410.39,5.46,737274.9595,1.46
19878,337393.97,4143062.78,3.28,737275.3021,1.71
19934,334019.42,4112455.74,4.74,737279.7343,1.63
20013,318254.15,4126177.26,9.43,737284.5516,1.27
20029,351414.38,4095883.24,8.49,737285.958,1.45
20072,305987.91,4099110.38,6.35,737287.0407,1.93
20152,303564.61,4098539.82,6.44,737289.1705,1.58
20170,332179.05,4102331.34,8.77,737289.9457,2
20203,299464.1,4091491.59,7.09,737291.3882,1.53
20241,319170.75,4117857.49,6.36,737293.3137,2.38
20302,335873.17,4132576.91,5.86,737295.8578,0.74
20307,301191.09,4109801.74,5.44,737296.0467,1.39
20313,310264.82,4146918.45,5.49,737296.162,1.44
20352,316133.93,4107573.45,5.09,737297.1593,1.52
20392,363513.38,4131496.11,3.68,737299.1695,1.63
20471,315711.74,4111678.31,5.84,737303.1685,1.39
20482,365291.68,4153576.82,3.42,737303.8118,1.49
20523,306119.99,4099194.72,7.27,737305.6853,1.6
20529,335700.33,4131312.93,8.17,737306.3797,1.68
20542,371250.25,4128858.86,4.78,737307.0431,1.83
20611,337861.51,4135134.58,4.41,737310.1491,1.07
20614,338179.98,4126766.22,4.17,737310.4102,2.23
20616,325151.54,4141146.81,5.43,737310.5203,2.21
20660,299312.83,4088658.65,7.19,737313.7768,2.59
