Event_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude
78176,333792.39,4157656.98,6.5,736330.6125,0.79
78192,353022.3,4146693.52,14.94,736330.7436,0.68
78197,330646.78,4166902.93,8.04,736330.851,0.91
78258,348189.07,4162727.03,8.17,736332.0008,1.18
78259,348269.34,4161641.03,8.08,736332.0015,1.85
78283,278789.71,4135260.27,6.69,736332.6563,2.01
78284,278328.63,4134115.49,6.92,736332.6568,1.46
78289,331345.8,4131011.12,3.48,736332.7749,1.42
78362,333157.5,4135345.32,5.62,736334.8053,1.26
78407,334113.31,4133371.17,6.32,736337.0956,1.15
78417,321974.39,4157120.27,2.9,736338.4488,1.3
78473,306152.71,4143375.79,5.72,736341.858,1.38
78602,335375.9,4134221.67,5.97,736346.8968,0.6
78718,334734.07,4141186.21,6.46,736350.9754,1.1
78719,333805.49,4141398.46,5.5,736350.9772,0.74
78720,333192.82,4139701.38,5.48,736350.981,0.55
78730,333715.6,4140299.79,4.61,736351.1742,0.5
78735,290801.34,4123016.93,5.15,736351.6764,2.04
78739,341641.92,4156132.26,9.94,736351.9095,0.77
78743,341295.17,4142938.58,6.73,736352.2467,0.86
78747,309855.49,4108216.04,3.9,736352.5208,1.8
78847,304193.14,4119963.43,5.15,736356.3225,2.67
78851,363219.86,4123955.66,4.8,736356.712,1.75
78855,363975.66,4126824.81,6.15,736356.9592,0.69
78863,334429.15,4125201.57,6.21,736357.4773,1.08
79235,325242.21,4144421.84,10.73,736365.4647,1.91
79297,332922.44,4131081.08,5.32,736366.1927,1.33
79343,288084.61,4122178.24,6.87,736367.3531,1.55
79592,337134.63,4095398.28,7.33,736369.8708,0.83
79715,316150,4115484.22,5.45,736371.6286,1.28
79717,316638.39,4114258.69,7.2,736371.7194,0.95
79746,327232.69,4134382.35,6.76,736372.5011,1.43
79759,327070.91,4135580.88,6.4,736372.8242,1.36
79760,326859.21,4132039.34,4.92,736372.8249,1.28
79761,327701.38,4131653.65,5.99,736372.8316,1.59
79788,334525.9,4132187.19,6,736373.7392,0.96
79826,318574.39,4097943.35,7.29,736375.03,1.54
79836,330879.54,4144518.93,5.65,736375.9561,0.58
79845,335609.32,4137762.7,5.45,736376.918,0.29
79880,310991.01,4106163.56,6.65,736378.3375,1.49
79896,348287.83,4152318.13,3.9,736378.8574,1.33
79966,326532.49,4139431.37,6.2,736381.0982,1.69
79969,311358.54,4171630.01,7.22,736381.305,1.6
79993,330704.97,4109641.99,4.65,736382.1917,1.73
79995,331352.45,4107482.12,3.02,736382.2109,1.14
80093,347081.99,4130779.12,4.27,736386.6215,1.32
80098,353252,4169765.07,7.35,736386.9389,1.28
80129,365968.41,4135797.7,1.17,736388.227,0.91
81754,304011.49,4111957.53,5.9,736392.8082,1.53
82889,333651.79,4132858.19,5.2,736396.5207,2.65
83382,297062.45,4143267.93,7.64,736399.3215,1.29
83542,313335.78,4111071.54,6.55,736400.1788,1.52
84051,323251.13,4107228.56,4.75,736403.9799,1.64
84206,319597.44,4152826.27,2.63,736405.2173,0.55
84259,328904.98,4143063.54,7.23,736405.6928,0.81
84260,329182.25,4142141.08,6.37,736405.6943,1.28
84302,335669.32,4143355.77,3.22,736406.2053,0.58
84342,314767.75,4122271.42,6.22,736406.8074,1.3
84506,339355.83,4099425.26,6.21,736409.4114,1.82
84615,342527.2,4158684.58,10.7,736411.0301,0.88
84616,341861.92,4159068.85,9.09,736411.0359,1.02
84617,342196.34,4159857.67,8.05,736411.0362,1.32
84660,315109.28,4108741.89,5.48,736411.7344,1.64
84744,311053.05,4130391.02,6.75,736413.0347,0.84
84796,325108.02,4140696.92,5.79,736413.8771,0.56
84889,316464.97,4113334.21,7.01,736415.6532,1.49
84918,316770.67,4113138.96,7.28,736416.0591,0.82
84966,317095.29,4113515.32,7.05,736416.925,1.12
85013,316742.21,4114893.29,6.42,736417.5896,1.58
85017,316853.65,4113632.25,6.11,736417.6678,1.32
85085,354116.18,4170201.18,6.21,736418.8663,1.1
85094,338763.98,4122933.89,4.87,736418.9801,1.26
85121,303584.4,4106402.58,8.28,736419.5695,0.79
85129,316975.7,4148596.73,4.24,736419.8824,0.64
85162,299320.29,4122026.95,5.18,736420.4753,1.58
85169,358476.18,4152363.35,3.74,736420.6047,1.71
85222,303359.27,4151122.93,9.95,736421.589,1.07
85298,335281.82,4133967.34,5.32,736423.522,1.52
85395,301421.12,4122223.71,6.36,736425.4954,3.07
85514,338000.46,4109271.03,4.29,736428.8662,0.41
85553,354808.95,4165579.41,7.06,736429.895,1.61
85582,337787.28,4131519.87,9.5,736430.4578,1.91
85609,328139.88,4113279.6,4.54,736430.9631,1.32
85610,327440.67,4111429.65,4.67,736430.9655,1.46
85617,328053.15,4114036.16,4.12,736431.0194,1.04
85624,326690.06,4153500.98,5.21,736431.1813,1.44
85758,315375.81,4100459.32,6.88,736433.7674,1.42
85775,321929.25,4149226.98,5.16,736433.9941,0.5
85796,305339.62,4130976.59,5.59,736434.2966,0.83
85856,308315.03,4113556.06,3.89,736435.3744,1.55
85875,345093.06,4117320.66,3.63,736435.875,1.51
85950,315718.21,4135015.1,3.78,736437.4187,0.63
85972,318790.89,4151991.56,2.39,736437.9878,0.78
85999,321244.98,4154002.17,4.01,736438.4781,0.49
86086,333092.43,4130482.07,5.89,736440.1748,1.9
86140,305658.26,4146020.66,6.75,736441.0474,1.06
86205,324431.43,4141650.69,6.32,736442.7547,0.95
86310,358151.9,4153443.22,3.41,736445.4466,1.51
86411,313528.1,4148396.79,4.31,736446.702,0.12
86461,337123.15,4129895.23,4.59,736447.4915,1.74
86503,330275.53,4167926.25,8.59,736448.3913,1.48
86505,329426.41,4168305.49,7.37,736448.3932,1.81
86577,331640.6,4129251.05,6.49,736449.8439,1.24
86587,335854.31,4135121.12,5.06,736450.1065,0.91
86690,335222.8,4134206.15,5.56,736452.1869,1.33
86722,316624,4113720.06,7.45,736452.7481,1.33
86735,319953.23,4152760.83,1.73,736453.0114,0.5
86737,332925.4,4143282.63,5.35,736453.0417,0.28
86835,336160.36,4137913.16,5.47,736454.6887,1.06
86858,323291.33,4143028.73,6.63,736455.3414,0.94
86872,292493.25,4105689.11,6.31,736455.5298,1.64
86903,317446.71,4128106.17,7.36,736456.007,0.93
86936,344348.91,4130260.42,6.97,736456.8171,1.23
86981,342030.3,4145824.82,5.42,736457.6591,0.97
87010,325479.93,4121977.82,6.31,736458.4041,1.26
87025,309433.16,4144390.19,4.58,736458.812,0.6
87072,333563.62,4135853.05,4.67,736459.9835,0.77
87102,321925.5,4149990.7,3.81,736460.8915,0.18
87340,290730.42,4136814.69,6.86,736467.0584,0.89
87357,357563.08,4152759.29,4.56,736467.5328,1.81
87376,330640.69,4110672.33,4.83,736468.1048,0.92
87380,331035.66,4150266.42,11.78,736468.1983,1.13
87445,335871.83,4138805.37,6.49,736470.3821,1.02
87461,338048.36,4121672.56,8.66,736470.8698,1.4
87550,324803.6,4141729.67,6.71,736473.5567,0.74
87554,319958.02,4142584.69,5.56,736473.5976,0.97
87568,333217.47,4138034.88,5.04,736474.2223,1.06
87614,297995.47,4141600.71,8.34,736475.3005,1.14
87681,314239.07,4146584.21,4.82,736476.751,0.73
87799,317677.18,4115618.29,4.85,736480.8958,2.23
87843,282244.55,4134738.43,6.51,736482.8511,1.76
87846,329627.36,4145884.03,4.96,736482.8683,0.85
87917,318231.81,4151227.44,4.15,736484.3836,-0.93
87968,334750.68,4148337.32,5.17,736485.935,1.04
87986,318594.07,4147326.84,5.11,736486.1723,0.62
87999,317773.95,4151275.97,5.23,736486.4052,1.68
88091,319075.49,4151697.39,2.95,736487.9738,0.4
88147,353118.4,4146022.01,13.25,736489.2821,1.53
88160,312406.23,4137859.14,8.61,736489.6877,0.97
88282,318969.43,4143680.8,5.42,736493.962,0.15
88304,321207.61,4116257.09,4.27,736494.947,3.22
88326,320232.02,4142696.68,7.13,736495.8791,0.7
88336,329537.67,4139252.71,5.9,736496.155,0.69
88351,326569.27,4140451.52,7.81,736496.4807,1
88382,347144.71,4170653.14,8.59,736497.6619,1.53
88390,335668.68,4136096,6.13,736498.2192,2.32
88399,298447.53,4116637.41,4.44,736498.5724,1.58
88482,339133.85,4141548.34,1.21,736501.3429,1
88536,333942.79,4132178.98,6,736503.1057,0.8
88564,310328.72,4127963.92,4.97,736503.8824,0.74
88683,333806.85,4147341.21,5.49,736509.0386,0.57
88719,310039.23,4120159.08,5.59,736510.0396,1.16
88720,309377.22,4121922.01,4.1,736510.0541,0.94
88729,328777.48,4138935.8,5.32,736510.3829,1.87
88738,328973.42,4136551.43,5.04,736510.707,1.35
88749,328301.57,4138899.06,5.95,736511.2657,1.34
88774,318126.29,4124633.44,7.35,736512.1398,1.13
88791,308764.42,4132678.64,9.22,736512.964,0.97
88818,333289.19,4132188.09,5.77,736514.4286,1.19
88819,332718.58,4132432.68,4.86,736514.4292,2.06
88831,313681.36,4174852.02,9.21,736514.7896,1.51
88835,333662.33,4134512.09,4.62,736515.0352,0.94
88861,328668.49,4138537.09,5.14,736515.9391,1.58
88891,345604.74,4128314.82,8.13,736517.0549,1.23
88895,348051.43,4137317.95,11.87,736517.1308,0.85
88898,346793.9,4130766.51,9.95,736517.3837,1.16
88908,346223.28,4147357.79,5.51,736517.6194,1.38
88967,348264.21,4169343.41,8.39,736520.0908,1.28
89009,354993.48,4149236.22,6.16,736521.4639,1.84
89021,303252.07,4148499.7,8.84,736521.8138,1.18
89026,336421.39,4134900.89,5.11,736521.9534,0.91
89039,295727.93,4119105.83,3.09,736522.5078,1.3
89043,295309.69,4137696.02,6.54,736522.7212,1.52
89050,322975.1,4141937.44,9.81,736523.1675,1.91
89105,309615.47,4128588.79,5.47,736524.9426,1.2
89111,313035.83,4119153.39,5.84,736525.1753,1.29
89112,312741.75,4119752.96,5.5,736525.1757,1.38
89123,313671.41,4118405.15,6.46,736525.5205,1.44
89125,313732.24,4117955.99,6.56,736525.5603,1.56
89132,313187.2,4118432.66,5.95,736525.7554,1.3
89138,313308.09,4118753.24,7.76,736525.9883,0.98
89145,334530.85,4138634.8,5.05,736526.1254,0.76
89170,304914.88,4130263.4,7.48,736527.1425,0.94
89172,331300.04,4136118.64,4.29,736527.162,1.32
89258,333115.21,4136773.63,4.66,736530.71,1
89264,334121.71,4137452.56,7.5,736530.9997,1.68
89267,334324.32,4139346.19,7.45,736531.0617,1.07
89270,334533.22,4137501.9,6.24,736531.0782,1.15
89271,333736.68,4137496.51,6.97,736531.0844,1.98
89272,334064.82,4138183.4,6.53,736531.0882,1.35
89274,297173.49,4121760.43,4.8,736531.1403,1.15
89283,336016.44,4142270.36,6.26,736531.3897,0.84
89284,333742.64,4139180.48,4.89,736531.4272,1.01
89285,334789.82,4137875.99,4.97,736531.428,1
89287,334943.86,4140922.32,5.1,736531.4496,0.88
89290,333968.97,4137545.61,4.82,736531.5049,0.75
89297,334266.38,4140233.78,7.33,736531.6188,1.25
89300,334532.85,4137885.63,7.89,736531.6332,2.21
89301,333037.91,4139763.09,4.81,736531.6345,0.49
89304,334682.87,4138791.97,7.17,736531.6391,1.13
89305,334131.43,4138937.21,7.31,736531.6594,1.23
89306,336009.18,4139678.78,6.28,736531.6602,1.43
89307,334292.57,4137759.3,7.64,736531.6616,1.51
89310,321184.79,4132619.65,7.97,736531.7739,2.52
89312,322253.18,4135733.31,5.78,736531.7771,0.77
89314,321513.78,4132486.85,10.34,736531.7863,1.39
89316,333956.07,4137226.52,5.54,736531.8166,0.85
89317,321272.29,4132789.95,10.55,736531.8203,1.21
89320,338040.62,4153090.27,8.06,736532.0521,1.57
89332,335828.39,4139114.69,4.66,736532.4729,1.13
89335,336598.7,4145036.79,6.54,736532.586,1.36
89336,334007.72,4138073.76,7.34,736532.5921,2.65
89337,333315.5,4141453.97,4.92,736532.5985,0.64
89338,334570.55,4139462.52,7.56,736532.6045,1.44
89339,333941.88,4139035.21,7.15,736532.6831,1.83
89341,335516.65,4141835.31,5.66,736532.7816,1.21
89342,334414.31,4139122.85,7.69,736532.9425,1.08
89345,334434.89,4135882.92,6.02,736532.9984,1.31
89346,334879.94,4137895.3,6.66,736533.0011,1.22
89347,332219.05,4137759.17,4.03,736533.0066,0.87
89348,334340.22,4138303.47,6.2,736533.0086,1.35
89349,334929.46,4137693.52,6.28,736533.0125,1.22
89351,333324.38,4138851.04,5.08,736533.0299,1.02
89353,333740.6,4137875.94,5.81,736533.1137,1.21
89357,334103.7,4137536.16,7.16,736533.2664,1.85
89358,336117.51,4142786.74,5.61,736533.2691,0.92
89359,333495.88,4138007.24,4.9,736533.2696,1.19
89364,333903.8,4137565.22,7.68,736533.3798,3.05
89365,334458.03,4138178.26,7.3,736533.3807,2.01
89366,334870.18,4143463.24,5.88,736533.4032,0.41
89367,335580.07,4140304.04,6.22,736533.446,1.44
89369,334889.83,4139278.38,7.01,736533.4747,1.6
89372,334569.22,4136957.62,6.78,736533.5196,1.82
89375,334681.03,4135815,5.41,736533.5532,0.87
89376,334450.76,4137900.57,6.29,736533.555,0.73
89378,333180.24,4137505.93,4.44,736533.6672,0.91
89380,334319.23,4141276.25,5.07,736533.7265,0.96
89381,334193.32,4139274.86,7.46,736533.754,1.77
89382,339171.96,4128363.32,6.44,736533.7699,1.32
89388,333931.14,4138686.78,7.79,736533.9265,1.64
89391,334709.8,4136920.54,5.48,736533.9426,0.95
89396,334507.38,4137431.7,6.52,736534.0327,1.24
89398,334300.4,4138426.58,6.78,736534.0748,1.41
89400,334026.87,4138774.45,6.32,736534.1568,1.6
89401,337781.26,4175266.08,8.66,736534.1658,2.5
89404,334771.9,4139244.75,7.74,736534.2697,1.25
89418,334127.18,4138330.68,7.7,736534.627,1.65
89419,334138.1,4139611.73,6.68,736534.6359,1.17
89421,334302.09,4137327.99,7.05,736534.6428,2.15
89428,334704.66,4137847.48,5.97,736534.9419,1.01
89433,333670.86,4137381.04,5.04,736535.0968,0.32
89434,333045.39,4138852.73,4.36,736535.1026,0.49
89437,333876.45,4137976.58,7.81,736535.1953,2.52
89438,334694.67,4138085.66,7.33,736535.1982,1.86
89450,335001.58,4138904.65,7.54,736535.3796,1.39
89464,337566.43,4139223,5.35,736535.7508,1.33
89465,334276.22,4137466.47,6.87,736535.9662,1.55
89473,333241.99,4138779.76,4.64,736536.2429,0.92
89481,350831.33,4122139.24,3.48,736536.3866,1.31
89496,334153.37,4136731.1,6.58,736536.8791,1.51
89535,334102.26,4138106.18,5.71,736537.9893,0.81
89539,334077.78,4137158.5,7.78,736538.0651,2.27
89541,333907.9,4138145.78,7.43,736538.2624,2.22
89543,333709.69,4140443.1,5.86,736538.2785,1.36
89561,334941.8,4138967.77,6.89,736538.8618,1.5
89564,336227.38,4152281.18,5.92,736539.1632,0.8
89584,333284.13,4138676.35,4.39,736539.9972,0.39
89607,333844.64,4138595.37,6.36,736541.1525,0.96
89661,334894.82,4138638.92,6.25,736542.9454,1.04
89667,332897.15,4136892.65,4.21,736543.1489,0.55
89669,309339.26,4139659.57,9.42,736543.1719,0.92
89700,325943.97,4112195.59,5.96,736544.4867,1.39
89740,334726.66,4139487.62,7.07,736546.3921,1.01
89741,334089.83,4138568.63,7.98,736546.3941,1.95
89742,334383.97,4137695.44,8.08,736546.4013,1.95
89754,314650.33,4143540.21,4.92,736546.8765,0.61
89762,317238.52,4128736.58,8.54,736547.2235,1.14
89764,331435.01,4129491.95,5.65,736547.3531,0.88
89766,311018.14,4123002.29,4.11,736547.3875,1.03
89769,334304.43,4138843.75,7.11,736547.4406,1.22
89774,332343.5,4146979.48,4.73,736547.6755,0.43
89776,333634.3,4139210.83,5.2,736547.7327,0.88
89846,291996.18,4135080.4,4.7,736550.0932,1.9
89848,301614.78,4124827.94,6.23,736550.0957,1.04
89866,302208.84,4114420.66,5.3,736550.493,1.82
89877,333827.48,4138053.03,6.51,736550.9711,1.13
89891,334707.53,4137965.75,7.41,736551.4563,1.52
89892,334189.55,4137674.65,7.5,736551.461,1.81
89893,334095.53,4138833.25,7.29,736551.4612,1.71
89898,332580.69,4143804.37,3.89,736551.6488,0.41
89903,332965.18,4140802.73,4.83,736551.9613,0.65
89906,333080.07,4140188.6,5.16,736552.0374,0.58
89928,332005.52,4139220.24,4.09,736553.0216,0.7
89944,334666.56,4138541.1,6.74,736553.487,1.26
89991,340281.57,4130985.98,5.52,736556.4515,1.74
89994,334330.27,4137466.96,5.39,736556.6005,1.25
90001,332791.07,4139396.28,5.13,736556.9022,1.29
90002,333027.41,4139756.53,4.64,736556.9769,0.96
90038,318776.15,4148239.29,4.14,736558.5567,0.98
90046,302305.95,4115464.52,4.78,736558.7681,1.84
90129,335844.33,4128336.71,6.76,736561.7067,0.93
90130,336888.34,4128755.43,5.58,736561.71,0.8
90145,329633.38,4133337.64,4.97,736562.4954,1.27
90146,332210.59,4135342.74,6.13,736562.5022,1.53
90247,339461.31,4170087.28,8.62,736565.6858,1.61
90252,335221,4136686.56,6.57,736566.0291,1.08
90271,294621.1,4118067.37,3.42,736567.0046,1.16
90274,333656.67,4137594,3.63,736567.0568,1.02
90298,344058.27,4128011.04,7.68,736568.2207,1.4
90307,335249.48,4135991.92,5.36,736568.6487,1.15
90308,335774.79,4135484.98,6.12,736568.7014,2.04
90313,335857.76,4135766.51,5.68,736568.7979,1.7
90340,327287.48,4137197.29,5.53,736569.8747,0.68
90345,320494.42,4150154.55,3.87,736570.0908,0.26
90361,328211.94,4151474.6,4.85,736570.7018,0.74
90371,333491.66,4103538.97,7.83,736571.1284,1.7
90433,319110.97,4151515,3.39,736573.0358,0.2
90447,347526.43,4171267.56,9.28,736573.2865,2.57
90460,319083.76,4151447.32,4.1,736573.6989,1.31
90466,334487.61,4133366.42,5.98,736573.7733,1.49
90472,340561.61,4167392.08,8,736574.3568,1.34
90498,335542.34,4136353.12,5.58,736575.9058,1.06
90515,334921.31,4133452.42,6.35,736576.6961,0.77
90521,313566.13,4130790.52,7.89,736577.1037,0.68
90580,323734.72,4137859.81,5.47,736580.1041,0.59
90583,317107.64,4117472.61,4.94,736580.2604,3.09
90669,286988.9,4148693.67,8.36,736583.66,1.04
90674,328640.15,4139279.85,5.3,736584.0201,0.3
90768,332581.46,4148841.54,4.34,736587.1076,0.37
90786,331647.8,4134510.89,4.93,736587.8323,1.14
90816,312851.35,4125998.22,5.9,736588.8837,1.55
90844,331749.23,4142991.36,6.11,736589.9525,0.82
90878,344999.49,4132175.49,5.24,736591.3618,1.54
90938,316591.05,4120365.55,5.9,736593.8418,1.08
91086,323527.97,4142629.64,6,736600.5284,0.78
91098,313945.63,4119836.46,5.48,736601.3675,1.53
91135,341748.51,4126895.12,5.85,736602.4285,1.55
91136,341789.32,4125960.02,6.44,736602.4303,1.58
91153,330558.63,4168026.13,7.24,736603.0517,1.72
91155,329223.2,4166876.45,7.21,736603.1914,1.56
91283,332303.69,4132400.58,5.34,736608.6497,1.28
91286,315002.01,4144150.09,4.69,736608.7415,1.11
91287,312985.64,4144169.43,4.65,736608.7422,0.82
91319,332620.67,4137964.45,4.37,736610.6766,1.03
91320,333392.31,4138019.96,5.9,736610.6816,0.92
91321,333274.75,4138193.14,4.41,736610.716,0.8
91322,334419.5,4136792.42,5.76,736610.7178,0.75
91323,332518.83,4137466.99,3.27,736610.7212,0.98
91325,333471.46,4137400.11,4.42,736610.7482,0.78
91326,334510.63,4135976.33,4.74,736610.7644,0.72
91327,333358.67,4137630.47,4.62,736610.7649,1.02
91334,317138.71,4117263.57,4.28,736610.8755,1.5
91426,376299.5,4132061.68,2.57,736615.0221,1.31
91447,350241.35,4099100.16,6.77,736615.4999,1.67
91565,319792.71,4140394.91,7.66,736620.319,1.34
91568,319596.93,4140171.79,8.3,736620.4385,1.68
91661,321507.33,4149075.94,7.15,736624.3128,0.98
91664,326131.13,4146472.98,6.5,736624.5486,1.45
91680,334068.19,4136805.16,7.41,736625.3987,2.53
91712,330568.03,4128796.48,5.38,736626.8177,1.26
91734,329412.32,4133833.67,3.6,736627.9458,1.3
91752,340577.24,4137598.39,4.66,736628.9088,0.7
91787,333096.77,4136471.41,4.97,736629.803,0.96
91850,314301.51,4136711.66,3.84,736633.1363,1.23
91893,343204.77,4125364.05,5.69,736634.8296,1.38
91902,343459.55,4143182.27,3.63,736635.3732,1.18
91914,311525.52,4133362.48,4.77,736635.653,1.44
91915,311895.2,4132920.53,5.87,736635.6831,1.12
91969,331305.95,4119444.78,10.05,736637.3854,1.73
92024,327994.42,4135595.35,6.8,736640.1082,1.06
92045,337446.06,4120553.16,7.84,736640.6098,0.99
92077,332417.04,4130787.15,5.72,736641.4061,1.15
92161,330246.25,4133124.83,4.82,736644.5985,0.74
92162,331362.05,4131417.61,7.35,736644.6028,1.11
92171,309582.1,4147385.88,7.93,736645.0719,0.29
92188,321860.14,4127632.23,5.31,736646.1226,2.09
92206,334522.44,4176388,8.95,736646.6395,2.1
92215,325812.34,4096069.62,6.23,736647.1674,1.78
92218,307681.15,4116935.4,5.5,736647.3006,1.62
92223,325297.81,4140658.98,5.2,736647.4203,0.81
92224,326871.21,4120333.95,3.75,736647.4225,1.55
92230,328603.46,4127309.49,6.42,736647.6121,1.19
92233,328394.3,4127643.56,6.42,736647.6756,1.24
92237,339307.01,4108035.45,4.58,736647.7854,1.26
92271,331699.82,4131460.87,6.02,736648.8588,1.06
92281,327816.03,4125732.3,8.06,736649.1632,1.05
92296,328245.91,4126950.61,6.19,736649.6828,1.05
92298,328559.6,4125966.6,6.97,736649.7968,0.78
92299,331264.09,4132776.79,7.4,736649.8157,1.09
92300,307800.01,4118296.07,2.84,736649.8352,0.96
92303,332847.12,4130776.67,6.86,736649.9313,1.55
92304,334417.45,4130535.57,6.11,736649.9332,0.43
92306,332524.99,4130673.77,6.37,736649.9448,0.66
92310,307737.46,4117102.19,5.84,736650.1454,1.29
92311,307038.78,4117506.97,6.74,736650.1488,1.26
92333,332890.55,4130407.17,6.24,736650.7668,1.46
92343,291903.47,4120339.24,2.02,736651.1432,1.23
92361,333072.68,4132346.58,6.22,736651.7306,0.97
92363,292014.78,4119180.99,3.91,736651.8526,1.39
92364,290741.89,4120762.36,2.9,736651.8624,1.44
92365,335781.55,4131734.01,6.05,736651.872,0.59
92366,291718.16,4120200.71,2.8,736651.8805,1.49
92367,292235.02,4120587.85,1.95,736651.9192,1.16
92390,306556.15,4165181.45,8.61,736653.1344,1.22
92401,317673.02,4113723.59,5.32,736653.4011,1.57
92403,357953.95,4153845.71,3.12,736653.4346,1.66
92408,335890.42,4130734.79,5.88,736653.5805,2.43
92409,336012.78,4131436.45,6.27,736653.5882,1.12
92410,333229.42,4134859.37,5.92,736653.5896,0.84
92411,336099.94,4131301.43,6.19,736653.592,1.05
92412,335942.94,4131768.03,6.11,736653.5953,1.01
92413,335418.19,4131906.2,5.82,736653.5988,0.89
92420,332551.04,4141563.95,6.94,736653.6778,0.83
92422,336221.77,4130631.4,4.8,736653.7285,0.89
92426,336484.28,4130598.74,5.41,736653.9063,0.66
92429,335761.04,4131628.3,6.86,736654.119,0.93
92433,306949.53,4117883.14,5.91,736654.2084,1.47
92435,306880.8,4118131.51,6.59,736654.2507,1.4
92438,307442.52,4117337.63,5.42,736654.3014,1.76
92441,307033.37,4117964.04,6.26,736654.3744,1.72
92442,308668.84,4115985.46,6.2,736654.3753,1.7
92448,326429.78,4142924.86,5.72,736654.4563,0.88
92450,306053.02,4119094.99,6.54,736654.5175,1.32
92451,308370.34,4116293.99,5.65,736654.6089,1.67
92452,308613.32,4115829.41,6.71,736654.6098,1.57
92453,309104.44,4115759.31,5.16,736654.6104,1.92
92454,307005.89,4166045.62,8.5,736654.6147,1.57
92458,335969.23,4130693.18,6.34,736654.8627,1.36
92466,311448.16,4116156.41,5.83,736654.9936,1.62
92471,295467.21,4104795.19,8.35,736655.1069,1.9
92488,310868.94,4164121.16,8.73,736655.6805,0.82
92496,317688.88,4150760.62,4.18,736656.0609,0.26
92509,318997.37,4134494.01,8.01,736656.4987,1.91
92510,317866.4,4133648.45,6.58,736656.4997,1.26
92513,319144.82,4133930.55,7.67,736656.5241,1.77
92514,318382.6,4135135.1,7.87,736656.5411,1.16
92518,320815.14,4130802.91,4.47,736656.5775,1.27
92524,335461.79,4130371.47,4.99,736656.6722,1.72
92526,319640.06,4135098.01,7.15,736656.6922,2.1
92527,319427.64,4134594.17,7.21,736656.6947,1.97
92528,318931.46,4134565.26,7.55,736656.7036,1.3
92529,320164.18,4133674.57,4.13,736656.7282,0.71
92530,320123.57,4132919.58,4.31,736656.7491,0.88
92531,319429,4132780.23,6.13,736656.7843,1.11
92532,318985.13,4135153.01,7.79,736656.8155,1.41
92534,326669.88,4114361.9,4.83,736656.8704,1.12
92535,326141,4113802.03,5.73,736656.9509,1.8
92537,319694.87,4134133.59,5.38,736657.0041,0.97
92539,319360.29,4134139.48,7.16,736657.0594,1.47
92541,318845.7,4134636.94,6.85,736657.0599,1.27
92545,319782.9,4134336.06,6.93,736657.1612,2.19
92548,319262.52,4135935.52,5.55,736657.2355,0.89
92551,315775.58,4136705.79,6.44,736657.3135,0.89
92552,319134.7,4133080.99,7.34,736657.328,1.29
92553,319274.42,4133918.65,8.54,736657.3626,1.44
92556,319418.01,4134370.02,8.58,736657.3675,1.42
92561,318433.48,4133583.95,7.8,736657.3791,1.2
92562,319169.24,4135441.21,6.84,736657.3812,1.12
92563,319398.34,4135035.17,6.86,736657.3833,1.77
92564,319106.34,4134647.51,6.41,736657.388,1.23
92565,318999.95,4135281.13,7.77,736657.4051,1.7
92568,328252.59,4136688.2,6.39,736657.4452,0.87
92572,319209.84,4134535.82,7.44,736657.511,1.68
92573,319065.57,4134967.21,8.29,736657.5214,1.23
92595,306397.44,4118000.19,7.35,736658.1651,1.53
92613,319000.07,4134913.79,6.89,736658.731,1.38
92617,317741.33,4131723.03,6.19,736658.8421,1.01
92618,318971.38,4133924.09,8.28,736658.8615,1.19
92622,317540.68,4133829.73,7.27,736658.9669,1.38
92623,322696.29,4091796.4,8.12,736658.9765,1.36
92626,337948.3,4123004.65,4.32,736659.1806,1.21
92684,319240.78,4134244.97,7.2,736661.0188,2.42
92685,319626.59,4133861.09,5.91,736661.0195,1.15
92686,318484.21,4134226.6,8.29,736661.021,1.59
92689,319176.42,4133145.03,7.14,736661.0458,1.37
92690,319073.89,4134974.8,7.13,736661.0553,1.53
92691,319466.19,4134327.13,6.18,736661.0582,1.14
92692,319084.86,4134441.16,7.22,736661.0819,1.2
92694,318649.26,4133486.36,7.65,736661.098,1.26
92695,318301.45,4135014.31,6.25,736661.1068,1.04
92696,319969.75,4134360.57,4.47,736661.1072,0.81
92697,319560.45,4134357.51,6,736661.1135,1.17
92704,319518.22,4136790.77,4.78,736661.3242,1.12
92709,318246.37,4135742.52,6.27,736661.4303,0.98
92716,335506.39,4136543.19,5.87,736661.6506,1.26
92718,310740.72,4164161.39,8.62,736661.7397,0.92
92722,306733.78,4166203.74,8.01,736662.1291,1.69
92723,309243.92,4164058.61,9.62,736662.1298,0.88
92724,309217.69,4163847.6,9.81,736662.1316,1.01
92726,310512.77,4164177.7,8.74,736662.3381,0.58
92728,307775.24,4167733.3,10.69,736662.5264,4.22
92730,317689.87,4134411.28,7.74,736662.7998,0.94
92759,330701.85,4149132.86,4.74,736663.9044,1.05
92791,288700.62,4143837.88,5.62,736665.0433,1.84
92800,314025.36,4111188.06,3.25,736665.2377,1.42
92810,350426.59,4140369.91,9.14,736665.4086,1.35
92820,315054.17,4141270.98,5.05,736665.7886,0.61
92822,306783.35,4166776.03,9.15,736665.8114,1.07
92824,335820.37,4130706.86,5.99,736665.9281,1.27
92842,305842.48,4165643.04,7.88,736666.977,1.31
92848,338492.2,4152262.2,5.69,736667.1929,1.1
