GENIE_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude,Scaled_E,Cluster
1625789,286281.37,4815067.03,6110,732252.6302,1.83,-5.72,2
1625799,314377.38,4746416.64,4010,732252.756,2.14,-5.59,2
1625809,315449.34,4748577.11,13010,732252.7681,1.94,-5.96,2
1625839,314924.94,4747924.41,9190,732252.898,1.87,-6.27,2
1625859,314400.45,4747271.75,11000,732253.0294,2.22,-5.91,2
1626059,329705.5,4767988.87,10020,732254.1898,1.63,-6.18,2
1626129,356201.69,4738138.69,6660,732254.4664,1.93,-5.79,2
1626259,357580.9,4798926.89,19310,732255.7849,1.51,-11.37,2
1626399,364317.46,4672589.91,10900,732256.4841,2.33,-5.91,2
1626429,338711.69,4758325.63,11630,732256.6976,1.72,-6.16,2
1626439,261590.79,4859656.82,10,732256.7252,2.21,-5.78,2
1626449,258269.26,4855962.11,0,732256.731,1.59,-5.73,2
1626479,356166.26,4729751.7,4000,732256.8388,1.83,-5.93,2
1626529,346951.05,4762581.01,9150,732257.0645,1.82,-6.08,2
1626549,355796.33,4764388.79,48320,732257.2309,2.14,-6.18,2
1626609,311032.62,4815571.95,7910,732258.1203,1.58,-6.28,2
1626709,315613.85,4805775.35,0,732258.8488,1.58,-6.27,2
1626879,358185.71,4801080.77,3130,732259.5522,1.77,-6.27,2
1626939,331098.28,4765642.97,4000,732260.0331,1.91,-5.92,2
1627339,378579.09,4737097.56,11070,732261.7056,1.64,-6.01,2
1627349,380203.07,4737313.55,16490,732261.7326,2.33,-5.77,2
1627439,313331.27,4795612.74,8910,732262.1451,1.67,-6.32,2
1627739,373844.3,4722908.35,15490,732263.5908,2.01,-6.19,2
1627789,337651.14,4751439.37,13970,732263.7994,2.53,-5.69,2
1627809,374665.72,4723893.17,16410,732263.9257,2.05,-6.06,2
1627929,355241.63,4732548.39,4010,732264.471,2.24,-5.82,2
1627939,358487.48,4801552.21,3550,732264.5851,2.11,-5.97,2
1627959,291406.92,4811904.74,9590,732264.8331,1.91,-6.18,2
1628009,354948.94,4733821.02,12130,732265.2133,3.25,-5.1,2
1628089,370077.68,4774212.11,17470,732266.3933,1.86,-6.11,2
1628149,326977.13,4678363.88,4000,732266.4651,1.78,-5.69,2
1628339,329515.68,4793552.58,15450,732267.6585,1.86,-5.98,2
1628429,355519.09,4800370.57,2600,732268.6688,1.63,-6.21,2
1628499,346157.82,4772620.89,4000,732268.8056,1.71,-5.86,2
1628629,317216.6,4738772.72,14010,732269.9164,1.79,-5.74,2
1628789,355657.37,4734806.05,4000,732270.959,1.72,-5.88,2
1628799,355467,4735098.88,4000,732271.0517,1.76,-5.72,2
1629059,302359.04,4733680.93,4050,732273.2806,1.73,-5.46,2
1629189,369919.78,4750441.53,4500,732274.6367,2.03,-6.11,2
1629469,297776.33,4808987.18,9640,732276.2472,1.83,-5.96,2
1629669,342440.08,4692320.66,4000,732277.7746,1.75,-5.97,2
1629679,343876.1,4748572.93,11170,732277.8713,1.93,-5.48,2
1629699,354556.06,4733051.61,13310,732278.0068,1.96,-5.53,2
1629709,367055.06,4692376.3,22040,732278.1447,1.97,-6.08,2
1629729,354597.41,4799745.88,2620,732278.442,1.6,-6.12,2
1629809,314265.18,4807435.03,4000,732278.8837,1.6,-6.35,2
1629819,314718.71,4810078.93,12130,732278.8843,1.71,-5.96,2
1629839,357280.53,4717008.48,3950,732278.9404,2.22,-5.81,2
1629909,374025.23,4775971.05,19860,732279.3556,1.94,-6.01,2
1630079,344001.52,4730615.36,6380,732280.89,1.99,-5.96,2
1630149,357230.28,4749060.35,6740,732281.9303,1.78,-5.95,2
1630259,353439.76,4797970.88,800,732282.5105,1.65,-6.25,0
1630299,363190.98,4769314.05,20940,732282.6188,1.95,-6.07,0
1630309,284860.57,4816224.04,2910,732282.6253,1.65,-6.45,0
1630459,337059.88,4749586.66,12080,732284.1734,2.13,-5.75,0
1630499,343934.73,4744671.73,5730,732284.6355,1.67,-5.54,0
1630559,249020.3,4872244.25,6200,732285.1531,2,-6.03,0
1630569,248653.79,4871479.53,6930,732285.1757,2.09,-5.9,0
1630749,357449.49,4800774.04,2800,732286.6435,1.63,-6.38,0
1630769,355437.46,4717979.79,3860,732286.6928,2.01,-5.61,0
1630879,338760.49,4757624.46,4040,732288.0551,1.95,-6.09,0
1631019,394207.29,4754078.91,22400,732289.0254,2.21,-5.86,0
1631039,348770.11,4767395.97,10020,732289.1004,1.83,-6.05,0
1631049,392387.1,4754073.88,21620,732289.136,1.99,-5.85,0
1631069,327247.02,4719857.53,11530,732289.2116,2.24,-5.9,0
1631109,360510.07,4799376.96,2610,732289.698,1.91,-6.38,0
1631219,294296.03,4816573.9,7390,732290.6076,1.68,-6.25,0
1631239,320069.44,4737675.35,13120,732291.0773,2.83,-5.51,0
1631319,307154.97,4803955.3,4400,732292.1758,1.55,-11.42,0
1631329,350280.91,4712923.11,4010,732292.1972,2.07,-5.54,0
1631379,360665.32,4704442.33,18500,732292.2518,2.07,-5.69,0
1631499,319014.16,4736147.18,15540,732292.9488,2.38,-5.72,0
1631519,320145.47,4737451.12,13290,732293.3002,3.25,-5.1,0
1631529,285658.43,4725741.99,25650,732293.4502,1.72,-5.3,0
1631549,354920.39,4723078.69,1270,732293.5164,2.81,-5.54,0
1631569,321560.22,4738336.72,940,732293.8398,2.48,-5.76,0
1631579,320608.15,4734460.92,18390,732293.9219,2.01,-5.89,0
1631589,319225.89,4733285.69,17940,732293.9488,2.13,-5.95,0
1631599,318179.46,4736480.27,12020,732294.054,2.32,-5.86,0
1631639,318120.08,4734225.95,16700,732294.3695,2.51,-5.74,0
1631679,363329.88,4705300.48,12230,732294.5008,1.91,-5.82,0
1631709,314559.22,4764015.44,29990,732294.776,2.2,-12.4,0
1631739,318072.75,4735538.5,18180,732295.2504,3.52,-5.09,0
1631749,319182.98,4734775.9,16940,732295.2836,2.13,-5.77,0
1631759,329264.91,4737086.1,22030,732295.3364,2.17,-5.74,0
1631789,307662.55,4747845.83,10330,732295.4184,2.26,-5.97,0
1631799,320539.23,4731806.84,17550,732295.4232,2.24,-5.71,0
1631809,353844.81,4800573.2,2630,732295.4413,1.65,-11.57,0
1631829,321441.09,4738162,9970,732295.5031,2.27,-5.67,4
1631849,318060.75,4735083.19,14030,732295.5616,4.34,-4.67,4
1631859,322198.28,4738953.65,11070,732295.572,2.15,-5.84,4
1631879,319763.18,4735038.55,16000,732295.5881,2.12,-5.73,4
1631889,317922.44,4733875.55,10040,732295.5941,1.98,-5.93,4
1631899,317839.78,4735400.18,15560,732295.6064,2.55,-5.54,4
1631909,318680.77,4734677.94,15300,732295.6231,2.18,-5.79,4
1631919,295814.28,4732926.51,4050,732295.6345,1.97,-6.07,4
1631929,317292.11,4733892.2,11630,732295.6743,2.25,-5.78,4
1631949,316558.3,4734022.77,12720,732295.7055,2.04,-5.97,4
1631989,318320.61,4736243.19,13970,732295.7481,2.81,-5.59,4
1632029,318222.11,4735612.35,15200,732295.7965,2.11,-5.84,4
1632039,318628.47,4734245.92,14000,732295.801,1.93,-5.81,4
1632059,317869.8,4733432.43,14390,732295.8333,2.36,-5.94,4
1632069,317190.68,4734083.8,13010,732295.8397,2.18,-5.83,4
1632079,318758.2,4735131.53,16060,732295.8767,2.53,-5.58,4
1632099,317496.27,4734798.05,16350,732295.8925,2.47,-5.72,4
1632119,318218.02,4734834.57,17270,732295.9589,2.09,-5.8,4
1632129,317737.66,4733702.62,15990,732295.9975,2.36,-5.73,4
1632149,317462.79,4733220.92,14200,732296.0049,1.76,-5.85,4
1632169,317714.25,4733436.53,10010,732296.0235,2.15,-5.77,4
1632179,317716.89,4733536.48,14390,732296.0282,2.67,-5.53,4
1632189,318414.42,4736696.34,15010,732296.0345,2.35,-5.69,4
1632199,319009.79,4735980.6,13230,732296.0471,2.85,-5.42,4
1632239,320834.58,4737188.71,10430,732296.1619,2.53,-5.72,4
1632249,317640.89,4733760.74,13160,732296.1676,2.36,-5.81,4
1632259,350592.78,4734969.33,1630,732296.1738,1.57,-6.24,4
1632269,261391.45,4865525.01,960,732296.1925,2.31,-5.87,4
1632289,317516.19,4735242.03,13540,732296.2203,2.54,-5.74,4
1632309,319738.97,4733483.42,15050,732296.2832,1.85,-5.76,4
1632319,318768.41,4735520.2,13120,732296.3589,2.38,-5.67,4
1632329,318424.72,4733973.46,12630,732296.3699,2.62,-5.52,4
1632339,318199.6,4734134.96,12800,732296.4074,2.34,-5.69,4
1632349,320060.56,4735764.22,16540,732296.4239,1.97,-5.96,4
1632409,317528.23,4732596.88,15300,732296.7032,2.51,-5.56,4
1632439,316836.11,4732759.65,15220,732296.8421,3.59,-4.97,4
1632489,317612.81,4733628.13,16920,732297.1692,2.61,-5.56,4
1632539,319128.96,4734277.25,14770,732297.3507,1.93,-5.73,4
1632559,287327.86,4804583.61,54740,732297.3723,2.63,-5.71,4
1632609,322015.01,4739147.29,20,732297.5895,1.79,-5.82,4
1632619,318116.36,4737193.15,4010,732297.62,2.21,-5.47,4
1632649,324019.83,4738484.66,1350,732297.7961,1.67,-5.67,4
1632689,317688.09,4735548.65,13610,732298.2305,2.01,-5.73,4
1632709,317645.29,4733927.32,17270,732298.2741,2.24,-5.71,4
1632729,317888.54,4734143.15,15870,732298.3381,3.76,-4.99,4
1632739,318836.26,4734985.02,13420,732298.4096,2.15,-5.66,4
1632749,321820.92,4736385.31,15790,732298.53,2.12,-5.66,4
1632779,362590.32,4780324.89,18580,732298.9349,1.98,-6.02,4
1632789,316894.1,4734947.34,13010,732299.0086,1.79,-5.99,4
1632939,318520.07,4733237.52,14280,732299.7826,2.07,-5.91,4
1632959,318841.1,4736729.58,14460,732299.9589,1.71,-6.05,4
1632989,320991.44,4729017.02,22070,732300.1438,1.65,-6.17,4
1633159,318782.98,4736075.45,16300,732301.049,1.71,-6.03,4
1633269,319316.92,4738639.59,4010,732301.4312,1.91,-5.9,4
1633389,318549.46,4735914.9,16300,732301.9416,2.47,-5.68,4
1633409,322208.3,4739342.33,4010,732301.9829,1.67,-6.25,4
1633439,320044.35,4735142.34,17870,732302.0582,1.67,-6.13,4
1633579,319545.9,4735499.84,14920,732302.6821,1.79,-5.82,4
1633589,353377.42,4799961.1,1860,732302.6853,1.75,-6.23,4
1633599,353871.71,4800317.07,1860,732302.6987,1.85,-6.33,4
1633639,321460,4735727.89,24530,732303.147,1.7,-5.93,4
1633649,319315.65,4737028.29,4040,732303.1493,1.88,-5.98,4
1633779,332954.04,4756485.62,4010,732303.4868,2.07,-5.8,4
1633809,318249.01,4736634.02,11980,732303.5977,1.94,-5.96,2
1633829,316369.64,4732471.99,12610,732303.6286,2.19,-5.93,2
1633859,324997.81,4738959.83,1790,732303.7209,2.08,-5.82,2
1633919,358055.61,4729990.4,12000,732303.9009,2.16,-5.84,2
1633989,317768.2,4735791.01,14350,732303.9675,2.2,-5.84,2
1634019,357598.43,4775738.95,18730,732304.0919,1.98,-5.87,2
1634029,302096.18,4766587.53,12890,732304.1469,2,-6.03,2
1634049,320826.21,4735288.69,19800,732304.3758,1.77,-6.48,2
1634069,324047.72,4734761.36,12360,732304.5616,2.09,-6.02,2
1634099,292344.59,4812098.13,9840,732304.6528,1.67,-5.75,2
1634189,328143.97,4762605.1,13080,732304.8866,3.1,-5.55,2
1634249,263703.57,4851162.67,4000,732305.3715,2.34,-5.87,2
1634259,263286.01,4850977.32,4000,732305.3728,1.57,-5.82,2
1634269,318277.68,4737722.31,13010,732305.4927,1.91,-5.91,2
1634319,321316.94,4738109.65,18630,732305.6617,1.68,-5.71,2
1634329,318972.87,4737070.61,15940,732305.7167,1.95,-5.94,2
1634359,324103.43,4741760.65,7480,732305.8237,1.81,-5.85,2
1634369,319328.16,4737505.81,16050,732305.8283,1.93,-6.06,2
1634379,360015.01,4713397.96,6270,732305.917,2.19,-5.99,2
1634409,318205.74,4734368.16,14090,732306.0377,2.01,-5.91,2
1634449,321369.35,4738552.8,16270,732306.2839,1.83,-5.73,2
1634479,318845.47,4736896.15,16050,732306.9759,1.88,-5.77,2
1634539,351062.07,4793878.32,21710,732307.2252,2.19,-6.1,2
1634709,316037.05,4735059.02,4010,732308.7194,1.91,-6.09,2
1634759,317430.16,4734466.41,14790,732308.9931,2.35,-5.51,2
1634859,317989.15,4735474.03,17000,732309.5842,2.51,-5.75,2
1634879,317976.86,4735007.62,13100,732309.6473,2.11,-5.85,2
1634929,292221.94,4820717.54,6760,732309.9231,1.87,-6.26,2
1634939,318317.12,4734554.15,11990,732310.058,2.06,-5.88,2
1634969,318056.36,4734916.62,13120,732310.4011,2.31,-5.94,2
1634989,295098.58,4805677.46,29130,732310.4425,2.56,-5.7,2
1635079,338503.13,4704831.65,12100,732310.8756,1.93,-5.76,2
1635089,318038.22,4734228.11,14460,732310.9156,1.72,-5.85,2
1635169,367642.22,4694242.42,11570,732311.6823,2.12,-5.72,2
1635179,319750.86,4733938.73,15720,732311.6845,2.17,-5.62,2
1635199,399944.84,4675991.67,11910,732311.7411,1.53,-6.2,2
1635219,353087.79,4732171.67,7450,732311.9177,1.61,-6.06,2
1635339,359387.81,4711622.08,12010,732312.7475,1.98,-6.04,2
1635429,275376.77,4802802.25,1830,732313.4083,2.02,-5.81,2
1635539,342491.7,4739849.19,5570,732314.0662,2.05,-5.48,4
1635549,337510.41,4746520.39,5470,732314.123,2.2,-5.59,4
1635609,319289,4733506.29,14070,732314.3972,2.26,-5.58,4
1635679,359487.89,4762734.37,19520,732314.9394,2.22,-5.9,4
1635719,319969.93,4733544.08,14350,732315.0184,2.01,-5.5,4
1635819,365598.54,4772854.65,4010,732315.5942,1.73,-6.27,4
1636109,317429.51,4733821.89,14650,732316.7169,2.19,-5.85,4
1636119,319126.55,4737311.06,12380,732316.7276,2.37,-5.65,4
1636129,317132.3,4734663.21,14420,732316.7296,3.85,-5,4
1636139,317497.7,4734542.41,14430,732316.7413,2.2,-5.74,4
1636159,320367.71,4733089.22,15470,732316.7601,1.76,-5.54,4
1636169,319380.29,4734804.08,14180,732316.7665,2.03,-5.91,4
1636209,360541.34,4765212.53,17460,732316.8626,1.75,-6.33,4
1636229,325783.02,4732772.77,22480,732316.9186,1.62,-5.69,4
1636239,317677.83,4735159.97,14790,732316.9263,2.67,-5.63,4
1636249,306111.99,4826838.58,10680,732316.9526,1.54,-6.3,4
1636259,319030.53,4733646.41,15850,732316.9803,1.75,-6.07,4
1636269,361906.85,4722624.91,16770,732317.0053,1.68,-5.92,4
1636319,319947.14,4735811.63,12040,732317.0406,1.77,-5.74,4
1636329,323152.77,4733395.19,20530,732317.047,1.77,-6.2,4
1636339,317968.66,4734696.68,14330,732317.1131,2.09,-5.9,4
1636349,350373.69,4744862.07,9940,732317.1226,1.56,-6,4
1636389,365011.77,4722874.79,1160,732317.2707,1.6,-5.89,4
1636419,319443.85,4734102.32,16060,732317.3142,1.61,-6.68,4
1636469,302627.16,4738185.64,4020,732317.3441,1.96,-5.94,4
1636499,324071.89,4732493.87,20110,732317.5336,1.67,-5.84,4
1636549,317426.35,4734322.04,14410,732317.6598,2.67,-5.63,4
1636569,316525.42,4748159.35,7320,732317.7219,2.14,-6.03,4
1636579,314490.54,4747580.49,10730,732317.7432,1.82,-6.1,4
1636659,235403.16,4851937.93,4000,732318.0811,2.17,-5.89,4
1636689,238423.67,4853109,2850,732318.1309,2.42,-5.84,4
1636769,328068.64,4761229.06,3110,732318.6236,1.92,-6.43,4
1636829,328194.28,4761359.26,3120,732318.9649,1.65,-6.1,4
1636859,318575.88,4733802.8,15640,732319.034,2.44,-5.72,4
1636919,355818.79,4720926.94,13790,732319.2548,2.05,-5.96,4
1636949,356297.89,4722272.33,11500,732319.2867,1.73,-6.09,4
1636959,318296.67,4733776.8,13550,732319.3423,2.69,-5.62,4
1637089,340775.79,4689780.82,4000,732319.597,2.32,-5.99,4
1637169,321052.56,4733593.74,17040,732319.6528,1.87,-6.02,4
1637219,340941.3,4689810.39,5220,732319.7443,2.12,-6.02,4
1637259,318109.26,4733815.07,15280,732319.7936,2.27,-5.75,4
1637319,258526.81,4857509.79,990,732320.0547,2.8,-5.47,4
1637339,326834.67,4766305.23,10010,732320.2074,2.27,-5.7,4
1637499,364120.82,4700319.55,13780,732321.6394,1.73,-5.81,4
1637669,317567.24,4734073.84,14940,732322.4792,2.21,-5.8,4
1637679,318426.76,4734051.19,15850,732322.4885,2.05,-5.9,4
1637699,318225.04,4734167.63,13910,732322.5079,2.22,-5.69,4
1637769,317858.74,4734566.22,11730,732322.7152,1.79,-5.99,4
1637789,319389.86,4733603.67,14110,732322.7534,1.79,-5.76,4
1637799,324524.75,4732260.11,21970,732322.767,1.96,-5.89,4
1637819,327574.42,4731349.97,23210,732322.8289,1.64,-5.73,4
1637839,333662.83,4744612.26,11970,732322.9712,1.76,-5.77,4
1637859,318767.66,4733931.11,16990,732323.0332,1.82,-5.64,4
1637939,318122.13,4734303.69,14160,732323.5783,2.41,-5.72,4
1637959,316718.5,4794775.62,9560,732323.7539,1.99,-6.21,4
1637999,318839.33,4733540.29,13380,732323.8866,2.05,-5.87,4
1638039,330463.55,4767992.25,16560,732324.1993,1.85,-6.24,4
1638079,321517.33,4733192.78,18060,732324.4102,1.79,-5.39,4
1638089,358758.05,4704058.58,13600,732324.4307,3.63,-5.17,4
1638269,325408.53,4731893.26,22600,732325.206,1.63,-5.8,4
1638339,323300.31,4732758.02,20580,732325.5829,1.71,-6.13,4
1638399,323098.47,4732874.31,20400,732325.6744,1.85,-5.67,4
1638609,360405.48,4713212.37,10550,732326.4017,2.11,-5.87,4
1638619,363195.36,4765869.95,24450,732326.4079,2.59,-5.49,4
1638629,360142.87,4710362.67,11060,732326.4774,2.31,-5.68,4
1638649,330016.59,4731033.92,24240,732326.5173,1.82,-5.62,4
1638659,360375.68,4712546.43,10690,732326.5946,1.82,-6.22,4
1638749,322370.76,4733248.57,17910,732326.9659,1.79,-6.02,4
1638769,329702.53,4750465.07,15360,732327.1911,2.23,-5.83,4
1638849,336460.56,4752900.99,14660,732327.9352,2.81,-5.54,4
1638939,336548.8,4753176.68,13520,732328.1051,1.99,-5.89,4
1638959,356117.98,4722298.28,9890,732328.1812,1.87,-5.97,4
1639119,364430.67,4793064.47,27840,732328.8191,3.2,-5.31,4
1639129,318653.95,4733656.28,16680,732328.852,2.12,-5.87,4
1639199,358979.25,4684003.06,3140,732329.238,1.93,-5.97,4
1639229,320348.64,4733300.86,17590,732329.4206,1.75,-5.64,4
1639249,358359.33,4800466.05,2840,732329.6737,1.96,-6.12,4
1639289,274974.95,4835583.09,1710,732330.1225,1.98,-5.35,4
1639319,323050.43,4732597.73,20340,732330.3257,1.8,-5.97,4
1639389,366144.78,4790252.92,27000,732330.8816,2.24,-5.93,2
1639399,366695.34,4791408.62,25950,732330.8825,2.11,-5.8,2
1639449,314441.8,4717687.83,13230,732331.5183,2.33,-6.03,2
1639469,319512.88,4713764.89,4000,732331.533,2.37,-5.93,2
1639669,362647.09,4769002.78,20110,732332.5714,2.15,-5.84,2
1639779,318128.86,4733003.33,14640,732333.5847,2.47,-5.71,2
1639819,328322.18,4763856.33,15530,732333.7831,1.77,-6.16,2
1639849,296177.88,4810535.99,8790,732333.9907,2.08,-5.85,2
1639869,333595.68,4744202.76,10710,732334.044,2.04,-5.82,2
1639889,253087.24,4857164.67,7950,732334.2239,1.97,-6.46,2
1639939,291994.11,4811241.82,18440,732334.6339,1.73,-5.97,2
1639999,336276.85,4726194,10940,732335.1934,1.88,-5.71,2
1640029,300124.58,4813563.7,8740,732335.5799,1.79,-6.16,2
1640039,338072.71,4728307.27,28470,732336.03,1.61,-5.62,2
1640109,333520.18,4712782.02,15810,732336.7806,1.89,-5.94,2
1640129,333241.6,4713155.36,15170,732336.8402,1.65,-5.8,2
1640139,297496.06,4809640.33,7840,732336.8447,1.65,-5.97,2
1640269,353582.62,4800823.32,1610,732337.5533,1.61,-6.19,2
1640399,311905.69,4746639.36,770,732338.373,2.09,-5.5,2
1640419,373590.62,4739508.82,16330,732338.4499,1.85,-5.99,2
1640479,353341.39,4799795.22,1850,732338.6817,1.61,-6.18,2
1640579,299605.36,4788612.92,8130,732339.5807,1.52,-6.4,2
1640629,381044.82,4740098.2,16490,732339.7973,1.95,-6.37,2
1640649,366273.18,4774874.46,18860,732339.8705,2.16,-5.76,2
1640659,366983.6,4774993.88,19210,732339.8719,2.21,-5.88,2
1640669,366454.12,4774970.9,19270,732339.875,2.19,-5.72,2
1640859,303818.04,4779664.54,10000,732340.789,1.71,-6.26,2
1640949,315617.64,4807397.95,10000,732341.5837,2.17,-6.23,2
1641189,359969.97,4706666.91,14690,732343.4249,1.61,-5.9,2
1641329,249753.46,4869747.13,2090,732344.45,1.63,-3.88,2
1641369,353907.68,4710013.08,8910,732344.6222,2.75,-5.69,2
1641409,355641.8,4682126.92,14440,732344.7975,2.84,-5.78,2
1641529,353255.54,4741978.1,11660,732345.292,2.68,-5.66,2
1641539,353330.67,4741665.42,11000,732345.3698,1.85,-6.02,2
1641589,353488.96,4803236.45,2140,732345.5611,1.75,-6.13,2
1641639,356922.31,4800385.18,2940,732345.676,1.62,-6.21,2
1641809,313442.59,4707368.68,18050,732346.321,1.75,-5.83,2
1641899,340229.46,4690037.68,4000,732346.7456,2.25,-6.06,2
1641959,356265.23,4702409.85,5180,732347.193,1.83,-6.01,2
1642109,340899.36,4689778.02,4000,732348.9444,1.87,-5.62,2
1642189,343895.77,4766283.33,6940,732350.0639,1.89,-6.02,2
1642199,327121.38,4762164.13,2130,732350.2042,1.68,-6.35,2
1642259,320116.53,4736340.61,16380,732350.5325,1.94,-5.76,2
1642319,319183.65,4736364.99,15010,732351.0424,3.31,-5.22,2
1642339,319648.05,4736275.05,15870,732351.2377,2.37,-5.76,2
1642349,319171.43,4735898.58,13780,732351.2471,3.17,-5.21,2
1642359,295295.68,4806027.2,29290,732351.4925,1.71,-6.15,2
1642399,358588.63,4800961.23,3140,732351.6918,1.75,-6.1,2
1642409,329451.14,4772162.36,60100,732351.6965,2.45,-5.81,2
1642429,319744.39,4736828.16,14200,732351.9323,2.32,-5.7,2
1642459,378520.31,4768391.02,10710,732352.1582,1.76,-6.18,2
1642469,322439.22,4739091.9,9990,732352.2194,2.44,-5.72,2
1642489,338590.79,4728028.51,9220,732352.252,1.57,-5.77,2
1642499,264185.79,4854537.46,4000,732352.2679,1.61,-5.86,2
1642509,318046.15,4746929.86,14180,732352.2806,2.09,-5.94,2
1642629,249522.86,4895996.14,8600,732352.7814,2.25,-6.16,2
1642739,295332.9,4810728.33,9170,732353.4106,1.76,-6.25,2
1642779,314234.1,4842825.68,24150,732353.7448,1.73,-5.09,2
1642809,325272.15,4798083.71,2000,732353.8316,2.44,-5.8,2
1642849,354101.7,4727039.76,10900,732353.9383,1.79,-6.15,2
1642909,338658.02,4775049.77,10810,732354.5504,1.95,-6,2
1643059,331689.78,4796087.51,7910,732355.8648,1.71,-6.02,2
1643079,358252.89,4718399.42,12200,732355.9605,3.2,-5.14,2
1643089,327707.77,4771183.79,4000,732355.9814,2.61,-5.92,2
1643159,358601.27,4720191.99,6050,732356.387,1.74,-5.87,2
1643209,360128.49,4756966.38,4010,732356.6132,1.73,-5.66,2
1643269,297267.75,4739719.29,4010,732356.9184,1.85,-6.07,2
1643319,297298.2,4739362.72,2900,732357.2238,1.94,-6.11,2
1643329,296306.16,4809954.06,9460,732357.2589,1.99,-6.11,2
1643439,371088.74,4772582.07,14070,732357.7779,1.79,-6.09,2
1643489,356209.87,4722774.08,1300,732358.4648,2.01,-5.94,2
1643499,356808.3,4719184.5,18270,732358.4691,2.44,-5.64,2
1643549,344797.38,4794330,6640,732359.1372,1.73,-5.59,2
1643579,361713.72,4700500.13,9960,732359.2759,2.03,-6.01,2
1643609,361222.43,4699376.81,6940,732359.3029,2.66,-5.63,2
1643619,363118.75,4702083.16,11960,732359.3087,1.97,-5.95,2
1643629,361411.79,4701039.33,9660,732359.3152,1.69,-6.06,2
1643639,361906.61,4700685.16,11470,732359.3164,2.47,-5.79,2
1643759,272201.41,4792590.27,5730,732359.7283,2.05,-5.46,2
1643889,307277.5,4752191.09,21810,732360.6636,1.95,-6.08,4
1643939,354551.28,4719164.79,12530,732360.8587,2.31,-5.8,4
1643989,360514.74,4701434.89,8890,732361.0474,1.67,-6.14,4
1644009,362191.71,4700957.23,15200,732361.1554,3.14,-5.41,4
1644019,362990.4,4701830.19,12190,732361.1601,1.76,-6.01,4
1644059,362426.57,4701185.88,11680,732361.1662,1.65,-6.06,4
1644129,362926.51,4701509.29,12440,732361.1867,1.67,-6.17,4
1644139,359825.5,4700704.42,6560,732361.1892,1.83,-5.87,4
1644159,372475.01,4705016.07,3020,732361.1938,2.03,-5.89,4
1644179,363091.03,4700250.81,10390,732361.1993,2.01,-5.8,4
1644209,362275.26,4701022.23,11560,732361.2038,1.79,-5.98,4
1644219,362246.09,4701211.66,11700,732361.2053,1.69,-6.04,4
1644259,361768.43,4700354.63,12890,732361.2295,2.43,-5.74,4
1644269,361444.53,4700616.55,9660,732361.2414,1.87,-6.02,4
1644279,362949.29,4701830.99,11450,732361.245,1.65,-6.18,4
