Index,Parent,CB
829.0,827.0,0.0
946.0,378.0,0.0
985.0,575.0,0.0
1021.0,377.0,0.0
1042.0,575.0,0.0
1049.0,751.0,1.0
1052.0,166.0,1.0
1066.0,1052.0,0.0
1087.0,575.0,1.0
1112.0,188.0,0.0
1164.0,575.0,0.0
1206.0,232.0,1.0
1214.0,575.0,0.0
1217.0,1214.0,1.0
1229.0,351.0,0.0
1250.0,1217.0,0.0
1284.0,377.0,0.0
1313.0,1021.0,0.0
1318.0,1313.0,0.0
1331.0,806.0,0.0
1335.0,1087.0,1.0
1346.0,1335.0,0.0
1384.0,1313.0,0.0
1416.0,985.0,0.0
1431.0,1331.0,0.0
1454.0,575.0,0.0
1517.0,575.0,0.0
1520.0,1517.0,0.0
1528.0,1416.0,1.0
1529.0,1528.0,1.0
1530.0,1529.0,1.0
1537.0,1529.0,1.0
1539.0,1529.0,0.0
1540.0,1517.0,1.0
1586.0,1529.0,0.0
1593.0,377.0,1.0
1600.0,1593.0,1.0
1601.0,1600.0,0.0
1605.0,1600.0,0.0
1635.0,1517.0,1.0
1663.0,277.0,1.0
1670.0,277.0,1.0
1680.0,1384.0,1.0
1704.0,1670.0,0.0
1719.0,1600.0,1.0
1723.0,711.0,0.0
1729.0,1719.0,0.0
1760.0,1723.0,0.0
1804.0,1600.0,0.0
1871.0,1804.0,0.0
1877.0,1871.0,0.0
1892.0,1529.0,0.0
1900.0,575.0,0.0
1929.0,1871.0,0.0
1966.0,801.0,0.0
2008.0,1600.0,0.0
2072.0,1250.0,0.0
2095.0,2072.0,0.0
2102.0,1966.0,0.0
2103.0,1164.0,0.0
2142.0,1600.0,0.0
2149.0,1966.0,0.0
2194.0,1529.0,0.0
2213.0,575.0,1.0
2214.0,2213.0,0.0
2226.0,575.0,0.0
2276.0,575.0,0.0
2279.0,2276.0,0.0
2293.0,2149.0,0.0
2308.0,1331.0,0.0
2494.0,1871.0,0.0
2516.0,575.0,1.0
2653.0,1601.0,0.0
2947.0,2072.0,0.0
2989.0,2194.0,0.0
3005.0,2947.0,0.0
4025.0,3005.0,0.0
4082.0,2279.0,0.0
4101.0,4082.0,0.0
4133.0,4101.0,0.0
4157.0,4101.0,0.0
4186.0,1635.0,0.0
4318.0,4133.0,0.0
4348.0,2072.0,0.0
4363.0,4025.0,0.0
4369.0,2308.0,0.0
4395.0,4318.0,0.0
4544.0,1600.0,0.0
4576.0,4025.0,0.0
4898.0,2072.0,0.0
4941.0,2226.0,0.0
5011.0,4898.0,0.0
5094.0,5011.0,0.0
5115.0,5094.0,0.0
5152.0,5094.0,0.0
5238.0,1663.0,1.0
5242.0,5238.0,0.0
5276.0,1892.0,0.0
5281.0,5276.0,0.0
5296.0,4369.0,1.0
5295.0,5296.0,1.0
5309.0,5296.0,0.0
5361.0,4395.0,0.0
5377.0,2653.0,0.0
5383.0,5377.0,0.0
5391.0,2072.0,1.0
5427.0,1586.0,0.0
5486.0,5309.0,0.0
5646.0,2989.0,0.0
5694.0,1929.0,0.0
5913.0,1164.0,0.0
5943.0,4369.0,0.0
5993.0,2213.0,0.0
6049.0,5646.0,0.0
6080.0,1892.0,0.0
6303.0,5993.0,0.0
6382.0,1600.0,1.0
6383.0,6382.0,1.0
6386.0,6382.0,0.0
6448.0,5391.0,0.0
6458.0,1605.0,1.0
6459.0,6458.0,0.0
6527.0,5943.0,0.0
6530.0,6458.0,0.0
6546.0,6530.0,1.0
6547.0,6546.0,0.0
6577.0,5309.0,0.0
6708.0,6458.0,0.0
6719.0,6708.0,0.0
6765.0,6458.0,0.0
6787.0,5993.0,0.0
6799.0,5993.0,1.0
6802.0,6787.0,0.0
6818.0,4157.0,0.0
6850.0,2516.0,0.0
6854.0,6850.0,0.0
6857.0,6850.0,0.0
7014.0,6448.0,0.0
7025.0,5486.0,0.0
7041.0,6857.0,0.0
7069.0,6850.0,0.0
7078.0,7025.0,0.0
7091.0,7041.0,0.0
7411.0,7014.0,0.0
7423.0,6765.0,0.0
7480.0,5391.0,0.0
7558.0,6547.0,1.0
7562.0,7558.0,0.0
7575.0,7558.0,0.0
7578.0,7575.0,0.0
7605.0,6802.0,0.0
7668.0,2293.0,0.0
7690.0,6080.0,0.0
7693.0,6530.0,0.0
7762.0,7605.0,1.0
7809.0,5391.0,0.0
7885.0,4363.0,0.0
7937.0,6850.0,0.0
7945.0,4318.0,0.0
8052.0,5295.0,0.0
8054.0,8052.0,0.0
8081.0,8052.0,0.0
8126.0,8052.0,0.0
8145.0,5993.0,0.0
8182.0,8052.0,0.0
8196.0,7078.0,0.0
8221.0,6854.0,0.0
8244.0,6765.0,0.0
8258.0,8244.0,0.0
8341.0,8054.0,0.0
8426.0,8126.0,0.0
8740.0,8052.0,1.0
8754.0,8740.0,0.0
8789.0,5993.0,1.0
8836.0,7025.0,0.0
8899.0,8754.0,0.0
8911.0,7091.0,1.0
8912.0,8911.0,0.0
8925.0,8081.0,0.0
8955.0,7945.0,0.0
8964.0,8740.0,0.0
9046.0,8925.0,0.0
9168.0,5094.0,0.0
9182.0,6850.0,0.0
9187.0,6382.0,1.0
9193.0,9187.0,0.0
9294.0,6708.0,0.0
9303.0,9046.0,0.0
9400.0,6708.0,0.0
9405.0,9193.0,0.0
9451.0,9168.0,0.0
9483.0,9400.0,0.0
9521.0,9483.0,1.0
9534.0,9521.0,1.0
9542.0,9534.0,0.0
9582.0,9303.0,1.0
9591.0,9582.0,0.0
9602.0,8244.0,0.0
9633.0,9168.0,0.0
9642.0,5913.0,0.0
9668.0,9642.0,0.0
10110.0,9642.0,0.0
10167.0,9168.0,0.0
10177.0,8955.0,0.0
10186.0,8426.0,0.0
10187.0,10177.0,1.0
10189.0,10187.0,1.0
10191.0,10187.0,1.0
10193.0,10187.0,1.0
10195.0,10193.0,1.0
10198.0,10187.0,1.0
10199.0,10191.0,1.0
10200.0,7690.0,1.0
10202.0,10198.0,0.0
10231.0,10187.0,1.0
10236.0,10187.0,0.0
10237.0,10200.0,1.0
10279.0,10236.0,0.0
10281.0,10279.0,0.0
10286.0,10281.0,1.0
10359.0,10187.0,0.0
10361.0,10359.0,1.0
10362.0,10361.0,1.0
10411.0,6850.0,1.0
10419.0,10411.0,1.0
10429.0,10411.0,0.0
10454.0,8052.0,1.0
10455.0,10454.0,1.0
10468.0,10455.0,0.0
10489.0,10411.0,0.0
10537.0,9294.0,1.0
10538.0,10537.0,1.0
10540.0,10537.0,1.0
10545.0,10537.0,1.0
10571.0,10281.0,1.0
10583.0,10537.0,0.0
10611.0,10411.0,0.0
10619.0,10411.0,0.0
10630.0,9534.0,1.0
10659.0,10630.0,0.0
10708.0,8911.0,0.0
10729.0,10187.0,0.0
10738.0,10187.0,0.0
10863.0,10286.0,1.0
10868.0,10863.0,0.0
10915.0,10571.0,0.0
10956.0,10411.0,0.0
10972.0,10915.0,1.0
10975.0,10972.0,0.0
10987.0,10975.0,1.0
11011.0,10975.0,1.0
11039.0,11011.0,0.0
11043.0,10630.0,1.0
11080.0,10191.0,0.0
11130.0,9668.0,0.0
11278.0,9534.0,0.0
11386.0,10915.0,0.0
11415.0,10186.0,0.0
11467.0,9451.0,0.0
11512.0,10915.0,0.0
11533.0,11512.0,0.0
11547.0,11043.0,0.0
11559.0,9642.0,0.0
11583.0,11533.0,1.0
11586.0,11583.0,0.0
11588.0,11547.0,0.0
11645.0,11547.0,1.0
11646.0,10630.0,1.0
11649.0,11646.0,0.0
11720.0,11645.0,0.0
11726.0,9668.0,1.0
11758.0,10199.0,0.0
11852.0,11583.0,1.0
11875.0,11720.0,0.0
11899.0,10537.0,0.0
11946.0,10187.0,0.0
11950.0,11467.0,0.0
12068.0,10187.0,0.0
12205.0,10708.0,0.0
12365.0,10231.0,0.0
12557.0,12365.0,0.0
12653.0,12557.0,0.0
12678.0,10187.0,0.0
12748.0,11950.0,0.0
12769.0,12748.0,0.0
12775.0,12769.0,0.0
12777.0,12769.0,0.0
12787.0,12068.0,0.0
12806.0,12787.0,0.0
12876.0,12365.0,0.0
12930.0,12205.0,0.0
12931.0,10545.0,0.0
12951.0,12678.0,0.0
12977.0,12557.0,0.0
13002.0,11039.0,0.0
13017.0,11415.0,0.0
13086.0,10187.0,1.0
13091.0,13086.0,0.0
13117.0,13086.0,0.0
13138.0,9642.0,1.0
13151.0,13086.0,0.0
13176.0,13151.0,0.0
13311.0,13176.0,0.0
13359.0,12769.0,0.0
13381.0,13002.0,1.0
13382.0,13381.0,1.0
13383.0,13381.0,0.0
13724.0,12876.0,0.0
13756.0,10972.0,0.0
14073.0,13756.0,0.0
14424.0,13756.0,0.0
14490.0,13756.0,1.0
15137.0,12068.0,0.0
15268.0,13756.0,0.0
15423.0,13756.0,1.0
15467.0,11583.0,0.0
15762.0,11946.0,0.0
15899.0,13756.0,1.0
15905.0,15899.0,0.0
16036.0,11646.0,0.0
17249.0,13756.0,1.0
17388.0,15899.0,0.0
17396.0,13756.0,1.0
17397.0,17396.0,1.0
17398.0,17396.0,1.0
17399.0,17398.0,1.0
17401.0,17398.0,0.0
17420.0,17396.0,1.0
17421.0,17396.0,1.0
17565.0,17396.0,0.0
17588.0,17396.0,0.0
17658.0,17396.0,0.0
17729.0,17396.0,0.0
17859.0,13756.0,1.0
17884.0,17565.0,0.0
17902.0,13756.0,1.0
17923.0,17396.0,0.0
17939.0,13756.0,0.0
17953.0,17396.0,0.0
17967.0,13117.0,0.0
17998.0,13756.0,0.0
18016.0,13756.0,0.0
18041.0,13756.0,0.0
18045.0,17967.0,1.0
18064.0,18045.0,0.0
18244.0,17396.0,1.0
18264.0,17396.0,0.0
18276.0,13756.0,0.0
18356.0,17396.0,0.0
18400.0,11583.0,0.0
18410.0,18400.0,0.0
18459.0,17658.0,1.0
18561.0,18410.0,1.0
18593.0,18561.0,0.0
18629.0,18276.0,1.0
18646.0,17967.0,1.0
18660.0,18561.0,1.0
18674.0,18561.0,0.0
18676.0,18674.0,0.0
18679.0,18646.0,1.0
18686.0,18674.0,0.0
18708.0,18593.0,1.0
18752.0,18561.0,0.0
18786.0,18646.0,0.0
18802.0,18561.0,0.0
18812.0,17396.0,0.0
18843.0,18786.0,0.0
18880.0,18786.0,0.0
18899.0,17396.0,0.0
18902.0,18843.0,0.0
18940.0,18041.0,0.0
19014.0,18843.0,1.0
19015.0,19014.0,0.0
19090.0,17967.0,0.0
19092.0,18041.0,0.0
19101.0,19092.0,0.0
19116.0,19092.0,0.0
19182.0,12068.0,0.0
19302.0,17396.0,0.0
19342.0,19116.0,0.0
19430.0,19090.0,0.0
19531.0,17396.0,0.0
19571.0,18459.0,0.0
19574.0,19092.0,0.0
19637.0,12769.0,0.0
19723.0,19571.0,0.0
19750.0,19302.0,1.0
19768.0,19574.0,0.0
19843.0,19531.0,0.0
19873.0,13756.0,0.0
19878.0,19750.0,0.0
19934.0,17859.0,0.0
20013.0,13756.0,0.0
20029.0,19934.0,0.0
20072.0,18561.0,0.0
20152.0,20072.0,0.0
20170.0,19934.0,0.0
20203.0,18561.0,0.0
20241.0,13756.0,0.0
20307.0,20241.0,0.0
20313.0,20307.0,0.0
20352.0,20241.0,0.0
20392.0,20241.0,0.0
20471.0,20352.0,0.0
20482.0,19014.0,1.0
20523.0,20072.0,0.0
20529.0,19531.0,0.0
20542.0,20392.0,0.0
20611.0,20529.0,0.0
