GENIE_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude,Scaled_E
3971531,297792.1,4740848.72,4000,735438.6217,2.09,-6.37
3973371,337480.87,4754599.03,12030,735438.7134,1.71,-6.04
3973811,349045.26,4716538.27,7660,735438.7389,2.03,-6.08
3973961,359617.58,4712017.36,11740,735438.7776,1.75,-5.94
3974131,358781.04,4717333.3,3780,735438.8024,1.63,-6.26
3974291,349798.65,4734219.96,11770,735439.0058,1.81,-6.36
3975031,315729.9,4740423.67,9190,735439.1819,1.81,-6.07
3975431,372977.21,4671873.02,19080,735439.203,1.56,-6.12
3975541,260975.63,4861124.72,8010,735439.3205,1.79,-5.85
3976251,338968.02,4742430.57,2980,735439.4821,1.56,-6.42
3977331,297208.11,4808148.28,3900,735439.5007,1.69,-6.24
3977491,293582.69,4813638.67,3890,735439.6199,1.88,-6.18
3978071,358878.16,4716053.78,9660,735439.6844,1.61,-6.1
3978381,304081.67,4807878.55,2560,735439.692,2.67,-6.33
3978551,357318.07,4702810.37,12850,735440.1601,1.5,-4.78
3980521,297034.45,4807764.44,5200,735440.3486,1.7,-6.15
3981431,378237.63,4775372.38,22220,735440.3629,1.77,-6.24
3981541,302331.13,4810375.06,3000,735440.3902,1.51,-6.25
3981721,316378.9,4776169.07,3990,735440.5371,1.5,-6.33
3982891,332487.17,4710140.19,10770,735440.6146,1.69,-6.31
3983931,367031.4,4773270.96,20430,735440.9776,2.38,-6.19
3986081,359208.52,4715747.13,11960,735441.3409,1.5,-5.81
3987151,300847.87,4740370.75,4000,735441.3428,1.6,-6.37
3987201,357299.55,4730672.53,7470,735441.681,1.55,-6.23
3989561,360795.2,4691553.81,6640,735441.7828,1.95,-6.36
3990621,363255.89,4692271.78,10420,735442.0933,2.5,-5.97
3991351,300580.19,4801011.49,3580,735442.2935,1.67,-5.72
3992121,358883.63,4717131.25,10600,735442.3724,1.57,-6.3
3992881,358723.98,4715334.83,8230,735442.5971,1.53,-6.05
3993421,303546.49,4808705.55,3200,735442.6428,1.57,-6.37
3993651,358783.52,4716244.56,9370,735442.6731,1.62,-6.28
3993771,309553.52,4793506.05,3020,735442.7032,2,-6.47
3994011,374426.16,4672991.07,11460,735442.8544,1.8,-5.87
3994961,316396.81,4809821.87,38180,735443.2171,1.78,-5.96
3996071,350000.9,4707552.11,3920,735443.2219,1.65,-6.2
3996111,358743.85,4716312.02,9230,735443.4219,1.63,-6.21
3996791,284669.04,4825658.11,6620,735443.666,2.78,-6.47
3998001,359312.4,4716011.64,10090,735443.6789,1.75,-5.72
3998521,303932.85,4770346.97,3510,735443.8192,1.64,-6.27
3998711,376026.46,4765180.93,18540,735443.8593,1.68,-6.31
3998881,365409.95,4705726.56,12060,735443.8759,1.57,-6.19
3999061,258040.64,4851888.75,4010,735443.9535,1.75,-6.43
3999291,368883.93,4744517.93,17660,735444.082,1.91,-6.22
3999981,301403.12,4800576,3640,735444.2025,1.61,-6.25
4000171,361515.3,4705836.19,9280,735444.2198,1.52,-6.3
4000201,360820.43,4750842.02,23240,735444.2514,2.35,-6.43
4000221,375334.36,4704464.5,15110,735444.3624,1.79,-5.97
4000731,337684.35,4763872.3,11660,735444.4273,1.77,-5.81
4001531,309454.26,4793442.15,3110,735444.7473,1.86,-5.99
4001971,332092.61,4748628.37,11490,735444.7888,1.52,-5.95
4002091,302922.44,4770353.82,4720,735444.8193,1.74,-5.9
4002151,302742.2,4770603.55,4000,735444.9231,2.01,-6.18
4002461,378224.14,4775528.15,21050,735444.9865,2.2,-5.63
4002481,378181.68,4775428.93,21190,735444.9865,2.27,-6
4002491,295315.02,4812807.66,4160,735445.0382,2.34,-6.14
4002601,371929.69,4776176.74,17590,735445.1095,1.75,-5.8
4002821,357722.04,4700435.94,14580,735445.1132,1.91,-6.04
4002851,358795.65,4716033.24,11670,735445.1574,1.95,-6
4002991,348802.89,4713321.71,7710,735445.1735,1.54,-5.93
4003131,358531.9,4698986.45,11330,735445.2333,2.18,-6.17
4003331,324709.5,4810789.87,12550,735445.3256,1.55,-4.99
4003871,358839.98,4683639.28,16950,735445.4745,1.73,-5.81
4004271,300484.27,4797757.41,3810,735445.6198,1.53,-6.14
4005411,301550.84,4803672.93,4070,735445.8643,1.69,-5.85
4005531,331825.97,4761413.57,9570,735445.944,1.71,-6.19
4005841,301234.04,4797857.63,5400,735445.9668,2.04,-6.38
4006361,320901.43,4719185.02,26200,735446.4842,1.87,-6.21
4008671,295879.5,4809244.4,3450,735446.9259,1.64,-5.96
4009651,294030.41,4816359.68,29370,735447.0755,1.89,-6.27
4010031,305011.48,4786654.9,7790,735447.1154,2.75,-5.9
4010161,354811.15,4735057.09,13450,735447.3389,2.33,-5.6
4011021,341938.52,4741417.36,9490,735447.3584,1.5,-5.79
4011161,390403.05,4749939.89,16320,735447.3748,1.64,-6.31
4011231,313879.35,4734927.92,9480,735447.4304,1.69,-6.18
4011581,353700.16,4734014.01,7430,735447.5821,2.37,-6.2
4012171,300427.57,4798036.97,5270,735447.6994,1.51,-5.87
4012671,314101.06,4734644.12,9890,735447.786,2.66,-6.57
4013151,313961.2,4734925.71,9490,735447.9298,1.9,-5.61
4013801,349223.86,4716445.51,5780,735447.9351,1.63,-6.29
4013861,363538.17,4705440.81,10990,735448.0909,1.69,-6.34
4014531,331349.12,4751635.65,10860,735448.2087,2.26,-6.26
4014951,331184.47,4751584.14,9950,735448.2094,1.85,-5.75
4015261,300696.85,4798084.62,3900,735448.4548,1.59,-5.79
4016251,349331.98,4716509.82,8570,735448.5288,1.57,-6.23
4016611,296274.13,4814790.68,3780,735448.6136,1.65,-5.82
4016811,367523.14,4746021.48,19120,735448.671,1.77,-6.25
4017211,349103.91,4716592.54,3580,735448.7925,1.54,-6.05
4017661,333994.26,4750548.95,7900,735448.8011,1.56,-6.22
4017741,358447.95,4715084.94,9790,735448.9495,3.11,-6.33
4018311,358406.92,4715085.77,9780,735448.9495,3.07,-5.38
4018331,300567.34,4797821.66,5780,735448.987,1.71,-5.38
4018431,238710.22,4876092.12,2470,735449.0149,1.71,-6.27
4018501,349338.96,4716831.85,9420,735449.0954,1.51,-6.49
4018681,349066.5,4716760,7010,735449.101,2.07,-6.27
4018731,331546.71,4743019.19,7530,735449.1237,1.65,-6.06
4018841,331233.62,4742926.85,4010,735449.1338,1.78,-6.15
4018941,344903.12,4756771.66,12920,735449.164,1.79,-6.1
4019101,331617.57,4742906.34,7220,735449.193,1.79,-6.15
4019201,358907.55,4715075.59,10300,735449.2533,2.98,-6.16
4019501,284335.97,4817541.61,3530,735449.3533,1.97,-5.53
4020041,300842.72,4797524.54,5930,735449.5119,1.71,-6.04
4021871,331149.79,4715983.63,13280,735449.9336,1.67,-6.14
4022911,299082.8,4802500.87,2950,735449.9816,2.16,-6.18
4023071,298936.1,4802205.1,2750,735449.9818,2.47,-5.92
4023101,354659.45,4714529.92,3050,735450.2149,1.59,-6.79
4024181,289185.98,4819889.32,5940,735450.4996,1.78,-6.9
4025301,324506.55,4699025.33,7450,735450.669,1.79,-6.19
4026691,342974.79,4753115.59,9250,735450.7369,1.63,-6.08
4027851,300903.09,4797645.04,5970,735450.7689,2.46,-6.23
4028281,302730.21,4798780.92,5450,735450.9073,1.72,-5.71
4028751,353208.2,4700984.88,10000,735450.9444,1.75,-6.14
4030081,297264.63,4737663.14,4160,735451.3574,1.67,-4.56
4030161,291498.55,4807266.17,3790,735451.5835,2.61,-6.05
4032661,377194.62,4775746.58,21970,735452.1531,1.78,-6.33
4033001,327735.66,4703444.96,14940,735452.3461,1.61,-6.15
4033791,291436.64,4807623.82,3760,735452.3974,1.79,-6.15
4033931,328055.76,4703748.18,12790,735452.5011,2.43,-6.24
4034491,337946.88,4810603.2,1860,735452.6186,1.55,-6.36
4035701,300611.17,4797931.52,5350,735452.9021,1.9,-6.12
4036021,303054.16,4808775.48,3360,735452.9073,1.57,-6.3
4036791,302922.57,4798697.5,4210,735453.1579,1.69,-6.3
4037971,357383.22,4799553.26,2520,735453.3609,1.61,-5.93
4038131,284186.87,4825751.43,3730,735453.3733,1.86,-6.44
4038231,366272.58,4738436,14650,735453.7882,1.59,-6.15
4041541,334205.66,4815883.84,4050,735454.2187,2.84,-6.96
4043211,302828.1,4809082.21,3100,735454.4226,1.61,-5.72
4043241,289714.81,4817649.31,6750,735454.4545,1.5,-6.33
4047391,297156.5,4818810.42,6720,735454.953,1.54,-5.74
4047971,355912.02,4720280.66,10870,735454.9995,1.85,-6.38
4048901,315589.33,4818791.1,9070,735455.2409,1.79,-6.09
4049351,343249.8,4719110.91,11560,735455.5117,1.68,-6.24
4049881,313552.08,4738881.92,4000,735455.8442,1.93,-6.15
4051241,313416.62,4739018.95,5330,735455.9414,2.03,-5.9
4052161,264692.44,4858156.07,10520,735456.1063,2.21,-6.13
4052211,264744,4858020.79,9110,735456.1203,1.99,-6.03
4052331,332281.87,4817598.46,38430,735456.2829,1.63,-6.12
4053871,302608.27,4809877.85,3310,735456.4558,1.67,-6
4054071,264452.37,4857741.98,10810,735456.4814,1.76,-6.25
4055251,297410.47,4739003.75,3930,735456.835,2.33,-5.94
4056031,314047.51,4778154.98,2800,735456.841,2.06,-5.91
4056101,377314.51,4776077.69,22040,735456.8751,1.81,-5.91
4056921,378152.32,4776062.66,21980,735457.2074,1.71,-6.07
4057501,299827.33,4739900.15,4000,735457.2238,2.12,-6.39
4057561,366892.52,4754809.87,17480,735457.3533,1.67,-6.09
4058101,342156.17,4717213.61,7800,735457.3766,1.55,-5.38
4058291,302741.54,4799169.63,5530,735457.6771,1.54,-6.21
4059631,240602.09,4875183.24,11010,735457.8621,1.72,-6.25
4061401,241160.01,4875072.37,12310,735457.8649,1.65,-6.8
4061481,291875.25,4807387.95,3880,735457.8779,1.5,-5.75
4061801,343697.35,4747899.23,10390,735457.918,1.67,-6.32
4063391,299978.75,4740040.24,2690,735458.0332,2.13,-6.18
4064321,377505.18,4776274.22,21590,735458.1423,1.57,-6.18
4064831,299221.41,4756978.99,4000,735458.2639,1.84,-6.01
4065211,299821.24,4727529.95,4000,735458.2946,2.41,-5.93
4065911,342386.65,4739907.14,27490,735458.4547,1.83,-5.84
4066691,353085.03,4742803.87,13170,735458.5188,1.99,-5.89
4067311,300581.6,4797754.54,4720,735458.748,1.82,-5.67
4069421,352613.43,4743313.9,12220,735459.2264,1.76,-5.27
4069491,297440.56,4739191.81,3390,735459.2719,1.67,-6.28
4069661,297751.46,4738904.82,3650,735459.2815,1.58,-5.92
4069741,369541.96,4696761.55,17040,735459.2927,1.76,-5.01
4070891,302936.92,4808923.41,3550,735459.7322,1.57,-6.14
4071531,331878.91,4748244.68,9350,735459.7739,1.51,-6.28
4071771,301015.57,4797052.61,5730,735460.0528,1.53,-6.2
4072731,352699.23,4762532.68,2420,735460.1689,1.53,-6.3
4073031,357813.39,4705721.9,11500,735460.2259,1.91,-6.42
4073201,352751.51,4762309.35,2340,735460.2452,1.61,-6.14
4073351,352751.51,4762309.35,2340,735460.2452,1.73,-6.11
4073451,297300.86,4738895.82,2740,735460.8527,1.75,-6.48
4076981,271032,4829378.64,7010,735461.2295,2.81,-6.05
4077331,270981.17,4829547.17,6570,735461.2397,1.73,-5.61
4077421,310663.25,4799499.11,4680,735461.627,1.77,-6.09
4078561,351518.19,4676325.22,2620,735461.8411,1.73,-6.11
4079421,347205.38,4697380.91,5840,735461.8883,1.56,-6.17
4079651,368396.5,4787020.38,31100,735462.1422,2.53,-6.1
4080041,346505.79,4694763.27,12340,735462.2668,2.45,-5.66
4080371,347085.69,4695672.66,12150,735462.3022,2.06,-5.66
4080521,303073.59,4808608.18,3690,735462.3432,1.54,-6.07
4080791,359314.74,4782780.51,19750,735462.439,1.81,-6.15
4081081,359144.85,4782428.5,19530,735462.4408,2.09,-6.11
4081131,385992.92,4757320.7,19820,735462.4792,1.75,-6.23
4081211,347028.56,4695696.13,11890,735462.5284,1.81,-6.22
4083081,348407.78,4711774.95,11130,735463.1526,1.65,-6.09
4083611,327222.35,4761639.3,11090,735463.3083,1.71,-6.3
4084441,369800.7,4745444.78,20870,735463.3736,2.21,-6.21
4084791,369173.03,4745534.45,20770,735463.3743,1.57,-6.04
4085141,320222.55,4779900.73,3690,735463.8642,1.57,-5.99
4086861,360651.64,4773809.37,20530,735463.9831,1.51,-6.16
4087371,379372.05,4776018.74,22060,735464.4619,2.12,-6.47
4089431,282647.54,4819408.18,3310,735464.5354,1.65,-5.91
4089581,348210.11,4713256.86,9430,735464.5513,1.5,-6.21
4089641,345262.96,4798008.4,22630,735464.7235,1.57,-5.69
4090411,291867.83,4807410.41,3600,735464.7487,1.87,-6.44
4090511,255222.95,4855028.08,4000,735464.8956,1.91,-6.15
4091101,377030.53,4775671.77,22780,735464.9413,2.37,-6.2
4091271,376742.1,4775921.38,22570,735464.9434,1.65,-5.96
4091311,300547.79,4739901.5,2580,735464.9463,1.69,-6.75
4091331,376446.93,4775349.06,22450,735464.9745,1.78,-6.18
4091471,271820.87,4800830.98,4000,735465.2389,1.59,-5.98
4092221,300292.66,4809668.11,3010,735465.2428,2.15,-6.26
4092511,354126.64,4714574.41,13340,735465.376,1.65,-5.64
4093071,378408.65,4775835.9,21390,735465.5764,1.66,-5.96
4094031,343854.08,4716786.36,10310,735465.6696,1.77,-5.69
4094561,294737.04,4799107.54,5350,735465.6715,1.54,-6.03
4094581,295000.17,4799755.42,5710,735465.7133,2.08,-6.29
4095101,371698.98,4766927.11,20,735465.7716,2.58,-6.22
4095971,390935.4,4670916.78,4000,735466.0244,1.79,-6.18
4096121,300593.54,4809703.68,2880,735466.1184,1.77,-6.18
4096931,331519.32,4832009.23,33630,735466.4484,1.76,-5.28
4097271,301098.97,4797127.96,4760,735466.47,1.55,-6.85
4097361,301098.97,4797127.96,4730,735466.47,1.55,-6.37
4097411,299990.85,4809054.56,3170,735466.7352,1.64,-6.35
4098801,299677.39,4805317.78,3310,735466.9149,1.52,-6.24
4099181,354157.56,4737059.51,3760,735466.9378,1.77,-6.22
4099281,299713.62,4805172.2,3370,735466.9863,1.73,-6.17
4099461,356848.13,4713151.4,11720,735467.3076,1.96,-6.17
4100731,314976.93,4738287.9,4000,735467.3111,1.75,-6.14
4100771,341584.4,4733114.66,4000,735467.3244,1.64,-5.96
4100911,373203.78,4771176.02,22170,735467.4882,1.65,-5.3
4101471,356853.84,4713429.01,11010,735467.7081,2.28,-6.35
4102571,355188.21,4741315.06,2660,735467.7764,1.59,-5.91
4102811,355169.07,4740404.46,3930,735468.0757,1.89,-6.17
4105361,304478.26,4805899.61,5610,735468.4671,1.57,-5.95
4105961,288958.49,4829379.66,6840,735468.6893,1.6,-6.32
4108291,356166.73,4737639.48,5670,735468.7354,1.59,-6.17
4108471,300862.81,4800414.03,2790,735468.7581,2.14,-6.25
4108581,276764.28,4841282.87,3620,735468.9348,1.8,-5.93
4109221,296269.53,4807398.41,2920,735468.9402,1.6,-6.1
4109521,343917.83,4699464.45,7050,735469.2557,1.64,-6.07
4110141,375354.65,4688991.28,3280,735469.456,1.89,-6.02
4110751,304254.49,4751631.94,7010,735469.5161,1.51,-6.07
4110931,336112.98,4695499.09,5060,735469.6883,2.55,-6.17
4111691,332190.13,4741225.62,7360,735469.9559,1.69,-5.82
4112861,332191.75,4741292.25,7280,735470.1254,1.75,-6.4
4113761,296212.83,4807400.12,3000,735470.3656,1.64,-5.22
4114041,337882.31,4760178.59,13410,735470.4527,1.59,-6.01
4114161,333567.57,4762248.86,11220,735470.6567,1.62,-6.06
4115021,321507.08,4767720.23,1730,735470.6936,2.38,-5.98
4115211,344687.06,4771687.53,12210,735470.9329,1.53,-5.94
4116481,344578.2,4771556.68,11830,735470.9484,1.62,-6.21
4116571,300928.63,4797132.97,5620,735470.9495,1.53,-6.22
4116621,300912.73,4797144.55,5610,735470.9495,1.55,-6.6
4116651,301137.24,4797049.03,5330,735470.9692,1.51,-6.32
4116881,321134.13,4767485.49,2360,735470.9751,2.89,-6.07
4116951,227966.92,4868370.19,2230,735471.0436,1.99,-5.56
4117531,300772.22,4797059.76,3730,735471.2456,1.62,-5.79
4118451,303545.83,4808961.23,7740,735471.3423,1.56,-6.39
4118911,367987.89,4696413.06,2390,735471.6153,1.54,-6.31
4120791,353296.49,4735055.78,7500,735471.7368,1.52,-6.39
4121381,305602.7,4804122.05,4630,735471.7446,1.57,-6.23
4121691,360674.46,4722516.26,11230,735471.8251,1.77,-5.22
4122221,368410.69,4696571.71,3000,735471.9722,2,-6.09
4122521,376996.67,4776050.09,22950,735472.2507,1.99,-6.12
4123961,337875.47,4760234.31,13130,735472.7046,1.61,-5.51
4125631,338753.03,4743380.04,2810,735473.0445,2.15,-6.12
4127421,356312.77,4736792.11,6270,735473.0741,2.31,-6
4127581,356337.31,4736791.6,6300,735473.0741,2.29,-5.82
4127641,348300.3,4714754.71,10260,735473.082,1.81,-5.77
4127711,349134.61,4714225.5,9040,735473.1146,1.52,-6.25
4127831,349132.77,4750533.22,3070,735473.1526,1.66,-6.33
4127971,348395.78,4713108.38,7630,735473.1614,1.79,-6.14
4127991,300932.82,4796999.46,5570,735473.2024,1.55,-5.42
4128191,338799.1,4743601.19,3000,735473.2463,1.57,-6.44
4128431,299146.43,4807912.46,2980,735473.4647,1.59,-6.19
4129271,307093.76,4802378.7,5200,735473.5039,1.69,-6.29
4129621,348302.38,4713721.46,9180,735473.553,1.57,-5.94
4129781,300977.62,4797142.65,5740,735473.5802,1.89,-6.04
4129851,300935.43,4797088.31,5650,735473.5815,1.54,-6.02
4129871,299003.1,4802003.02,3120,735473.6261,1.57,-6.21
4131601,300775.2,4800194.29,2830,735473.9211,1.99,-6
4131661,340382.35,4720042.89,11560,735473.966,1.77,-6.04
4131861,348559.97,4750490.26,3850,735474.0509,1.77,-6.21
4131971,338502.24,4743497.03,2920,735474.071,1.92,-6.14
4132151,303293.2,4808635.12,3230,735474.249,1.91,-6.06
4133181,297859.03,4777159.99,2140,735474.3223,1.61,-6.05
4133631,339349.96,4731421.85,20190,735474.405,1.51,-6.24
4134171,359866.23,4765281.88,22480,735474.7064,1.51,-6.04
4135821,358631.52,4701872.71,12320,735474.9125,1.63,-6.47
4136231,359666.65,4756331.46,23380,735475.1355,2.53,-6.14
4137281,326619.11,4764877.17,6480,735475.2469,1.57,-5.78
4137741,362398.92,4713517,9190,735475.4688,1.84,-6.02
4142221,309730.12,4703924.09,4010,735476.3248,1.63,-6.22
4142811,291667.62,4807227.6,3850,735476.3389,1.6,-6.42
4143411,300364.03,4796982.86,4890,735476.5763,1.88,-5.83
4143891,344161.57,4735167.04,4000,735476.7716,1.63,-6.19
4145061,303775.74,4798450.41,9120,735477.0546,1.99,-6.36
4146131,351728.17,4703737.94,10490,735477.3001,1.9,-4.44
4147471,351317.83,4702235.81,9750,735477.3525,1.65,-6.01
4147671,292517.86,4812726.45,3880,735477.4182,1.97,-6.54
4148431,350518.27,4701008.65,11880,735477.6788,2,-5.1
4149401,319404.73,4788013.05,16190,735477.6869,1.97,-5.96
4149441,302260.27,4810721.72,9570,735477.6918,2.19,-6.74
4149451,334187.36,4752455.49,11460,735477.9021,2.01,-12.38
4149951,300781.08,4800394.2,3910,735478.3195,1.67,-5.92
4151941,348779.48,4714133.23,8830,735479.0749,2.08,-5.58
4152241,320723.31,4781921.27,2070,735479.1983,2.27,-6
4152611,320412.88,4755202.29,3680,735479.3354,2.12,-6.03
4153361,353703.33,4707717.76,3320,735479.406,1.87,-6.14
4153491,323959.7,4729374.23,9540,735479.4385,2.41,-6.09
4153601,293614.5,4815205.16,8500,735479.5387,1.51,-5.57
4153971,324771.84,4755134.04,10780,735479.6198,1.77,-6.51
4154111,297918.21,4811017.2,3200,735479.6479,1.62,-5.81
4154251,300925.69,4797033.02,5740,735480.2225,1.81,-5.84
4155701,346761.13,4694013.34,4000,735480.4266,1.5,-6.24
4156911,352409.07,4720687.6,11430,735480.4698,1.75,-5.78
4157141,377164.15,4688803.81,9850,735480.58,2.37,-6.19
4157861,352537.51,4720940.38,11350,735480.6183,1.85,-5.88
4158611,300912.73,4797144.55,5600,735480.7933,1.53,-6.13
4158901,306322.05,4802623.07,4390,735480.9643,2.45,-6.14
4159451,306217.18,4802926.18,4510,735480.9666,2.49,-5.73
4159521,306303,4803090.45,4320,735480.9702,1.5,-5.72
4159671,306326.19,4802767.45,4770,735480.9711,2.37,-6.23
4159711,306300.77,4803012.71,4500,735480.9875,1.78,-5.83
4160081,301258.91,4797045.46,3550,735481.0439,1.65,-6.16
4160661,306372.9,4802699.42,4750,735481.139,2.21,-5.24
4160911,302697.01,4802650.09,3620,735481.3519,1.56,-5.03
4161841,352637.87,4777810.97,13870,735481.4218,1.62,-6.67
4162191,361703.71,4712419.91,17020,735481.5272,2.17,-6.06
4162921,306132.81,4803095.33,4440,735481.7687,2.3,-6.13
4163961,386389.92,4668212.01,7830,735481.785,1.51,-5.74
4164041,301154.12,4797070.77,5590,735481.8719,1.57,-6.2
4164351,300785.83,4796970.43,5910,735481.9009,1.53,-6.43
4164531,287599.09,4802373.88,20090,735481.9954,1.5,-5.79
4164941,304260.81,4761868.19,4000,735482.1671,1.57,-6.55
4165491,299071.59,4809482.05,3290,735482.2143,3.11,-6.35
4168441,303145.51,4809128.51,2830,735482.9719,1.59,-6.12
4169431,310809.16,4768508.13,1200,735483.4135,1.75,-6.26
4170601,297680.38,4777176.4,2270,735483.4835,1.75,-5.8
4170771,364448.86,4706611.65,10780,735483.7922,1.84,-6.25
4172801,304384.38,4761909.12,5120,735483.8509,1.77,-6.14
4174381,290915.26,4813031.67,3420,735484.1842,2.4,-5.36
4174571,302314.4,4801216.24,5250,735484.2638,1.5,-5.89
4175801,303413.63,4778342.4,2670,735484.5328,1.72,-6.23
4176131,339273.23,4771790.65,12100,735484.5786,1.67,-6.27
4176461,298375.71,4811414.8,3400,735484.6442,1.71,-6.13
4177581,365640.03,4806939.2,13350,735484.8345,2.02,-5.2
4178151,301056.78,4797073.63,5790,735484.9613,2.16,-6.29
4178721,354685.86,4704775.48,10560,735485.2527,1.53,-5.89
4179681,302325.68,4810742.04,3360,735485.41,1.51,-6.18
4180421,376415.92,4688428.21,7950,735485.7028,2.02,-6.45
4181751,256196.58,4812619.32,13750,735485.7131,2.33,-6.16
4181791,256171.9,4812609.09,13780,735485.7427,2.41,-6
4181881,256171.9,4812609.09,13840,735485.7427,2.39,-6.05
4181911,383773.41,4725789.31,13510,735485.9135,1.99,-6
4182501,290152.43,4818702.9,6830,735485.9319,1.83,-6.05
4183171,236418.74,4855190.52,670,735486.1183,1.59,-5.24
4183231,320389.72,4779451.78,2580,735486.2024,1.66,-6.2
4184941,249470.45,4869702.21,3730,735486.5789,2.12,-5.95
4186071,338208.28,4810696.93,2000,735486.5878,1.84,-6.23
4186181,301486.99,4796794.23,5490,735486.6482,1.81,-6.19
4186621,361114.58,4714586.77,11670,735486.6503,2.04,-6.09
4186661,249962.26,4869316.56,4260,735486.672,1.75,-6.06
4186761,358843.08,4715943.4,9630,735486.7523,2.04,-6.63
4187601,388859.63,4734747.23,16400,735486.8937,2.61,-6.2
4187811,387688.19,4734688.44,13970,735486.8971,1.62,-5.8
4187871,388137.36,4734625.61,16340,735486.9321,1.82,-6.59
4187921,388863.38,4734980.43,16090,735487.0285,1.95,-6.24
4188171,301509.69,4796737.98,3660,735487.0359,1.73,-6.14
4188231,383564.83,4725570.67,13340,735487.0406,1.73,-6.3
4188251,297395.57,4732913.31,6960,735487.1577,2.29,-6.25
4188711,298139.09,4816224.1,5840,735487.344,1.77,-5.91
4189441,299176.93,4739774.57,4000,735487.6263,1.83,-6.3
4190931,272840.47,4846897.18,7310,735487.6819,2.05,-5.94
4191131,356011.04,4781494.17,16000,735487.6925,1.66,-5.88
4191161,330514.66,4747611.46,9170,735487.8175,1.52,-6.17
4191521,325631.49,4783949.64,15890,735487.83,1.79,-6.22
4191601,301531.91,4739962.02,0,735487.8767,1.77,-7.39
4191651,301056.13,4797051.41,3480,735488.0894,1.83,-6.11
4192071,240481.74,4871706,3740,735488.1792,1.73,-6.12
4192531,287138.2,4816040.47,84290,735488.1827,2.67,-6.18
4192691,332018.78,4755630.62,10780,735488.2389,1.65,-5.18
4192821,388371.52,4734932.83,16070,735488.5514,1.91,-6.34
4193951,389048.22,4735277.36,15660,735488.5762,2.57,-5.86
4194091,324756.94,4755189.98,10710,735488.6368,1.83,-5.88
4194491,331920.89,4739243.21,8380,735488.8331,1.83,-5.76
4194831,337398.33,4720523.28,3680,735488.8653,2.05,-5.88
4194881,337539.05,4720575.54,3240,735488.8692,2,-5.97
4194941,337787.16,4720658.62,3740,735488.8706,1.66,-6.03
4194991,358932.06,4703310.77,12350,735488.936,1.9,-6.14
4195201,322612.25,4747077.31,10310,735489.1388,2.05,-6.05
4195811,292541.34,4813225.99,3530,735489.2122,1.68,-6.06
4196091,229218.53,4868296.66,4000,735489.3304,1.83,-6.22
4196501,292620.9,4813179.07,3450,735489.4532,2.02,-6.47
4197641,378723.29,4776141.34,21120,735489.6584,1.74,-6.03
4198621,301176.82,4797014.52,5870,735490.1039,1.88,-6.08
4200091,300773.2,4797093.08,5960,735490.8023,1.93,-6.26
4201001,350845,4798027.55,34110,735491.0485,1.56,-6.07
4201651,349396.46,4710009.26,15350,735491.1927,1.51,-6.51
4202171,301186.64,4797625.59,2710,735491.232,2.33,-6.31
4202301,300673.96,4797307.2,3740,735491.4737,1.89,-6.03
4203431,355437.03,4740698.8,2770,735491.5074,1.63,-6.25
4203681,310839.46,4799416.38,5360,735491.5597,1.55,-5.84
4203831,340843.96,4751031.32,10230,735491.6063,1.53,-6.12
4204141,342422.88,4730373.39,11000,735491.836,1.62,-5.73
4204931,300620.46,4797419.93,4830,735491.9105,1.81,-6.3
4205161,300758.34,4797415.87,3830,735491.9116,2.01,-6.29
4205191,300662.97,4797485.37,3870,735491.9116,1.98,-6.31
4205221,351650.84,4677133.37,4000,735492.2401,1.79,-6.29
4206161,332127.65,4761739.52,11580,735492.2454,1.92,-6.17
4206251,408468.21,4676430.86,31080,735492.3587,2.03,-6.02
4206681,300909.14,4797022.39,5360,735492.3955,1.5,-6.08
4206801,337597.46,4807188.96,1900,735492.4304,1.64,-6.5
4206971,358481.95,4712318.1,10950,735492.4776,1.94,-6.33
4209261,301146.01,4810576.64,3190,735493.0471,1.75,-6.26
4209721,300452.09,4797491.58,4690,735493.4257,1.65,-5.72
4211031,379224.29,4773188.62,16310,735493.4975,1.85,-6.06
4211431,246040.95,4867886.24,5090,735493.6776,1.95,-6.4
4212321,300771.63,4797315.44,5570,735493.7186,1.51,-6.23
4212731,351952.18,4746027.83,5640,735493.8202,2.24,-5.59
4212751,345968.72,4721438.69,8970,735493.8347,1.5,-5.27
4212931,312054.27,4766951.16,3160,735493.9317,2.26,-5.74
4213131,312082.38,4767083.76,3330,735493.9337,2.89,-5.83
4213311,378353.1,4775914.65,20430,735494.4152,1.55,-6.04
4214701,300693.72,4797151,3790,735494.4202,1.57,-6.19
4214771,349554.98,4749668.46,14460,735494.4738,1.52,-6.36
4214991,303107.86,4742973.26,10980,735494.626,1.65,-6.21
4216041,340432.59,4706487.08,12070,735494.746,2.62,-6.26
4216181,320147.46,4815878.01,14050,735494.7748,1.52,-5.56
4216351,320187.31,4815854.72,14030,735494.7748,1.54,-6.43
4216371,334266.64,4728875.17,8420,735494.794,2.11,-6.22
4216441,312516.22,4766849.57,2820,735494.8551,2.09,-5.88
4216591,344420.24,4737561.07,10280,735494.9034,1.51,-5.99
4216781,344950.75,4737493.58,11000,735494.9075,2.91,-6.07
4216821,334178.07,4728599.51,9670,735494.9455,1.96,-5.48
4217011,334678.53,4695088.44,10790,735494.9505,1.75,-6.02
