GENIE_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude,Scaled_E
2472079,247408,4871894.04,5960,734503.0495,3.11,-5.77
2472089,248201.92,4871852.66,6330,734503.0721,3.79,-5.19
2472099,248261.06,4872350.96,5940,734503.0822,3.49,-5.59
2472239,387158.8,4731342.59,13760,734503.2919,1.68,-5.8
2472279,340804.84,4754276.67,10960,734503.3511,1.89,-5.96
2472329,363527.63,4696487.63,9130,734503.3939,1.73,-6.21
2472349,337679.14,4772572.86,12340,734503.4011,1.59,-6.34
2472369,263138.76,4854763.72,12230,734503.4566,1.55,-6.33
2472409,247568.47,4871887.92,6450,734503.5872,2.87,-3.63
2472539,312961.74,4732196.65,12380,734503.8748,1.81,-6.2
2472609,247590.87,4872053.92,6000,734504.1162,1.93,-3.9
2472719,247725.42,4870313.53,4660,734504.4835,2.99,-5.51
2472729,387000.57,4730178.88,16050,734504.4909,2.28,-5.86
2472809,332666.14,4737913.93,9330,734504.7042,1.91,-5.94
2472859,244846.93,4868199.1,6110,734504.8433,2.92,-6.04
2472879,245947.8,4871115.67,5810,734504.9021,3.47,-4.49
2472899,385567.58,4730202.45,15080,734504.9374,1.58,-6.14
2472919,247375.55,4872306.85,5470,734504.9452,2.67,-5.32
2472939,245976.14,4871225.82,5480,734504.9494,2.72,-5.83
2472959,248255.14,4872195.46,6000,734504.9683,1.65,-6.74
2472989,247053.3,4872074.45,5960,734505.1569,2.88,-6.73
2473029,314768.62,4796217.92,12030,734505.1878,1.51,-5.85
2473039,315077.48,4796231.71,11990,734505.1994,1.55,-5.69
2473049,245705.78,4871091.6,5960,734505.2765,2.43,-5.92
2473069,386050.2,4730661,16400,734505.2914,2.09,-6.05
2473099,374022.41,4774937.95,16740,734505.4633,2.34,-5.9
2473109,362850.75,4680816.04,1000,734505.5138,1.98,-12.07
2473119,297450.26,4807574.09,3520,734505.5727,1.69,-6.16
2473289,385929.76,4732295.8,2780,734506.0722,1.75,-5.83
2473299,247221.25,4871422.86,6190,734506.0741,1.97,-3.41
2473349,365622.51,4702678.77,10490,734506.5864,2.23,-5.83
2473379,357333.74,4729549.77,7350,734506.7829,1.56,-6.19
2473449,336681.97,4781930.66,11720,734506.9336,1.5,-6.45
2473479,335125.77,4751055.06,9260,734506.9958,1.58,-6.13
2473649,364659.5,4706029.91,10400,734508.5037,1.85,-6.02
2473659,388473.01,4756813.38,16720,734508.9975,2.04,-6.26
2473669,388431.68,4756780.73,16440,734508.9995,2.04,-6.15
2473689,339364.69,4777399.88,13750,734509.3771,1.69,-6.36
2473719,314135.68,4813907.29,12810,734509.506,1.54,-5.98
2473739,386966.34,4730590.42,16040,734509.6276,2.79,-5.51
2473769,386583.33,4730707.77,15120,734509.7468,1.8,-6.37
2473789,318388.5,4781305.26,8470,734509.8056,1.55,-6.25
2473829,311688.03,4748545.73,7620,734509.9003,2.04,-5.93
2473909,348894.94,4743794.45,8380,734510.2912,3.15,-5.26
2473929,360433.7,4757126.81,23720,734510.3985,2.99,-5.49
2473939,360449.57,4757104.27,23770,734510.3985,3.07,-5.5
2473959,359648.82,4757453.91,22420,734510.4547,1.75,-6.13
2474129,360153.86,4757410.26,23260,734510.9736,2.25,-5.98
2474139,276762.78,4844374.06,14280,734510.9973,1.76,-6.07
2474149,348945.69,4743871.11,9780,734511.0228,1.84,-6.09
2474169,354562.6,4715787.3,11280,734511.1283,1.92,-6.14
2474329,349183.1,4743510.38,6660,734511.817,1.7,-6.28
2474369,289954.7,4827903.1,4620,734512.049,1.82,-6.15
2474389,317483.37,4808958.81,15140,734512.3543,1.57,-6.2
2474459,287257.08,4760152.12,26680,734512.6673,1.69,-6.27
2474469,395421.56,4678200.94,9570,734512.7119,2.43,-5.86
2474489,354251.62,4798753.34,0,734512.7206,1.57,-6.24
2474499,349576.72,4743935.07,5860,734512.739,1.52,-6.45
2474649,332654.55,4762604.47,11850,734513.1315,1.66,-6.08
2474749,339484.65,4755785.22,10450,734513.5722,1.54,-6.34
2474769,376761.36,4678059.07,9160,734513.6118,1.63,-6.11
2474839,361400.39,4664537.91,4000,734513.8595,2.01,-6
2474859,321099.71,4778599.59,7490,734513.9445,1.57,-6.19
2474979,364589.77,4690968.4,9340,734514.1609,1.6,-6.22
2474989,328172.23,4747102.87,11000,734514.1644,1.89,-5.85
2475069,335866.73,4738948.16,6360,734514.501,1.77,-6.2
2475099,335623.15,4762932.57,4270,734514.613,2.43,-5.82
2475129,363708.88,4696495.2,9290,734514.6202,1.57,-6.23
2475149,335768.38,4763206.87,3660,734514.6386,1.65,-6.33
2475189,309091.47,4706742.01,7250,734514.6894,1.62,-6.28
2475199,335002.06,4762880.84,3820,734514.7021,1.71,-6.14
2475209,354745.47,4799464.93,0,734514.7208,1.75,-6.07
2475229,380794.79,4733670.99,14950,734514.7759,1.59,-6.31
2475399,330218.05,4730562.29,4000,734515.2359,1.51,-6.19
2475419,368578.22,4751189.15,16450,734515.2865,1.58,-6.11
2475469,227031.95,4891229.12,1430,734515.5394,3.71,-4.97
2475709,383903.89,4685789.98,2260,734516.8547,1.7,-6.36
2475749,372514.26,4711646.81,16000,734516.9743,2.09,-5.92
2475779,316511.43,4814031.11,13910,734517.0349,1.61,-6.27
2475799,330735.55,4765151.89,8140,734517.0644,1.5,-6.27
2475809,330029.81,4693588.83,12210,734517.1018,1.65,-6.35
2475909,349835.65,4711321.81,10280,734517.3341,1.72,-6.12
2475919,349425.26,4711719.52,11000,734517.3404,1.53,-6.26
2475999,349663.44,4711336.64,10290,734517.4791,1.62,-6.23
2476029,349923.28,4711575.44,11020,734517.5373,1.87,-6.17
2476099,301254.6,4748783.82,3560,734517.7415,1.55,-6.51
2476329,275856.53,4835864.84,3810,734518.0987,2.07,-6.09
2476379,349234.21,4712001.4,10190,734518.2591,2.72,-5.6
2476409,347061.29,4711437.8,11640,734518.419,1.62,-6.04
2476419,349555.88,4712061.09,9200,734518.4236,2.47,-5.62
2476449,357604.27,4800037.47,2860,734518.4656,1.54,-6.47
2476499,349270.69,4711789.53,11460,734518.591,1.59,-6.2
2476509,358278.01,4707545.4,6810,734518.5988,1.7,-6.29
2476599,335624.14,4740787.3,7080,734518.8135,1.59,-6.34
2476819,361264.46,4706863.18,18800,734519.2373,1.61,-6.42
2476849,272591.66,4834840.82,4530,734519.2996,1.81,-6.01
2476889,383052.67,4686648.25,2280,734519.3313,1.69,-6.04
2476969,338724.18,4811273.53,2300,734519.5158,1.57,-6.72
2477019,365236.67,4706118.7,10000,734519.6301,2.55,-5.7
2477039,355682.96,4799689.31,2480,734519.7251,1.55,-6.09
2477139,272609.31,4834884.7,4630,734519.9209,1.75,-6.14
2477239,349546.75,4711639.13,11140,734520.2212,1.61,-6.15
2477249,350088.15,4711982.94,12040,734520.2634,1.55,-6.08
2477329,347926.9,4753259.66,12460,734520.5245,1.68,-6.2
2477379,348869.8,4711487.16,9890,734520.6662,2.91,-5.64
2477489,353922.41,4804538.17,4650,734520.8593,2.03,-6.04
2477529,354162.32,4804388.54,4690,734520.9178,1.53,-6.24
2477689,349410.84,4711053.26,12000,734521.2845,1.61,-6.18
2477789,353240.26,4804475.18,4230,734521.7652,1.95,-6.21
2477859,339830.61,4698168.24,12510,734521.8865,1.62,-6.05
2477879,339588.69,4698029.36,13140,734521.9073,1.87,-6.04
2477919,352765.57,4804263.28,4180,734522.177,2.03,-5.2
2477959,358739.82,4800435.87,2330,734522.4665,1.67,-6.6
2477969,368512.68,4774097.68,18770,734522.5454,2.34,-5.93
2477989,380903.16,4678487.49,3310,734522.6728,1.55,-5.97
2477999,359053.63,4799929.34,2170,734522.7006,1.63,-5.71
2478089,349457.56,4708274.84,12360,734523.0638,1.57,-6.63
2478129,368804.31,4688144.51,10420,734523.3596,1.67,-6.19
2478149,310064.99,4708360.11,9310,734523.4222,1.51,-6.12
2478179,351680.76,4753144.2,18080,734523.6605,1.51,-6.36
2478219,351941.23,4753105.25,18130,734523.6773,2.25,-5.87
2478229,351738.38,4753165.18,18270,734523.6779,1.89,-5.93
2478289,353854.79,4804784.08,4660,734523.8791,1.71,-6.19
2478539,328102.52,4754116.36,10420,734524.7605,1.57,-6.17
2478609,379843.61,4681671.02,3490,734524.9674,1.67,-6.24
2478649,351705.47,4754665.77,15110,734525.0954,1.63,-6.22
2478769,393358.66,4678198.62,11890,734525.3449,1.85,-6.19
2478839,355983.85,4745331.23,14750,734525.6623,1.51,-6.33
2479109,339843.14,4812358.08,2710,734526.4185,1.79,-6.35
2479419,351842.62,4708345.89,10360,734527.2779,1.89,-5.99
2479569,365122.76,4773497.29,19700,734527.5808,2.19,-6.02
2479739,347019.14,4775079.28,12560,734528.0619,1.69,-6.05
2479779,347134.21,4774765.59,12200,734528.1378,1.69,-6.2
2479849,343211.66,4742721.56,9270,734528.3306,1.87,-6.14
2479899,334218.57,4669634.59,7860,734528.4869,1.7,-5.83
2479929,355071.19,4799146.84,1190,734528.6476,1.79,-6.31
2479939,216049.46,4865621.03,830,734528.6692,1.75,-5.72
2479999,335177.32,4708520.46,12730,734528.8308,2.4,-5.63
2480009,334231.4,4709876.21,12020,734528.8509,1.65,-6.43
2480019,370841.75,4694493.62,6030,734528.9016,2.07,-6.03
2480039,315460.64,4778338.83,8240,734528.9238,1.65,-6.15
2480089,376576.43,4789199.75,29540,734529.1777,1.71,-6.39
2480109,309387.67,4759611.89,9200,734529.2815,1.61,-6.26
2480119,296516.77,4809414.12,3710,734529.3172,2.6,-5.67
2480179,332679.05,4761270.44,11800,734529.4669,2.04,-5.96
2480259,329324.39,4746751.94,12310,734529.7133,1.53,-6.26
2481099,332392.39,4745165.32,7750,734531.6221,1.59,-6.29
2481159,321824.12,4764244.71,2780,734531.7225,1.73,-6.25
2481199,359487.33,4707598.66,16600,734531.8375,2.18,-5.93
2481299,387345.8,4729751.17,15810,734532.133,1.58,-6.24
2481329,374173.16,4775168.46,17500,734532.2151,1.85,-5.93
2481349,297107.43,4816377.4,8510,734532.3044,1.8,-6.07
2481399,296842.32,4809459.89,3690,734532.5915,1.84,-6.08
2481419,334978.3,4708447.4,11080,734532.7832,1.71,-6.13
2481429,393174.45,4677479.51,7740,734532.8014,2.21,-6.01
2481489,331798.47,4745957.63,10660,734532.9551,1.68,-6.06
2481669,352421.05,4703445.51,10630,734533.3785,1.52,-5.56
2481679,356211.77,4799766.93,2230,734533.464,1.59,-6.09
2481689,329696.97,4681575.09,12800,734533.4874,2,-5.82
2481889,314064.62,4702940.4,7830,734534.0491,2.97,-5.48
2481909,343784.77,4731175.77,4010,734534.0797,1.67,-6.3
2481949,337367.47,4728990.47,9560,734534.3201,2.18,-5.83
2481969,325955.12,4783885.78,14050,734534.4703,2.22,-5.87
2482039,391714.88,4676480.07,13010,734535.2919,1.71,-5.74
2482109,315703.95,4799860.09,9970,734535.7122,1.8,-5.89
2482189,328372.75,4725874.28,70950,734535.9533,2.1,-5.89
2482249,297658.71,4832502.01,9150,734536.3459,1.73,-5.93
2482269,286170.16,4820484.85,5810,734536.5274,1.58,-5.97
2482299,363856.16,4772033.75,20180,734536.6552,2.1,-6.16
2482309,343560.16,4731025.31,13670,734536.6631,1.81,-5.24
2482329,296490.81,4809359.32,3710,734536.827,1.84,-6.19
2482399,343544.23,4723792.8,12920,734537.4635,2.41,-5.82
2482479,283552.34,4858482.3,27980,734538.1517,1.85,-5.58
2482489,362286.75,4707431.65,13070,734538.1698,1.98,-5.98
2482559,245748.45,4875962.17,25110,734538.6002,3.05,-5.77
2482589,312147.84,4747421.8,6040,734538.7774,1.99,-5.91
2482599,368665.8,4764274.05,17290,734538.8911,2.03,-5.76
2482609,313584.52,4703142.12,4000,734538.9441,2.36,-5.73
2482669,339601.97,4749271.31,10020,734539.1723,1.64,-6.52
2482719,314960.4,4740722.11,4000,734539.5698,1.57,-6.34
2482769,303729.42,4707057.7,4010,734540.2171,2.37,-5.84
2482809,355506.59,4720511.28,9900,734540.5672,1.71,-11.67
2482959,344792.8,4715443.22,7720,734541.6385,1.69,-5.39
2483149,363896.81,4700646.06,15350,734543.2916,1.94,-5.78
2483169,299494.85,4807635.32,6010,734543.5136,1.57,-6.36
2483179,343855.77,4744795.74,10460,734543.6453,1.61,-6.42
2483219,308245.38,4697797.07,7550,734544.5938,2.03,-5.92
2483229,351438.82,4736617.56,9410,734544.7122,2.37,-5.67
2483269,350920.7,4736884.27,7910,734544.7438,1.65,-6.41
2483299,351045.34,4736970.46,8130,734544.808,1.6,-5.87
2483319,351020.8,4736970.99,8150,734544.8784,1.6,-6.4
2483339,351786.58,4739087.61,15110,734545.025,1.7,-6.14
2483429,377296.95,4773745.13,16650,734545.9923,2.23,-5.81
2483459,373364.73,4771073.05,19370,734546.0672,2.5,-5.71
2483489,360895.33,4711014.11,13610,734546.239,1.91,-5.93
2483499,328096.69,4735214.98,11000,734546.2813,2.09,-5.78
2483519,328381.76,4735152.33,8220,734546.3031,1.68,-5.99
2483559,293729.74,4792679.56,59160,734546.6928,2.06,-5.94
2483949,244456.62,4873497.99,3970,734547.8527,1.71,-6.67
2484189,355672.18,4731595.07,6260,734548.7641,2.65,-5.54
2484259,347463.43,4743403.82,11170,734549.2415,1.77,-6.12
2484269,363142.94,4715435.22,8510,734549.4208,1.51,-6.6
2484279,335316.23,4752183.87,9490,734549.5336,1.63,-6.29
2484299,362400.97,4714450.09,8120,734549.5919,2.14,-5.97
2484319,342732.6,4777699.1,16650,734549.604,1.68,-6.12
2484339,342894.75,4777673.13,16820,734549.6213,1.57,-5.96
2484359,362692.59,4713833.34,11000,734549.6642,1.95,-6.08
2484379,342772.75,4777675.95,16550,734549.7272,1.86,-6.07
2484409,380741.78,4729173.21,15900,734549.7863,1.67,-6.26
2484419,380562.89,4728776.41,15710,734549.8155,1.66,-6.22
2484429,258031.54,4864901.63,2650,734549.818,1.88,-6.33
2484439,380708.59,4728673.93,16310,734549.8235,2.22,-5.86
2484459,347323.84,4774872.45,13160,734549.8565,1.89,-6
2484469,294944.62,4809150.47,3230,734549.866,2.09,-6.16
2484509,360759.38,4713660.73,6060,734549.9813,2.23,-5.93
2484639,351094.96,4752490.26,12530,734550.1899,2.65,-5.89
2484669,351010.71,4752747.63,12220,734550.2591,1.53,-6.22
2484709,362141.13,4715010.68,11500,734550.2988,1.57,-6.32
2484719,362681.66,4714111.28,10980,734550.335,1.99,-6.15
2484739,350772.79,4752697.24,11750,734550.3722,1.53,-6.25
2484749,350627.55,4752778.17,11680,734550.3752,1.75,-5.81
2484789,294887.27,4809129.98,3270,734550.4462,2.36,-5.98
2484809,294873.78,4809486.11,3230,734550.5473,1.59,-6.35
2484819,258018.91,4843292.54,6980,734550.5815,2.13,-6.06
2484959,331687.89,4767073.01,11380,734550.9921,1.51,-6.26
2484979,370041.51,4776156.94,27450,734551.0091,1.77,-6.3
2485059,345318.54,4757095.6,11830,734551.3485,1.83,-6.06
2485079,270922.95,4770507.33,10350,734551.4234,1.55,-6.3
2485179,367708.25,4694685.5,6620,734551.7847,1.97,-6.15
2485349,321574.21,4705077.74,5960,734552.2154,2.54,-5.68
2485389,355507.03,4731531.86,6860,734552.3522,1.65,-6.06
2485779,331632.74,4728083.19,4190,734553.2575,1.53,-6.27
2485859,349923.28,4732795.17,15350,734553.4067,1.61,-6.2
2486089,378274.79,4686329.73,3310,734555.1034,1.73,-6.54
2486149,348932.42,4732427.91,8650,734555.35,1.61,-6.31
2486179,334061.62,4755025.32,11460,734555.6006,1.62,-6.03
2486189,373435.09,4772671.46,18000,734555.7517,1.91,-5.95
2486229,355664.01,4691213.39,3870,734555.958,1.59,-6.43
2486239,350730.04,4752609.29,11990,734556.0221,1.63,-6.22
2486279,368979.33,4663426.85,31180,734556.1436,2.01,-5.86
2486369,260852,4863275.64,3630,734556.371,2.59,-5.5
2486409,258753.38,4865731.71,1980,734556.5592,2.07,-6.04
2486499,340278.91,4718400.91,10680,734556.9637,1.52,-6.06
2486519,300691.47,4801208.29,2830,734556.9739,1.56,-6.23
2486569,386977.65,4729779.39,15750,734557.1358,1.87,-6.17
2486579,355083.4,4691025.42,3930,734557.1794,1.69,-6.33
2486779,340799.32,4782021.98,15310,734557.7957,1.93,-5.96
2486799,222796.97,4862442.55,51130,734557.8125,1.83,-6.2
2486959,396615.44,4755730.54,18280,734558.1872,2.18,-5.87
2486999,361808.48,4782673.84,13170,734558.3731,1.71,-6.22
2487009,315685.62,4808996.57,14220,734558.3842,1.53,-6.19
2487029,301456.7,4720203.12,3920,734558.461,1.63,-6.27
2487099,332788.06,4703155.33,4000,734558.7648,1.82,-6.22
2487119,355087.35,4691614.11,3490,734558.7934,1.66,-6.35
2487139,259167.73,4862969.55,720,734558.8066,1.51,-6.46
2487419,257218.83,4863352,15720,734559.176,1.98,-6.27
2487429,306649.5,4710621.19,4000,734559.1904,1.59,-6.29
2487499,353716.51,4719271.21,12920,734559.48,1.73,-5.99
2487559,260474.97,4855493.04,3850,734559.5933,1.81,-6.27
2487599,342666.51,4777656.18,15900,734559.7284,1.67,-6.29
2487609,373419.22,4777515.35,16050,734559.7484,2.01,-6.01
2487699,357478.36,4723836.59,6180,734560.0613,1.54,-6.2
2487709,374209.51,4777578.47,15090,734560.1956,1.89,-5.98
2487739,354988.2,4799437.5,2110,734560.4756,1.65,-5.99
2487749,367698.3,4684999.56,3060,734560.5654,1.77,-5.77
2488019,372846.83,4777359.37,17760,734561.4592,1.92,-6.38
2488029,373133.55,4777465.12,16380,734561.4608,1.85,-6.34
2488039,369240.21,4769584.39,16230,734561.5908,1.65,-6.45
2488059,345713.26,4756864.49,11490,734561.6195,2.09,-5.82
2488269,362854.97,4691568.69,10670,734562.0626,2.13,-5.92
2488319,362772.63,4691570.31,10580,734562.1561,2,-5.93
2488529,363465.2,4692445.42,8040,734562.7479,1.64,-6.08
2488539,281822.86,4794341.82,2550,734562.7874,1.52,-6.39
2488629,373293.93,4777339.93,15970,734563.0707,1.92,-6.15
2488749,359108.79,4708794.95,12110,734563.6176,2.02,-6.07
2488779,356111.66,4799635.73,2000,734563.6293,1.67,-6.08
2489039,355474.32,4703937.02,12450,734564.4911,1.81,-6.27
2489049,323847.07,4722687.66,5700,734564.5071,1.93,-6
2489119,263693.28,4761858.36,13850,734564.7111,2.38,-6.18
2489159,329361.65,4740995.06,10250,734564.7609,1.57,-6.27
2489179,329566.03,4740656.65,9930,734564.7758,1.73,-6.03
2489209,363652.84,4692352.9,8070,734564.8669,1.74,-6.26
2489219,348897.61,4791459.53,42370,734564.8794,1.74,-6.52
2489229,363719.15,4692373.82,8080,734564.8894,1.69,-6.32
2489279,363573.1,4692487.75,7610,734564.9468,1.62,-6.25
2489479,363333.02,4692003.67,8130,734565.3334,1.69,-6.18
2489499,363226.86,4692472.29,7410,734565.3605,1.77,-6.17
2489589,338724.55,4747747.39,9650,734565.7136,1.51,-6.31
2489699,373527.83,4777668.86,16350,734565.9864,2.58,-5.77
2489759,345722.51,4757275.38,11300,734566.0869,1.54,-6.19
2489839,355800.35,4691032.84,4560,734566.2031,1.96,-6.25
2489919,372844.76,4777248.31,16220,734566.2585,1.89,-6.24
2489929,373435.48,4777515.05,15670,734566.2748,1.81,-6.26
2489969,372995.08,4777456.59,17120,734566.3669,1.8,-6.28
2490039,315869.49,4732151.91,4000,734566.5198,2.67,-5.63
2490449,358437.66,4710141.64,13070,734567.9702,2.01,-6.06
2490499,321322.88,4782450.05,9460,734568.0285,1.65,-6.3
2490569,325356.45,4680259.49,4010,734568.225,1.63,-6.03
2490639,356784.39,4799999.23,2760,734568.7231,1.87,-6.25
2490649,364594.07,4691190.48,12670,734568.7612,2.7,-5.56
2490769,287583.74,4801885.2,20110,734569.3576,1.61,-6.18
2490849,363705.04,4724400.06,7490,734569.6146,1.64,-5.67
2490859,337453.21,4810281.7,1730,734569.6328,1.57,-6.26
2490909,372805.55,4777326.81,16310,734569.7536,3.03,-5.53
2490919,373409.73,4777004.5,16550,734569.7645,1.74,-6.14
2490929,359094.01,4712527.85,13460,734569.7873,1.55,-6.25
2490939,373268.5,4777284.86,16390,734569.7927,1.93,-6.28
2490959,357478.42,4713449.5,12130,734569.8199,1.59,-6.3
2490989,358823.66,4712966.58,15780,734569.874,1.55,-6.29
2491009,373395.65,4777560.22,16660,734569.9568,2.05,-6.26
2491019,336729.48,4772706.63,13200,734569.9592,2.05,-5.9
2491109,357849.94,4712742.02,12600,734570.1414,1.51,-5.81
2491129,379068.78,4684572.17,11510,734570.2055,2,-5.98
2491149,363935.37,4739414.88,14390,734570.3557,2.09,-5.84
2491189,372539.66,4777465.09,16920,734570.4497,1.84,-5.99
2491199,340831.62,4759298.31,30860,734570.4791,2.66,-4.05
2491249,372844.14,4777215,16510,734570.8095,1.96,-6.13
2491259,373471.4,4777258.87,16470,734570.8475,2.11,-5.93
2491289,371106.69,4695466.22,3070,734570.9808,1.53,-6.5
2491299,372577.21,4777297.75,16440,734571.1571,1.65,-6.32
2491309,334858.37,4752505.99,9950,734571.1575,1.51,-6.36
2491399,366311.6,4697000.34,3420,734571.5694,1.96,-6
2491459,373312.34,4777017.42,16120,734572.1135,1.86,-6.05
2491489,373546.96,4776946.41,16330,734572.1849,3.3,-5.32
2491499,372955.66,4777523.98,16530,734572.188,1.96,-6.12
2491509,373884.53,4777162.33,16330,734572.2161,1.87,-6.32
2491519,373887.82,4777340.02,16280,734572.229,2.17,-6.15
2491529,373199.02,4777486.11,16220,734572.2395,1.84,-5.93
2491539,372705.46,4777195.37,16390,734572.318,2.05,-6.25
2491549,241218.87,4875960.02,25450,734572.3266,3.62,-5.32
2491589,373223.29,4777041.29,16020,734572.8264,1.83,-6.24
2491639,338735.83,4731436.15,18440,734573.2954,1.57,-6.82
2491659,247029.65,4876914.13,24110,734573.3,2.62,-6.1
2491679,328609.13,4740347.02,11000,734573.6239,1.95,-5.95
2491689,328386.94,4740296.99,7490,734573.6337,1.7,-6.19
2491779,363116.84,4700727.97,15630,734574.1729,1.55,-6.29
2491819,335460.66,4772437.09,10370,734574.3136,1.63,-6.33
2491869,356702.15,4799945.41,2820,734574.4761,1.66,-6.1
2491899,387343.61,4676682.01,8680,734574.7874,1.72,-6.55
2491989,355334.26,4801207.84,4890,734575.3494,1.64,-6.74
2492079,356621.33,4799958.24,2830,734575.7168,1.77,-6.16
2492119,372940.28,4777135.44,16670,734575.7716,1.97,-6.07
2492229,374166.8,4777468.17,15890,734576.0464,1.57,-6.42
2492269,374710.83,4773869.91,19490,734576.1533,1.6,-6.4
2492409,373693.56,4777832.42,16480,734576.5455,1.96,-6.32
2492419,373436.19,4777115.1,16750,734576.6198,2.01,-6.18
2492429,373143.61,4777131.65,16940,734576.6444,2.55,-5.95
2492439,372726.71,4777461.59,16570,734576.6453,2.05,-6.21
2492499,372740.9,4777350.24,16700,734576.7966,2.04,-6.1
2492509,372600.15,4777219.56,16530,734576.8574,1.64,-6.37
2492539,372909.2,4777213.78,16540,734576.9559,1.74,-6.3
2492579,353234.52,4740223.18,4000,734577.1452,4.17,-4.93
2492659,372990.53,4777212.27,16190,734577.3776,1.79,-6.29
2492669,327693.74,4797899.4,18880,734577.3909,2.11,-6.81
2492679,359500.19,4683248.35,5980,734577.3924,2.97,-5.64
2492719,373245.62,4776929.79,16220,734577.4951,1.89,-6.3
2492749,338678.27,4752737.41,10600,734577.5792,1.61,-6.16
2492759,337625.53,4810710.94,1780,734577.6401,1.64,-6.51
2492789,341789.75,4738498.64,7560,734577.7728,1.78,-6.16
2493019,332353.49,4724332.3,12460,734578.1675,1.99,-6.05
2493049,318519.81,4753407.33,13460,734578.3388,1.51,-6.42
2493089,356860.05,4800508.72,3110,734578.4694,1.57,-6.36
2493109,373302.14,4776906.52,16660,734578.4919,2.37,-5.93
2493139,357400.64,4714861.95,14910,734578.5518,1.69,-6.17
2493149,356975.38,4713348.74,11230,734578.6093,1.73,-6.19
2493159,356086.74,4733408.39,16530,734578.6235,1.8,-6.05
2493179,353169.78,4741024.47,3160,734578.6727,1.5,-6.15
2493209,358052.72,4800539.14,3270,734578.7203,1.55,-6.34
2493229,356498.17,4711714.42,12080,734578.7662,1.73,-6.24
2493279,367446.35,4706465.1,1250,734578.8938,1.52,-6.73
2493339,261899.26,4862870.96,570,734579.1154,1.65,-6.36
2493369,373309.16,4777284.1,16530,734579.1508,1.51,-6.37
2493439,324360.26,4717029.82,6650,734579.447,2.35,-6.16
2493479,373070.41,4777133.01,16900,734579.594,1.93,-6.19
2493519,354312.85,4726946.44,11620,734579.6748,1.61,-6.21
2493599,312009.35,4827326.54,39160,734580.0618,2.18,-6.01
2493619,332475.1,4724273.8,12510,734580.084,1.97,-6.05
2493639,330508.61,4744378.07,7460,734580.1525,1.61,-5.94
2493659,325117.07,4740434.72,10450,734580.2253,1.65,-6.18
2493709,299286.62,4712719.06,11660,734580.4701,1.75,-6.15
2493909,370841.27,4722374.92,12470,734581.4429,1.61,-6.04
2493919,339155.94,4807985.07,1690,734581.4591,1.55,-6.26
2493999,355426.13,4797917.05,3450,734581.7013,1.58,-6.38
2494019,373414.06,4777237.71,16780,734581.8129,1.87,-6.06
2494409,357000.08,4800227.99,2970,734582.7254,1.81,-6.11
2494579,334884.79,4719382.68,10000,734583.2728,1.86,-6
2494699,363838.87,4702735.58,18800,734583.677,1.67,-6.04
2494729,363748.87,4702759.55,13360,734583.7514,1.69,-6.05
2494759,364507.35,4793651.77,21400,734583.9018,2.47,-5.84
2494909,372823.31,4776970.98,16910,734584.2414,2.16,-5.89
2494959,372635.63,4776941.16,16530,734584.3011,1.79,-6.14
2495069,356755.24,4799388.75,2000,734584.4646,1.68,-6.32
2495089,337750.72,4771815.56,18910,734584.4816,1.57,-6.29
2495239,259376.24,4845134.11,6170,734584.846,2.2,-6.03
2495249,315816.47,4814672.49,43130,734584.8474,1.61,-6.57
2495619,373349,4777238.92,16650,734585.8758,1.69,-6.36
2495669,361071.17,4708711.08,15200,734585.9772,1.53,-6.34
2495689,373549.87,4777979.51,17270,734585.9883,1.58,-6.21
2495819,329757.72,4824629.94,31680,734586.2717,1.93,-6.21
2496039,359760.07,4722723.56,13630,734586.8816,1.61,-6.11
2496659,356659.27,4799835.21,2320,734588.4219,1.86,-6.1
2497009,346708.88,4772864.04,12200,734589.5179,1.9,-6.1
2497049,326253.79,4726071.57,5890,734589.7121,1.65,-6.13
2497069,326147.25,4726074.24,4000,734589.7145,1.56,-6.19
2497119,326342.15,4726324.92,4000,734589.7726,1.51,-6.15
2497139,325944.33,4726157.12,4000,734589.7862,1.95,-6.17
2497179,347934.45,4736949.43,12050,734589.8613,1.61,-6.17
2497299,359284.62,4707736.06,17080,734590.2106,1.5,-6.55
2497309,307722.3,4841520.55,30000,734590.2509,1.59,-6.07
2497399,311370.41,4776717.05,8880,734590.6109,1.68,-6.37
2497529,315631.14,4732124.93,4000,734590.9227,1.9,-6.12
2497599,395197.86,4754807.91,20930,734591.0133,1.53,-6.28
2497649,295992.61,4867927.63,36170,734591.1201,1.67,-6.55
2497719,327857.6,4746944.05,11090,734591.3237,1.65,-6.11
2497759,354316.17,4797229.75,2180,734591.3809,1.63,-6.14
2497789,356891.18,4800063.63,2570,734591.4247,1.58,-6.09
2497839,349465.22,4763802.98,12930,734591.4687,1.71,-6.19
2497879,364527.21,4704721.69,11630,734591.6131,1.73,-6.15
2498169,318476.83,4813955.63,12960,734592.3429,1.55,-5.8
2498279,356518.44,4800460.4,3000,734592.6803,1.53,-6.28
2498339,346656.91,4714335.27,10280,734592.8533,1.83,-6.04
2498349,342700.05,4790700.38,16320,734592.8656,1.65,-6.19
2498469,237980.91,4870858.96,2000,734593.2827,2.11,-6.27
2498509,306721.09,4826098.49,9590,734593.3189,1.7,-6.25
